season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,Down,Distance,MapRoleKicker,FootballStatus,FootballPlayResult,FootballKickYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,MapRoleTackler1,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRoleTackler2,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,MapRoleQbHitter,MapRoleKickreturner,FootballKickRetYards,MapRoleSacker1,MapRoleSacker2,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,FootballZone,FootballTimeoutTeamId,MapRolePassDefender,FootballConvAttPts,punt_attempt
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,109,1678052391.0,59991,2023-03-05 16:39:51.000000,EventFootballPunt,4-19-ORL 26 (13:43) 19 M. Brown punts 43 yards from ORL 26 to ARL 31. 4 J. Powell to ARL 45 for 14 yards (31 L. Henry),,True,2,13,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,37,2302011-ORL-at-ARL,823,823,2623,13:43,3,3,Visitor,26,5,4,,,,0.0,74,3,3,4.0,19.0,,StatusOfficial,ResultKickReturned,,Home,45.0,,31,,Visitor,35.0,3.0,-9.0,1:57,PUNT,,,,,,,,,,,,,,,20208,21251,43.0,14.0,,,,,,,,,,1
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,106,1678052442.0,60042,2023-03-05 16:40:42.000000,EventFootballRush,1-10-ARL 45 (13:33) 10 K. Sloter rush to ARL 46 for 1 yard (46 T. Scales),,True,2,13,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,38,2302011-ORL-at-ARL,813,813,2613,13:33,3,3,Home,45,6,1,,,,1.0,55,3,3,1.0,10.0,,StatusOfficial,,,,,21884,22319,1.0,Home,45.0,1.0,1.0,0:23, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,108,1678052479.0,60079,2023-03-05 16:41:19.000000,EventFootballRush,2-9-ARL 46 (12:56) 2 D. Smith rush to Midfield for 4 yards (46 T. Scales),,True,2,12,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,39,2302011-ORL-at-ARL,776,776,2576,12:56,3,3,Home,46,6,1,,,,1.0,54,3,3,2.0,9.0,,StatusOfficial,,,,,22305,22319,4.0,Home,45.0,2.0,5.0,0:59, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,111,1678052518.0,60118,2023-03-05 16:41:58.000000,EventFootballPass,3-5-Midfield (12:17) 10 K. Sloter pass to 19 B. Arconado to ORL 41 for 9 yards (13 M. Lee),,True,2,12,17,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,40,2302011-ORL-at-ARL,737,737,2537,12:17,3,3,Home,50,6,1,,,,1.0,50,3,3,3.0,5.0,,StatusOfficial,ResultPassComplete,,,,,20942,9.0,Home,45.0,3.0,14.0,1:34, ,21884,20050,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,113,1678052551.0,60151,2023-03-05 16:42:31.000000,EventFootballRush,"1-10-ORL 41 (11:46) 2 D. Smith rush to ORL 33 for 8 yards (95 K. Schad, 40 E. Thompson)",,True,2,11,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,41,2302011-ORL-at-ARL,706,706,2506,11:46,3,3,Visitor,41,6,1,,,,1.0,41,3,3,1.0,10.0,,StatusOfficial,,,,,22305,21374,8.0,Home,45.0,4.0,22.0,2:15, ,,,21550,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,115,1678052591.0,60191,2023-03-05 16:43:11.000000,EventFootballPass,2-2-ORL 33 (11:05) 10 K. Sloter pass to 12 A. Killins to ORL 32 for 1 yard (20 B. Buchanan),,True,2,11,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,42,2302011-ORL-at-ARL,665,665,2465,11:05,3,3,Visitor,33,6,1,,,,1.0,33,3,3,2.0,2.0,,StatusOfficial,ResultPassComplete,,,,,20221,1.0,Home,45.0,5.0,23.0,2:40, ,21884,20889,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,117,1678052612.0,60212,2023-03-05 16:43:32.000000,EventFootballRush,3-1-ORL 32 (10:45) 2 D. Smith rush to ORL 30 for 2 yards (40 E. Thompson),,True,2,10,45,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,43,2302011-ORL-at-ARL,645,645,2445,10:45,3,3,Visitor,32,6,1,,,,1.0,32,3,3,3.0,1.0,,StatusOfficial,,,,,22305,21550,2.0,Home,45.0,6.0,25.0,3:13, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,119,1678052652.0,60252,2023-03-05 16:44:12.000000,EventFootballPenalty,"1-10-ORL 30 (10:08) PENALTY on 21 S. Wiggins, 13 yards",,True,2,10,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,44,2302011-ORL-at-ARL,608,608,2408,10:08,3,3,Visitor,30,6,1,,,,1.0,30,3,3,1.0,10.0,,StatusOfficial,,,,,,,,Home,45.0,6.0,38.0,3:33, ,,,,4,21664,13.0,ResultPenaltyAuto1Stdown,NA,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,121,1678052706.0,60306,2023-03-05 16:45:06.000000,EventFootballRush,"1-10-ORL 17 (9:43) 2 D. Smith rush to ORL 16 for 1 yard (99 T. Sanders, 88 C. Patton)",,True,2,9,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,45,2302011-ORL-at-ARL,583,583,2383,9:43,3,3,Visitor,17,6,1,,,,1.0,17,3,3,1.0,10.0,,StatusOfficial,,,,,22305,21365,1.0,Home,45.0,7.0,39.0,4:13, ,,,22001,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,123,1678052747.0,60347,2023-03-05 16:45:47.000000,EventFootballPass,2-9-ORL 16 (9:02) 10 K. Sloter pass to 80 S. Cannella to ORL 9 for 7 yards (40 E. Thompson),,True,2,9,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,46,2302011-ORL-at-ARL,542,542,2342,9:02,3,3,Visitor,16,6,1,,,,1.0,16,3,3,2.0,9.0,,StatusOfficial,ResultPassComplete,,,,,21550,7.0,Home,45.0,8.0,46.0,4:54, ,21884,22030,,,,,,,,21365,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,125,1678052770.0,60370,2023-03-05 16:46:10.000000,EventFootballRush,3-2-ORL 9 (8:39) 2 D. Smith rush to ORL 8 for 1 yard (40 E. Thompson),,True,2,8,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,47,2302011-ORL-at-ARL,519,519,2319,8:39,3,3,Visitor,9,6,1,,,,1.0,9,3,3,3.0,2.0,,StatusOfficial,,,,,22305,21550,1.0,Home,45.0,9.0,47.0,5:17, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,127,1678052813.0,60413,2023-03-05 16:46:53.000000,EventFootballRush,4-1-ORL 8 (7:57) 2 D. Smith rush to ORL 9 for -1 yards (36 J. Jones),,True,2,7,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,48,2302011-ORL-at-ARL,477,477,2277,7:57,3,3,Visitor,8,6,1,,,,1.0,8,3,3,4.0,1.0,,StatusOfficial,,,,,22305,20841,-1.0,Home,45.0,10.0,46.0,5:46,DOWNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,130,1678053037.0,60637,2023-03-05 16:50:37.000000,EventFootballRush,1-10-ORL 9 (7:54) 30 J. Martin rush to ORL 14 for 5 yards (5 W. Hill),,True,2,7,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,49,2302011-ORL-at-ARL,474,474,2274,7:54,3,3,Visitor,9,7,4,,,,0.0,91,3,3,1.0,10.0,,StatusOfficial,,,,,20997,20693,5.0,Visitor,9.0,1.0,5.0,0:17, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,132,1678053068.0,60668,2023-03-05 16:51:08.000000,EventFootballRush,"2-5-ORL 14 (7:23) 30 J. Martin rush to ORL 15 for 1 yard (90 B. Hector, 30 E. Robinson)",,True,2,7,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,50,2302011-ORL-at-ARL,443,443,2243,7:23,3,3,Visitor,14,7,4,,,,0.0,86,3,3,2.0,5.0,,StatusOfficial,,,,,20997,22010,1.0,Visitor,9.0,2.0,6.0,0:46, ,,,21318,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,134,1678053107.0,60707,2023-03-05 16:51:47.000000,EventFootballPass,3-4-ORL 15 (6:44) 6 P. Lynch pass to 14 C. Rambo to ORL 26 for 11 yards (18 D. Payne),,True,2,6,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,51,2302011-ORL-at-ARL,404,404,2204,6:44,3,3,Visitor,15,7,4,,,,0.0,85,3,3,3.0,4.0,,StatusOfficial,ResultPassComplete,,,,,22675,11.0,Visitor,9.0,3.0,17.0,1:22, ,22605,22018,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,136,1678053147.0,60747,2023-03-05 16:52:27.000000,EventFootballPass,1-10-ORL 26 (6:09) 6 P. Lynch pass dropped by 11 C. Latimer,,True,2,6,9,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,52,2302011-ORL-at-ARL,369,369,2169,6:09,3,3,Visitor,26,7,4,,,,0.0,74,3,3,1.0,10.0,,StatusOfficial,ResultPassDropped,,,,,,,Visitor,9.0,4.0,17.0,1:47, ,22605,20929,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,138,1678053176.0,60776,2023-03-05 16:52:56.000000,EventFootballPass,2-10-ORL 26 (5:47) 6 P. Lynch pass to 17 E. Rogers to ORL 27 for 1 yard (18 D. Payne),,True,2,5,47,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,53,2302011-ORL-at-ARL,347,347,2147,5:47,3,3,Visitor,26,7,4,,,,0.0,74,3,3,2.0,10.0,,StatusOfficial,ResultPassComplete,,,,,22675,1.0,Visitor,9.0,5.0,18.0,2:47, ,22605,22708,,,,,,,,,,,,,,,,,,,,,,1,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,140,1678053241.0,60841,2023-03-05 16:54:01.000000,EventFootballTimeout,Timeout by Arlington Renegades at 5:07,,True,2,5,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,54,2302011-ORL-at-ARL,307,307,2107,5:07,3,3,Visitor,27,7,4,,,,0.0,73,3,3,3.0,9.0,,StatusOfficial,,,,,,,,Visitor,9.0,5.0,18.0,2:49, ,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,146,1678053448.0,61048,2023-03-05 16:57:28.000000,EventFootballPass,3-9-ORL 27 (4:59) 6 P. Lynch pass to 17 E. Rogers to ORL 46 for 19 yards (29 S. Brown),,True,2,4,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,55,2302011-ORL-at-ARL,299,299,2099,4:59,3,2,Visitor,27,7,4,,,,0.0,73,3,3,3.0,9.0,,StatusOfficial,ResultPassComplete,,,,,20212,19.0,Visitor,9.0,6.0,37.0,3:25, ,22605,22708,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,148,1678053488.0,61088,2023-03-05 16:58:08.000000,EventFootballPass,1-10-ORL 46 (4:21) 6 P. Lynch pass to 4 L. Lenoir to ARL 32 for 22 yards (4 J. Powell),,True,2,4,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,56,2302011-ORL-at-ARL,261,261,2061,4:21,3,2,Visitor,46,7,4,,,,0.0,54,3,3,1.0,10.0,,StatusOfficial,ResultPassComplete,,,,,21251,22.0,Visitor,9.0,7.0,59.0,3:52, ,22605,21799,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,217,1678053524.0,61124,2023-03-05 16:58:44.000000,EventFootballPass,1-10-ARL 32 (3:48) 6 P. Lynch pass to 14 C. Rambo to ARL 20 for 12 yards (41 D. Bausby),,True,2,3,48,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,57,2302011-ORL-at-ARL,228,228,2028,3:48,3,2,Home,32,7,4,,,,0.0,32,3,3,1.0,10.0,,StatusOfficial,ResultPassComplete,,,,,20099,12.0,Visitor,9.0,8.0,71.0,4:25, ,22605,22018,,,,,,,,21251,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,153,1678053575.0,61175,2023-03-05 16:59:35.000000,EventFootballPenalty,"1-10-ARL 20 (3:15) PENALTY on 59 Z. Furcron, 10 yards",,True,2,3,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,58,2302011-ORL-at-ARL,195,195,1995,3:15,3,2,Home,20,7,4,,,,0.0,20,3,3,1.0,10.0,,StatusOfficial,,,,,,,,Visitor,9.0,8.0,61.0,4:46, ,,,,4,20527,10.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,155,1678053611.0,61211,2023-03-05 17:00:11.000000,EventFootballPass,1-20-ARL 30 (2:51) 6 P. Lynch pass to 14 C. Rambo to ARL 24 for 6 yards (41 D. Bausby),,True,2,2,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,59,2302011-ORL-at-ARL,171,171,1971,2:51,3,2,Home,30,7,4,,,,0.0,30,3,3,1.0,20.0,,StatusOfficial,ResultPassComplete,,,,,20099,6.0,Visitor,9.0,9.0,67.0,5:20, ,22605,22018,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,170,1678053649.0,61249,2023-03-05 17:00:49.000000,EventFootballRush,"2-14-ARL 24 (2:13) 30 J. Martin rush to ARL 23 for 1 yard Fumbled by 30 J. Martin,  Recovered by 71 J. Coatney",,True,2,2,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,60,2302011-ORL-at-ARL,133,133,1933,2:13,3,2,Home,24,7,4,,,,0.0,24,3,3,2.0,14.0,,StatusOfficial,,,Home,23.0,20997,,1.0,Visitor,9.0,10.0,68.0,5:44,FUMBLE,,,,,,,,,,,,,,,,,,,4,20997,1,21922,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,171,1678053737.0,61337,2023-03-05 17:02:17.000000,EventFootballPass,1-10-ARL 23 (2:00) 10 K. Sloter pass to 80 S. Cannella to ARL 28 for 5 yards (44 T. Plummer),,True,2,2,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,61,2302011-ORL-at-ARL,120,120,1920,2:00,3,2,Home,23,8,1,,,,1.0,77,3,3,1.0,10.0,,StatusOfficial,ResultPassComplete,,,,,21244,5.0,Visitor,23.0,1.0,5.0,0:00, ,21884,22030,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,191,1678053944.0,61544,2023-03-05 17:05:44.000000,EventFootballPass,"2-5-ARL 28 (1:42) 10 K. Sloter pass to 80 S. Cannella to ARL 38 for 10 yards (20 B. Buchanan, 8 T. Smith)",,True,2,1,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,62,2302011-ORL-at-ARL,102,102,1902,1:42,3,2,Home,28,8,1,,,,1.0,72,3,3,2.0,5.0,,StatusOfficial,ResultPassComplete,,,,,20221,10.0,Home,23.0,2.0,25.0,0:18, ,21884,22030,21448,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,213,1678053988.0,61588,2023-03-05 17:06:28.000000,EventFootballPenalty,"1-10-ARL 38 (1:42) PENALTY on 13 M. Lee, 5 yards",,True,2,1,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,63,2302011-ORL-at-ARL,102,102,1902,1:42,3,2,Home,38,8,1,,,,1.0,62,3,3,1.0,10.0,,StatusOfficial,,,,,,,,Home,23.0,2.0,30.0,0:22, ,,,,4,20942,5.0,ResultPenaltyAuto1Stdown,NA,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,212,1678053996.0,61596,2023-03-05 17:06:36.000000,EventFootballPass,1-10-ARL 43 (1:38) 10 K. Sloter pass incomplete to 2 D. Smith,,True,2,1,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,64,2302011-ORL-at-ARL,98,98,1898,1:38,3,2,Home,43,8,1,,,,1.0,57,3,3,1.0,10.0,,StatusOfficial,ResultPassIncomplete,,,,,,,Home,23.0,3.0,20.0,0:22, ,21884,22305,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,211,1678054033.0,61633,2023-03-05 17:07:13.000000,EventFootballRush,2-10-ARL 43 (1:29) 2 D. Smith rush to ARL 47 for 4 yards (88 C. Patton),,True,2,1,29,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,65,2302011-ORL-at-ARL,89,89,1889,1:29,3,2,Home,43,8,1,,,,1.0,57,3,3,2.0,10.0,,StatusOfficial,,,,,22305,22001,4.0,Home,23.0,4.0,24.0,0:56, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,209,1678054077.0,61677,2023-03-05 17:07:57.000000,EventFootballPass,3-6-ARL 47 (1:04) 10 K. Sloter pass incomplete to 85 T. Vaughns,,True,2,1,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,66,2302011-ORL-at-ARL,64,64,1864,1:04,3,2,Home,47,8,1,,,,1.0,53,3,3,3.0,6.0,,StatusOfficial,ResultPassIncomplete,,,,,,,Home,23.0,5.0,24.0,0:56, ,21884,22363,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,208,1678054102.0,61702,2023-03-05 17:08:22.000000,EventFootballPunt,"4-6-ARL 47 (0:56) 0 M. King punts 39 yards from ARL 47 to 32 J. Rogers, Fair Catch at ORL 14",,True,2,0,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,67,2302011-ORL-at-ARL,56,56,1856,0:56,3,2,Home,47,8,1,,,,1.0,53,3,3,4.0,6.0,,StatusOfficial,ResultKickFaircatch,,Visitor,14.0,,,,Home,23.0,5.0,24.0,1:17,PUNT,,,,,,,,,,,,,,,20891,21333,39.0,,,,,,,,,,,1
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,194,1678054153.0,61753,2023-03-05 17:09:13.000000,EventFootballPass,1-10-ORL 14 (0:52) 6 P. Lynch pass incomplete to 11 C. Latimer,,True,2,0,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,68,2302011-ORL-at-ARL,52,52,1852,0:52,3,2,Visitor,14,9,4,,,,0.0,86,3,3,1.0,10.0,,StatusOfficial,ResultPassIncomplete,,,,,,,Visitor,14.0,1.0,,0:04, ,22605,20929,,,,,,,,,,,,,,,,,,,,,,,,20654,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,216,1678054185.0,61785,2023-03-05 17:09:45.000000,EventFootballRush,2-10-ORL 14 (0:49) 28 K. Taylor rush to ORL 21 for 7 yards (29 S. Brown),,True,2,0,49,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,69,2302011-ORL-at-ARL,49,49,1849,0:49,3,2,Visitor,14,9,4,,,,0.0,86,3,3,2.0,10.0,,StatusOfficial,,,,,21528,20212,7.0,Visitor,14.0,2.0,7.0,0:29, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,199,1678054226.0,61826,2023-03-05 17:10:26.000000,EventFootballPass,3-3-ORL 21 (0:08) 6 P. Lynch pass to 11 C. Latimer to ORL 46 for 25 yards (21 C. LeBlanc),,True,2,0,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,70,2302011-ORL-at-ARL,8,8,1808,0:08,3,2,Visitor,21,9,4,,,,0.0,79,3,3,3.0,3.0,,StatusOfficial,ResultPassComplete,,,,,21798,25.0,Visitor,14.0,3.0,32.0,0:52, ,22605,20929,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,201,1678054262.0,61862,2023-03-05 17:11:02.000000,EventFootballTimeout,Timeout by Orlando Guardians at 0:04,,True,2,0,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,71,2302011-ORL-at-ARL,4,4,1804,0:04,3,2,Visitor,46,9,4,,,,0.0,54,3,3,1.0,10.0,,StatusOfficial,,,,,,,,Visitor,14.0,3.0,32.0,0:52, ,,,,,,,,,,,,,,,,,,,,,,,,,4,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,204,1678054338.0,61938,2023-03-05 17:12:18.000000,EventFootballPass,1-10-ORL 46 (0:01) 6 P. Lynch pass incomplete,,True,2,0,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,72,2302011-ORL-at-ARL,1,1,1801,0:01,2,2,Visitor,46,9,4,,,,0.0,54,3,3,1.0,10.0,,StatusOfficial,ResultPassIncomplete,,,,,,,Visitor,14.0,4.0,32.0,0:55, ,22605,,,,,,,,,22886,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,207,1678054388.0,61988,2023-03-05 17:13:08.000000,EventFootballRush,2-10-ORL 46 (0:00) 6 P. Lynch rush to ORL 45 for -1 yards,,True,2,0,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,73,2302011-ORL-at-ARL,0,0,1800,0:00,2,2,Visitor,46,9,4,,,,0.0,54,3,3,2.0,10.0,,StatusOfficial,,,,,22605,,-1.0,Visitor,14.0,5.0,31.0,0:56,HALF,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,215,1678055124.0,62724,2023-03-05 17:25:24.000000,EventFootballKickoff,"0 J. Borregales kicks 65 yards from ORL 45 to end zone, Touchback",,True,3,15,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,74,2302011-ORL-at-ARL,900,1800,1800,15:00,3,3,Visitor,45,10,1,,,,1.0,45,3,3,1.0,10.0,20891,StatusOfficial,ResultKickTouchback,65.0,Home,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,219,1678055192.0,62792,2023-03-05 17:26:32.000000,EventFootballRush,1-10-ARL 15 (14:45) 2 D. Smith rush to ARL 17 for 2 yards (99 T. Sanders),,True,3,14,45,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,75,2302011-ORL-at-ARL,885,1785,1785,14:45,3,3,Home,15,10,1,,,,1.0,85,3,3,1.0,10.0,,StatusOfficial,,,,,22305,21365,2.0,Home,35.0,1.0,-18.0,0:25, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
