season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,VisScore,HomeScore,down,ydstogo,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,MapRoleTackler1,MapRoleTackler2,FootballZone,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRoleRusher,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRoleQbHitter,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,MapRolePassDefender,FootballTimeoutTeamId,FootballConvAttPts,MapRoleSacker1,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleInterceptor,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,382,1678592103.0,81303,2023-03-12 03:35:03.000000,EventFootballPass,3-3-SEA 38 (12:57) 6 B. DiNucci pass incomplete to 4 J. Green,,True,2,12,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,34,2302014-SA-at-SEA,777,777,2577,12:57,6,,,,1.0,3,3,3,3,Home,38,4,62,3,0,3.0,3.0,,,StatusOfficial,ResultPassIncomplete,,,,21979,22035,,,1,,Home,21.0,5.0,17.0,2:26, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,383,1678592110.0,81310,2023-03-12 03:35:10.000000,EventFootballPunt,4-3-SEA 38 (12:53) 10 C. Nizialek punts 55 yards from SEA 38 to SA 7. 13 D. Roberson to SA 30 for 23 yards,,True,2,12,53,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,35,2302014-SA-at-SEA,773,773,2573,12:53,6,,,,1.0,3,3,3,3,Home,38,4,62,3,0,4.0,3.0,,,StatusOfficial,ResultKickReturned,,Visitor,30.0,,,,,,,Home,21.0,5.0,17.0,2:45,PUNT,,21997,21311,55.0,23.0,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,384,1678592328.0,81528,2023-03-12 03:38:48.000000,EventFootballPass,1-10-SA 30 (12:16) 16 J. Coan pass to 10 T. Jonsen to SA 35 for 5 yards (43 E. Smith),,True,2,12,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,36,2302014-SA-at-SEA,736,736,2536,12:16,3,,,,0.0,3,3,3,3,Visitor,30,5,70,3,0,1.0,10.0,,,StatusOfficial,ResultPassComplete,,,,20301,20856,21437,,1,5.0,Visitor,30.0,1.0,5.0,0:11, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,385,1678592388.0,81588,2023-03-12 03:39:48.000000,EventFootballPass,2-5-SA 35 (11:44) 16 J. Coan pass incomplete to 6 F. Brown,,True,2,11,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,37,2302014-SA-at-SEA,704,704,2504,11:44,3,,,,0.0,3,3,3,3,Visitor,35,5,65,3,0,2.0,5.0,,,StatusOfficial,ResultPassIncomplete,,,,20301,20203,,,1,,Visitor,30.0,2.0,5.0,0:35, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,386,1678592439.0,81639,2023-03-12 03:40:39.000000,EventFootballPass,3-5-SA 35 (11:18) 16 J. Coan pass incomplete to 8 K. Kelly Pass Defended by 52 A. Jackson,,True,2,11,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,38,2302014-SA-at-SEA,678,678,2478,11:18,3,,,,0.0,3,3,3,3,Visitor,35,5,65,3,0,3.0,5.0,,,StatusOfficial,ResultPassIncomplete,,,,20301,22884,,,1,,Visitor,30.0,3.0,5.0,1:14, ,,,,,,,,,,,,,20760,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,387,1678592460.0,81660,2023-03-12 03:41:00.000000,EventFootballPunt,"4-5-SA 35 (11:04) 0 B. Wing punts 35 yards from SA 35 to 86 K. McKnight, Fair Catch at SEA 30",,True,2,11,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,39,2302014-SA-at-SEA,664,664,2464,11:04,3,,,,0.0,3,3,3,3,Visitor,35,5,65,3,0,4.0,5.0,,,StatusOfficial,ResultKickFaircatch,,Home,30.0,,,,,,,Visitor,30.0,3.0,5.0,1:49,PUNT,,21706,21875,35.0,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,388,1678592531.0,81731,2023-03-12 03:42:11.000000,EventFootballRush,1-10-SEA 30 (10:40) 25 M. Ellison rush to SEA 33 for 3 yards (5 T. Adewusi),,True,2,10,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,40,2302014-SA-at-SEA,640,640,2440,10:40,6,,,,1.0,3,3,3,3,Home,30,6,70,3,0,1.0,10.0,,,StatusOfficial,,,,,,,20008,,3,3.0,Home,30.0,1.0,3.0,0:21, ,20450,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,389,1678592569.0,81769,2023-03-12 03:42:49.000000,EventFootballPass,2-7-SEA 33 (10:02) 6 B. DiNucci pass to 3 J. Pearson to SEA 30 for -3 yards (21 S. Williams),,True,2,10,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,41,2302014-SA-at-SEA,602,602,2402,10:02,6,,,,1.0,3,3,3,3,Home,33,6,67,3,0,2.0,7.0,,,StatusOfficial,ResultPassComplete,,,,21979,21203,22819,,1,-3.0,Home,30.0,2.0,,0:50, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,390,1678592609.0,81809,2023-03-12 03:43:29.000000,EventFootballPass,3-10-SEA 30 (9:22) 6 B. DiNucci pass to 4 J. Green to SEA 48 for 18 yards (15 J. Williams),,True,2,9,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,42,2302014-SA-at-SEA,562,562,2362,9:22,6,,,,1.0,3,3,3,3,Home,30,6,70,3,0,3.0,10.0,,,StatusOfficial,ResultPassComplete,,,,21979,22035,21974,,2,18.0,Home,30.0,3.0,18.0,1:38, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,391,1678592761.0,81961,2023-03-12 03:46:01.000000,EventFootballPenalty,"1-10-SEA 48 (8:30) PENALTY on 15 D. Willis, 10 yards",,True,2,8,30,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,43,2302014-SA-at-SEA,510,510,2310,8:30,6,,,,1.0,3,3,3,3,Home,48,6,52,3,0,1.0,10.0,,,StatusOfficial,,,,,,,,,,,Home,30.0,3.0,8.0,2:12, ,,,,,,,6,21695,10.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,392,1678592822.0,82022,2023-03-12 03:47:02.000000,EventFootballPass,"1-20-SEA 38 (8:20) 6 B. DiNucci pass to 88 J. Veasy to SEA 38 for 0 yards (24 R. Lewis, 42 M. Tverdov)",,True,2,8,20,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,44,2302014-SA-at-SEA,500,500,2300,8:20,6,,,,1.0,3,3,3,3,Home,38,6,62,3,0,1.0,20.0,,,StatusOfficial,ResultPassComplete,,,,21979,22306,21761,21589,1,0.0,Home,30.0,4.0,8.0,2:34, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,393,1678592864.0,82064,2023-03-12 03:47:44.000000,EventFootballPass,2-20-SEA 38 (7:38) 6 B. DiNucci pass to 25 M. Ellison to SEA 43 for 5 yards (1 L. Barcoo),,True,2,7,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,45,2302014-SA-at-SEA,458,458,2258,7:38,6,,,,1.0,3,3,3,3,Home,38,6,62,3,0,2.0,20.0,,,StatusOfficial,ResultPassComplete,,,,21979,20450,20087,,1,5.0,Home,30.0,5.0,13.0,3:16, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,394,1678592911.0,82111,2023-03-12 03:48:31.000000,EventFootballPenalty,"3-15-SEA 43 (6:58) PENALTY on 15 D. Willis, 5 yards",,True,2,6,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,46,2302014-SA-at-SEA,418,418,2218,6:58,6,,,,1.0,3,3,3,3,Home,43,6,57,3,0,3.0,15.0,,,StatusOfficial,,,,,,,,,,,Home,30.0,5.0,8.0,3:44, ,,,,,,,6,21695,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,395,1678592948.0,82148,2023-03-12 03:49:08.000000,EventFootballRush,"3-20-SEA 38 (6:35) 25 M. Ellison rush to SEA 42 for 4 yards (25 D. Lewis, 55 D. Downey)",,True,2,6,35,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,47,2302014-SA-at-SEA,395,395,2195,6:35,6,,,,1.0,3,3,3,3,Home,38,6,62,3,0,3.0,20.0,,,StatusOfficial,,,,,,,22597,20410,2,4.0,Home,30.0,6.0,12.0,4:16, ,20450,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,396,1678592967.0,82167,2023-03-12 03:49:27.000000,EventFootballPunt,"4-16-SEA 42 (6:16) 10 C. Nizialek punts 31 yards, downed at SA 27",,True,2,6,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,48,2302014-SA-at-SEA,376,376,2176,6:16,6,,,,1.0,3,3,3,3,Home,42,6,58,3,0,4.0,16.0,,,StatusOfficial,ResultKickDowned,,Visitor,27.0,,,,,,,Home,30.0,6.0,12.0,4:48,PUNT,,21997,,31.0,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,397,1678593224.0,82424,2023-03-12 03:53:44.000000,EventFootballRush,1-10-SA 27 (5:55) 9 J. Patrick rush to SA 32 for 5 yards (2 A. Brooks),,True,2,5,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,49,2302014-SA-at-SEA,355,355,2155,5:55,3,,,,0.0,3,3,3,3,Visitor,27,7,73,3,0,1.0,10.0,,,StatusOfficial,,,,,,,21919,,3,5.0,Visitor,27.0,1.0,5.0,0:17, ,21196,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,398,1678593265.0,82465,2023-03-12 03:54:25.000000,EventFootballPass,2-5-SA 32 (5:14) 16 J. Coan pass incomplete to 81 T. Toivonen,,True,2,5,14,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,50,2302014-SA-at-SEA,314,314,2114,5:14,3,,,,0.0,3,3,3,3,Visitor,32,7,68,3,0,2.0,5.0,,,StatusOfficial,ResultPassIncomplete,,,,20301,22891,,,2,,Visitor,27.0,2.0,5.0,0:46, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,399,1678593301.0,82501,2023-03-12 03:55:01.000000,EventFootballPass,3-5-SA 32 (4:41) 16 J. Coan pass to 81 T. Toivonen to SA 41 for 9 yards (5 C. Jones),,True,2,4,41,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,51,2302014-SA-at-SEA,281,281,2081,4:41,3,,,,0.0,3,3,3,3,Visitor,32,7,68,3,0,3.0,5.0,,,StatusOfficial,ResultPassComplete,,,,20301,22891,20836,,1,9.0,Visitor,27.0,3.0,14.0,1:24, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,400,1678593341.0,82541,2023-03-12 03:55:41.000000,EventFootballPass,1-10-SA 41 (4:01) 16 J. Coan pass to 9 J. Patrick to SA 42 for 1 yard (26 J. Evans),,True,2,4,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,52,2302014-SA-at-SEA,241,241,2041,4:01,3,,,,0.0,3,3,3,3,Visitor,41,7,59,3,0,1.0,10.0,,,StatusOfficial,ResultPassComplete,,,,20301,21196,20460,,1,1.0,Visitor,27.0,4.0,15.0,2:09, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,401,1678593385.0,82585,2023-03-12 03:56:25.000000,EventFootballTimeout,Timeout by San Antonio Brahmas at 3:24,,True,2,3,24,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,53,2302014-SA-at-SEA,204,204,2004,3:24,3,,,,0.0,3,3,3,3,Visitor,42,7,58,3,0,2.0,9.0,,,StatusOfficial,,,,,,,,,,,Visitor,27.0,4.0,15.0,2:32, ,,,,,,,,,,,,,,3,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,402,1678593443.0,82643,2023-03-12 03:57:23.000000,EventFootballPass,2-9-SA 42 (3:19) 16 J. Coan pass incomplete to 88 A. Mack Pass Defended by 48 S. Miller,,True,2,3,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,54,2302014-SA-at-SEA,199,199,1999,3:19,3,,,,0.0,2,3,2,2,Visitor,42,7,58,3,0,2.0,9.0,,,StatusOfficial,ResultPassIncomplete,,,,20301,21765,,,1,,Visitor,27.0,5.0,15.0,2:46, ,,,,,,,,,,,,,22630,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,403,1678593489.0,82689,2023-03-12 03:58:09.000000,EventFootballPenalty,"3-9-SA 42 (2:48) PENALTY on San Antonio Brahmas, 5 yards",,True,2,2,48,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,55,2302014-SA-at-SEA,168,168,1968,2:48,3,,,,0.0,2,3,2,2,Visitor,42,7,58,3,0,3.0,9.0,,,StatusOfficial,,,,,,,,,,,Visitor,27.0,5.0,10.0,3:08, ,,,,,,,3,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,404,1678593524.0,82724,2023-03-12 03:58:44.000000,EventFootballPass,3-14-SA 37 (2:31) 16 J. Coan pass incomplete to 9 J. Patrick,,True,2,2,31,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,56,2302014-SA-at-SEA,151,151,1951,2:31,3,,,,0.0,2,3,2,2,Visitor,37,7,63,3,0,3.0,14.0,,,StatusOfficial,ResultPassIncomplete,,,,20301,21196,,,1,,Visitor,27.0,6.0,10.0,3:25, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,405,1678593531.0,82731,2023-03-12 03:58:51.000000,EventFootballPunt,4-14-SA 37 (2:27) 0 B. Wing punts 46 yards from SA 37 to SEA 17. 86 K. McKnight to SEA 15 for -2 yards,,True,2,2,27,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,57,2302014-SA-at-SEA,147,147,1947,2:27,3,,,,0.0,2,3,2,2,Visitor,37,7,63,3,0,4.0,14.0,,,StatusOfficial,ResultKickReturned,,Home,15.0,,,,,,,Visitor,27.0,6.0,10.0,3:49,PUNT,,21706,21875,46.0,-2.0,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,406,1678593753.0,82953,2023-03-12 04:02:33.000000,EventFootballPass,"1-10-SEA 15 (1:46) 6 B. DiNucci pass to 80 B. Jackson to SEA 45 for 30 yards (28 J. Koerner) PENALTY on 42 M. Tverdov, 15 yards",,True,2,1,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,58,2302014-SA-at-SEA,106,106,1906,1:46,6,,,,1.0,2,3,3,3,Home,15,8,85,3,0,1.0,10.0,,,StatusOfficial,ResultPassComplete,,,,21979,20761,20901,,3,30.0,Home,15.0,1.0,45.0,0:22, ,,,,,,,3,21589,15.0,ResultPenaltyAuto1Stdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,407,1678593852.0,83052,2023-03-12 04:04:12.000000,EventFootballRush,1-10-SA 40 (1:28) 25 M. Ellison rush to SA 25 for 15 yards (28 J. Koerner),,True,2,1,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,59,2302014-SA-at-SEA,88,88,1888,1:28,6,,,,1.0,2,3,3,3,Visitor,40,8,40,3,0,1.0,10.0,,,StatusOfficial,,,,,,,20901,,2,15.0,Home,15.0,2.0,60.0,0:23, ,20450,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,408,1678593864.0,83064,2023-03-12 04:04:24.000000,EventFootballTimeout,Timeout by Seattle Sea Dragons at 1:28,,True,2,1,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,60,2302014-SA-at-SEA,88,88,1888,1:28,6,,,,1.0,2,3,3,3,Visitor,25,8,25,3,0,1.0,10.0,,,StatusOfficial,,,,,,,,,,,Home,15.0,2.0,60.0,0:23, ,,,,,,,,,,,,,,6,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,409,1678593924.0,83124,2023-03-12 04:05:24.000000,EventFootballPass,"1-10-SA 25 (1:26) 6 B. DiNucci pass to 0 J. Gordon to SA 20 for 5 yards (1 L. Barcoo, 15 J. Williams)",,True,2,1,26,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,61,2302014-SA-at-SEA,86,86,1886,1:26,6,,,,1.0,2,2,2,2,Visitor,25,8,25,3,0,1.0,10.0,,,StatusOfficial,ResultPassComplete,,,,21979,22840,20087,21974,1,5.0,Home,15.0,3.0,65.0,0:35, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,410,1678593952.0,83152,2023-03-12 04:05:52.000000,EventFootballPass,2-5-SA 20 (0:58) 6 B. DiNucci pass incomplete to 0 J. Gordon,,True,2,0,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,62,2302014-SA-at-SEA,58,58,1858,0:58,6,,,,1.0,2,2,2,2,Visitor,20,8,20,3,0,2.0,5.0,,,StatusOfficial,ResultPassIncomplete,,,,21979,22840,,,2,,Home,15.0,4.0,65.0,0:53, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,411,1678593993.0,83193,2023-03-12 04:06:33.000000,EventFootballPass,3-5-SA 20 (0:53) 6 B. DiNucci pass to 3 J. Pearson to SA 2 for 18 yards (5 T. Adewusi),,True,2,0,53,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,63,2302014-SA-at-SEA,53,53,1853,0:53,6,,,,1.0,2,2,2,2,Visitor,20,8,20,3,0,3.0,5.0,,,StatusOfficial,ResultPassComplete,,,,21979,21203,20008,,2,18.0,Home,15.0,5.0,83.0,1:03, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,412,1678594015.0,83215,2023-03-12 04:06:55.000000,EventFootballTimeout,Timeout by Seattle Sea Dragons at 0:48,,True,2,0,48,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,64,2302014-SA-at-SEA,48,48,1848,0:48,6,,,,1.0,2,2,2,2,Visitor,2,8,2,3,0,1.0,2.0,,,StatusOfficial,,,,,,,,,,,Home,15.0,5.0,83.0,1:03, ,,,,,,,,,,,,,,6,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,413,1678594083.0,83283,2023-03-12 04:08:03.000000,EventFootballRush,1-2-SA 2 (0:46) 25 M. Ellison rush to SA 4 for -2 yards (15 J. Williams),,True,2,0,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,65,2302014-SA-at-SEA,46,46,1846,0:46,6,,,,1.0,2,1,1,1,Visitor,2,8,2,3,0,1.0,2.0,,,StatusUnofficial,,,,,,,21974,,2,-2.0,Home,15.0,6.0,81.0,1:09, ,20450,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,414,1678594096.0,83296,2023-03-12 04:08:16.000000,EventFootballTimeout,Timeout by Seattle Sea Dragons at 0:42,,True,2,0,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,66,2302014-SA-at-SEA,42,42,1842,0:42,6,,,,1.0,2,1,1,1,Visitor,4,8,4,3,0,2.0,4.0,,,StatusOfficial,,,,,,,,,,,Home,15.0,6.0,81.0,1:09, ,,,,,,,,,,,,,,6,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,415,1678594153.0,83353,2023-03-12 04:09:13.000000,EventFootballPass,"2-4-SA 4 (0:39) 6 B. DiNucci pass to 4 J. Green for 4 yards, TOUCHDOWN",,True,2,0,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,67,2302014-SA-at-SEA,39,39,1839,0:39,6,,,,1.0,2,0,0,0,Visitor,4,8,4,3,0,2.0,4.0,,,StatusOfficial,ResultPassComplete,,,,21979,22035,,,1,4.0,Home,15.0,7.0,85.0,1:14,TD,,,,,,,,,,,,ScoreTypeTd,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,416,1678594188.0,83388,2023-03-12 04:09:48.000000,EventFootballPat3PtPass,6 B. DiNucci 3-pt conversion pass to 3 J. Pearson NO GOOD,,True,2,0,37,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,68,2302014-SA-at-SEA,37,37,1837,0:37,6,,,,1.0,2,0,0,0,Visitor,10,8,10,3,6,,,,,StatusOfficial,ResultPassIncomplete,,,,21979,21203,,,1,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,417,1678594246.0,83446,2023-03-12 04:10:46.000000,EventFootballKickoff,11 D. Eberle kicks from SEA 30. 6 F. Brown to SA 20 for 19 yards,,True,2,0,37,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,69,2302014-SA-at-SEA,37,37,1837,0:37,3,,,,0.0,2,0,2,2,Home,30,9,30,3,6,,,22034,21979,StatusOfficial,ResultKickReturned,19.0,Visitor,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
