season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,down,ydstogo,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_TOP,Result,FootballYards,Drive_Yards,MapRoleRusher,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRolePassDefender,MapRoleTackler2,FootballMainScoringPlay,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,FootballConvAttPts,MapRoleQbHitter,MapRoleInterceptor,MapRoleSacker1,FootballTimeoutTeamId,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,76,1682883280.0,56080,2023-04-30 19:34:40.000000,EventFootballPass,1-10-SEA 24 (1:49) 6 B. DiNucci pass to 4 J. Green to SEA 28 for 4 yards QB Hit by 96 J. Panasiuk (36 D. Swearinger),,True,1,1,49,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,33,2303001-NorthChamp,109,1009,2809,1:49,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,24,5,76.0,0,3,9,22902,,,StatusOfficial,ResultPassComplete,,,,21979,22035,1.0,10.0,Visitor,24.0,1.0,0:26, ,4.0,4.0,,,,,,,,,,,,,,,21182,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,78,1682883316.0,56116,2023-04-30 19:35:16.000000,EventFootballPass,"2-6-SEA 28 (1:18) 6 B. DiNucci pass to 88 J. Veasy to SEA 37 for 9 yards (26 D. Neal, 17 D. Bellamy)",,True,1,1,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,34,2303001-NorthChamp,78,978,2778,1:18,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,28,5,72.0,0,3,9,21133,,,StatusOfficial,ResultPassComplete,,,,21979,22306,2.0,6.0,Visitor,24.0,2.0,0:57, ,9.0,13.0,,,,,,,,22416,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,80,1682883353.0,56153,2023-04-30 19:35:53.000000,EventFootballPass,1-10-SEA 37 (0:41) 6 B. DiNucci pass to 88 J. Veasy to SEA 43 for 6 yards (39 S. Ramirez),,True,1,0,41,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,35,2303001-NorthChamp,41,941,2741,0:41,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,37,5,63.0,0,3,9,21278,,,StatusOfficial,ResultPassComplete,,,,21979,22306,1.0,10.0,Visitor,24.0,3.0,1:30, ,6.0,19.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,82,1682883384.0,56184,2023-04-30 19:36:24.000000,EventFootballPass,"2-4-SEA 43 (0:10) 6 B. DiNucci pass to 3 J. Pearson to Midfield for 7 yards (36 D. Swearinger, 43 F. Bernard)",,True,1,0,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,36,2303001-NorthChamp,10,910,2710,0:10,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,43,5,57.0,0,3,9,22902,,,StatusOfficial,ResultPassComplete,,,,21979,21203,2.0,4.0,Visitor,24.0,4.0,1:59, ,7.0,26.0,,,,,,,,22329,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,87,1682883674.0,56474,2023-04-30 19:41:14.000000,EventFootballPenalty,"1-10-Midfield (14:54) PENALTY on (DC) 36 D. Swearinger, 5 yards",,True,2,14,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,37,2303001-NorthChamp,894,894,2694,14:54,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,50,5,50.0,0,3,9,,,,StatusOfficial,,,,,,,1.0,10.0,Visitor,24.0,4.0,2:10, ,,31.0,,8,22902,5.0,ResultPenaltyAuto1Stdown,NA,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,89,1682883706.0,56506,2023-04-30 19:41:46.000000,EventFootballPass,1-10-DC 45 (14:30) 6 B. DiNucci pass to 0 J. Gordon to DC 41 for 4 yards (39 S. Ramirez),,True,2,14,30,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,38,2303001-NorthChamp,870,870,2670,14:30,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,45,5,45.0,0,3,9,21278,,,StatusOfficial,ResultPassComplete,,,,21979,22840,1.0,10.0,Visitor,24.0,5.0,2:46, ,4.0,35.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,91,1682883742.0,56542,2023-04-30 19:42:22.000000,EventFootballPass,2-6-DC 41 (13:56) 6 B. DiNucci pass incomplete to 4 J. Green Pass Defended by 39 S. Ramirez,,True,2,13,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,39,2303001-NorthChamp,836,836,2636,13:56,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,41,5,41.0,0,3,9,,,,StatusOfficial,ResultPassIncomplete,,,,21979,22035,2.0,6.0,Visitor,24.0,6.0,3:08, ,,35.0,,,,,,,21278,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,93,1682883780.0,56580,2023-04-30 19:43:00.000000,EventFootballPass,3-6-DC 41 (13:21) 6 B. DiNucci pass to 80 B. Jackson to DC 24 for 17 yards (24 A. Kelly),,True,2,13,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,40,2303001-NorthChamp,801,801,2601,13:21,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,41,5,41.0,0,3,9,20873,,,StatusOfficial,ResultPassComplete,,,,21979,20761,3.0,6.0,Visitor,24.0,7.0,4:02, ,17.0,52.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,95,1682883818.0,56618,2023-04-30 19:43:38.000000,EventFootballPass,1-10-DC 24 (12:43) 6 B. DiNucci pass to 4 J. Green to DC 15 for 9 yards (39 S. Ramirez),,True,2,12,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,41,2303001-NorthChamp,763,763,2563,12:43,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,24,5,24.0,0,3,9,21278,,,StatusOfficial,ResultPassComplete,,,,21979,22035,1.0,10.0,Visitor,24.0,8.0,4:34, ,9.0,61.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,97,1682883857.0,56657,2023-04-30 19:44:17.000000,EventFootballPass,2-1-DC 15 (12:11) 6 B. DiNucci pass dropped by 4 J. Green,,True,2,12,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,42,2303001-NorthChamp,731,731,2531,12:11,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,15,5,15.0,0,3,9,,,,StatusOfficial,ResultPassDropped,,,,21979,22035,2.0,1.0,Visitor,24.0,9.0,4:48, ,,61.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,99,1682883896.0,56696,2023-04-30 19:44:56.000000,EventFootballPass,"3-1-DC 15 (11:38) 6 B. DiNucci pass to 3 J. Pearson for 15 yards, TOUCHDOWN",,True,2,11,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,43,2303001-NorthChamp,698,698,2498,11:38,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,15,5,15.0,0,3,9,,,,StatusOfficial,ResultPassComplete,,,,21979,21203,3.0,1.0,Visitor,24.0,10.0,5:21,TD,15.0,76.0,,,,,,,,,ScoreTypeTd,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,101,1682883967.0,56767,2023-04-30 19:46:07.000000,EventFootballPat2PtPass,FROM DC 5 (11:38) 6 B. DiNucci 2-pt conversion pass to 88 J. Veasy NO GOOD,,True,2,11,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,44,2303001-NorthChamp,698,698,2498,11:38,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,5,5,5.0,0,9,9,,,,StatusOfficial,ResultPassIncomplete,,,,21979,22306,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,103,1682884200.0,57000,2023-04-30 19:50:00.000000,EventFootballKickoff,FROM SEA 30 (11:37) 11 D. Eberle kicks from SEA 30. 13 P. Williams to SEA 40 for 51 yards (1 B. Thompson),,True,2,11,37,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,45,2303001-NorthChamp,697,697,2497,11:37,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,30,6,30.0,0,9,9,22377,22874,21685,StatusOfficial,ResultKickReturned,51.0,Visitor,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,105,1682884258.0,57058,2023-04-30 19:50:58.000000,EventFootballPass,1-10-SEA 40 (11:24) 10 J. Ta'amu pass intended for 0 J. Hammond INTERCEPTED by 48 S. Miller returned 11 yards to SEA 39 Pass Defended by 2 A. Brooks,,True,2,11,24,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,46,2303001-NorthChamp,684,684,2484,11:24,8,,,1.0,DC,SEA,0.0,3,3,3.0,3.0,Visitor,40,6,40.0,0,9,9,,,,StatusOfficial,ResultPassInterception,,Visitor,39.0,22296,20618,1.0,10.0,Visitor,40.0,1.0,0:14,INT,,,,,,,,,21919,,,,,,,,,22630,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,108,1682884323.0,57123,2023-04-30 19:52:03.000000,EventFootballPass,1-10-SEA 39 (11:17) 6 B. DiNucci pass to 88 J. Veasy to SEA 44 for 5 yards (5 R. Northrup),,True,2,11,17,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,47,2303001-NorthChamp,677,677,2477,11:17,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,39,7,61.0,0,9,9,21148,,,StatusOfficial,ResultPassComplete,,,,21979,22306,1.0,10.0,Visitor,39.0,1.0,0:29, ,5.0,5.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,110,1682884354.0,57154,2023-04-30 19:52:34.000000,EventFootballPass,2-5-SEA 44 (10:46) 6 B. DiNucci pass to 3 J. Pearson to Midfield for 6 yards (5 R. Northrup),,True,2,10,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,48,2303001-NorthChamp,646,646,2446,10:46,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,44,7,56.0,0,9,9,21148,,,StatusOfficial,ResultPassComplete,,,,21979,21203,2.0,5.0,Visitor,39.0,2.0,0:42, ,6.0,11.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,112,1682884387.0,57187,2023-04-30 19:53:07.000000,EventFootballPass,1-10-Midfield (10:13) 6 B. DiNucci pass to 4 J. Green to DC 33 for 17 yards (29 K. Brice),,True,2,10,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,49,2303001-NorthChamp,613,613,2413,10:13,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,50,7,50.0,0,9,9,20180,,,StatusOfficial,ResultPassComplete,,,,21979,22035,1.0,10.0,Visitor,39.0,3.0,1:34, ,17.0,28.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,114,1682884422.0,57222,2023-04-30 19:53:42.000000,EventFootballSack,1-10-DC 33 (9:38) 6 B. DiNucci sacked at DC 40 for -7 yards (48 A. Mintze),,True,2,9,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,50,2303001-NorthChamp,578,578,2378,9:38,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,33,7,33.0,0,9,9,,,,StatusOfficial,,,,,21979,,1.0,10.0,Visitor,39.0,4.0,2:03, ,-7.0,21.0,,,,,,,,,,,,,,,,,21080,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,116,1682884462.0,57262,2023-04-30 19:54:22.000000,EventFootballPass,2-17-DC 40 (8:59) 6 B. DiNucci pass incomplete,,True,2,8,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,51,2303001-NorthChamp,539,539,2339,8:59,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,40,7,40.0,0,9,9,,,,StatusOfficial,ResultPassIncomplete,,,,21979,,2.0,17.0,Visitor,39.0,5.0,2:25, ,,21.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,118,1682884502.0,57302,2023-04-30 19:55:02.000000,EventFootballPass,3-17-DC 40 (8:26) 6 B. DiNucci pass incomplete to 0 J. Gordon,,True,2,8,26,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,52,2303001-NorthChamp,506,506,2306,8:26,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,40,7,40.0,0,9,9,,,,StatusOfficial,ResultPassIncomplete,,,,21979,22840,3.0,17.0,Visitor,39.0,6.0,2:55, ,,21.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,120,1682884539.0,57339,2023-04-30 19:55:39.000000,EventFootballTimeout,4-17-DC 40 (8:03) Timeout by D.C. Defenders at 8:03,,True,2,8,3,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,53,2303001-NorthChamp,483,483,2283,8:03,6,,,0.0,SEA,DC,0.0,3,3,3.0,3.0,Home,40,7,40.0,0,9,9,,,,StatusOfficial,,,,,,,4.0,17.0,Visitor,39.0,6.0,3:18, ,,21.0,,,,,,,,,,,,,,,,,,8,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,123,1682884604.0,57404,2023-04-30 19:56:44.000000,EventFootballPunt,"4-17-DC 40 (7:52) 10 C. Nizialek punts 34 yards, downed at DC 6",,True,2,7,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,54,2303001-NorthChamp,472,472,2272,7:52,6,,,0.0,SEA,DC,0.0,3,2,3.0,3.0,Home,40,7,40.0,0,9,9,,,,StatusOfficial,ResultKickDowned,,Home,6.0,,,4.0,17.0,Visitor,39.0,6.0,3:32,PUNT,,21.0,,,,,,,,,,21997,,34.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,125,1682884814.0,57614,2023-04-30 20:00:14.000000,EventFootballRush,1-10-DC 6 (7:48) 4 A. Smith rush to DC 8 for 2 yards (96 D. Joseph),,True,2,7,48,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,55,2303001-NorthChamp,468,468,2268,7:48,8,,,1.0,DC,SEA,0.0,3,2,2.0,2.0,Home,6,8,94.0,0,9,9,21869,,,StatusOfficial,,,,,,,1.0,10.0,Home,6.0,1.0,0:16, ,2.0,2.0,21427,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,127,1682884915.0,57715,2023-04-30 20:01:55.000000,EventFootballPass,2-8-DC 8 (7:10) 10 J. Ta'amu pass to 4 A. Smith to DC 14 for 6 yards (32 Q. Cole),,True,2,7,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,56,2303001-NorthChamp,430,430,2230,7:10,8,,,1.0,DC,SEA,0.0,3,2,2.0,2.0,Home,8,8,92.0,0,9,9,20311,,,StatusOfficial,ResultPassComplete,,,,22296,21427,2.0,8.0,Home,6.0,2.0,0:54, ,6.0,8.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,129,1682884959.0,57759,2023-04-30 20:02:39.000000,EventFootballPenalty,"3-2-DC 14 (6:35) PENALTY on D.C. Defenders, 5 yards",,True,2,6,35,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,57,2303001-NorthChamp,395,395,2195,6:35,8,,,1.0,DC,SEA,0.0,3,2,2.0,2.0,Home,14,8,86.0,0,9,9,,,,StatusOfficial,,,,,,,3.0,2.0,Home,6.0,2.0,1:17, ,,3.0,,8,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,131,1682885005.0,57805,2023-04-30 20:03:25.000000,EventFootballPenalty,"3-7-DC 9 (6:19) PENALTY on Seattle Sea Dragons, 5 yards",,True,2,6,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,58,2303001-NorthChamp,379,379,2179,6:19,8,,,1.0,DC,SEA,0.0,3,2,2.0,2.0,Home,9,8,91.0,0,9,9,,,,StatusOfficial,,,,,,,3.0,7.0,Home,6.0,2.0,1:33, ,,8.0,,6,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,133,1682885064.0,57864,2023-04-30 20:04:24.000000,EventFootballTimeout,3-2-DC 14 (6:04) Timeout by Seattle Sea Dragons at 6:04,,True,2,6,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,59,2303001-NorthChamp,364,364,2164,6:04,8,,,1.0,DC,SEA,0.0,3,2,2.0,2.0,Home,14,8,86.0,0,9,9,,,,StatusOfficial,,,,,,,3.0,2.0,Home,6.0,2.0,1:48, ,,8.0,,,,,,,,,,,,,,,,,,6,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,135,1682885135.0,57935,2023-04-30 20:05:35.000000,EventFootballRush,"3-2-DC 14 (6:00) 4 A. Smith rush to DC 16 for 2 yards (48 S. Miller, 99 T. Tisdale)",,True,2,6,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,60,2303001-NorthChamp,360,360,2160,6:00,8,,,1.0,DC,SEA,0.0,2,2,2.0,2.0,Home,14,8,86.0,0,9,9,22630,,,StatusOfficial,,,,,,,3.0,2.0,Home,6.0,3.0,2:03, ,2.0,10.0,21427,,,,,,,21564,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,137,1682885168.0,57968,2023-04-30 20:06:08.000000,EventFootballPass,1-10-DC 16 (5:28) 10 J. Ta'amu pass to 0 J. Hammond to DC 29 for 13 yards (33 A. Holder),,True,2,5,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,61,2303001-NorthChamp,328,328,2128,5:28,8,,,1.0,DC,SEA,0.0,2,2,2.0,2.0,Home,16,8,84.0,0,9,9,22552,,,StatusOfficial,ResultPassComplete,,,,22296,20618,1.0,10.0,Home,6.0,4.0,2:38, ,13.0,23.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,139,1682885281.0,58081,2023-04-30 20:08:01.000000,EventFootballPass,1-10-DC 29 (4:58) 10 J. Ta'amu pass incomplete to 0 J. Hammond,,True,2,4,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,62,2303001-NorthChamp,298,298,2098,4:58,8,,,1.0,DC,SEA,0.0,2,2,2.0,2.0,Home,29,8,71.0,0,9,9,,,,StatusOfficial,ResultPassIncomplete,,,,22296,20618,1.0,10.0,Home,6.0,5.0,2:54, ,,23.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,141,1682885330.0,58130,2023-04-30 20:08:50.000000,EventFootballPenalty,"2-10-DC 29 (4:32) PENALTY on Seattle Sea Dragons, 5 yards",,True,2,4,32,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,63,2303001-NorthChamp,272,272,2072,4:32,8,,,1.0,DC,SEA,0.0,2,2,2.0,2.0,Home,29,8,71.0,0,9,9,,,,StatusOfficial,,,,,,,2.0,10.0,Home,6.0,5.0,3:20, ,,28.0,,6,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,146,1682885370.0,58170,2023-04-30 20:09:30.000000,EventFootballRush,"2-5-DC 34 (4:14) 4 A. Smith rush to DC 38 for 4 yards (97 N. Lalos, 51 T. Skipper)",,True,2,4,14,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,64,2303001-NorthChamp,254,254,2054,4:14,8,,,1.0,DC,SEA,0.0,2,2,2.0,2.0,Home,34,8,66.0,0,9,9,20918,,,StatusOfficial,,,,,,,2.0,5.0,Home,6.0,6.0,3:57, ,4.0,32.0,21427,,,,,,,21422,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,145,1682885399.0,58199,2023-04-30 20:09:59.000000,EventFootballRush,"3-1-DC 38 (3:46) 4 A. Smith rush to DC 40 for 2 yards (9 C. Hicks, 58 A. Faoliu)",,True,2,3,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,65,2303001-NorthChamp,226,226,2026,3:46,8,,,1.0,DC,SEA,0.0,2,2,2.0,2.0,Home,38,8,62.0,0,9,9,22344,,,StatusOfficial,,,,,,,3.0,1.0,Home,6.0,7.0,4:20, ,2.0,34.0,21427,,,,,,,20466,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,148,1682885434.0,58234,2023-04-30 20:10:34.000000,EventFootballPenalty,"1-10-DC 40 (3:13) PENALTY on (SEA) 51 T. Skipper, 15 yards",,True,2,3,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,66,2303001-NorthChamp,193,193,1993,3:13,8,,,1.0,DC,SEA,0.0,2,2,2.0,2.0,Home,40,8,60.0,0,9,9,,,,StatusOfficial,,,,,,,1.0,10.0,Home,6.0,7.0,4:39, ,,49.0,,6,21422,15.0,ResultPenaltyAuto1Stdown,NA,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_30_SEA@DC,SEA,6,DC,8,outdoors,150,1682885490.0,58290,2023-04-30 20:11:30.000000,EventFootballRush,1-10-SEA 45 (2:58) 4 A. Smith rush to SEA 41 for 4 yards (97 N. Lalos),,True,2,2,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_30_SEA@DC,,QBStat,67,2303001-NorthChamp,178,178,1978,2:58,8,,,1.0,DC,SEA,0.0,2,2,2.0,2.0,Visitor,45,8,45.0,0,9,9,20918,,,StatusOfficial,,,,,,,1.0,10.0,Home,6.0,8.0,5:05, ,4.0,53.0,21427,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
