season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,yardline_100,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,VisScore,HomeScore,Down,Distance,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,FootballZone,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRolePassDefender,FootballMainScoringPlay,FootballConvAttPts,MapRoleTackler2,MapRolePunter,MapRolePuntreturner,FootballPuntYards,MapRoleSacker1,FootballTimeoutTeamId,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballPuntRetYards,FootballExtraYards_IndivOrTeam,FootballExtraYards_TeamId,FootballExtraYards_PlayerId,FootballExtraYards_Yards,MapRoleInterceptor,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleQbHitter
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,92,1676772782.0,76382,2023-02-18 21:13:02.000000,EventFootballRush,1-10-HOU 27 (0:23) 28 K. Taylor rush to HOU 23 for 4 yards (15 N. Wieland),,True,1,0,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,37,2302002-ORL-at-HOU,23,923,2723,0:23,2,3,Home,27,0,7,4,,,,0.0,6,6,1.0,10.0,22299,,,StatusOfficial,,,,,21528,2,4.0,Visitor,26.0,5.0,51.0,2:12, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,94,1676773027.0,76627,2023-02-18 21:17:07.000000,EventFootballPass,2-6-HOU 23 (14:54) 6 P. Lynch pass incomplete to 11 C. Latimer,,True,2,14,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,38,2302002-ORL-at-HOU,894,894,2694,14:54,2,3,Home,23,0,7,4,,,,0.0,6,6,2.0,6.0,,,,StatusOfficial,ResultPassIncomplete,,,,,3,,Visitor,26.0,6.0,51.0,2:36, ,22605,20929,21108,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,96,1676773063.0,76663,2023-02-18 21:17:43.000000,EventFootballPass,3-6-HOU 23 (14:21) 6 P. Lynch pass to 87 L. Carter to HOU 22 for 1 yard (18 J. Mosley),,True,2,14,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,39,2302002-ORL-at-HOU,861,861,2661,14:21,2,3,Home,23,0,7,4,,,,0.0,6,6,3.0,6.0,21108,,,StatusOfficial,ResultPassComplete,,,,,3,1.0,Visitor,26.0,7.0,52.0,3:17, ,22605,20272,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,98,1676773091.0,76691,2023-02-18 21:18:11.000000,EventFootballFg,4-5-HOU 22 (13:53) 0 J. Borregales 40 yard field goal is NO GOOD,,True,2,13,53,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,40,2302002-ORL-at-HOU,833,833,2633,13:53,2,3,Home,22,0,7,4,,,,0.0,6,6,4.0,5.0,,21741,,StatusOfficial,ResultKickMissed,,,,,,40.0,Visitor,26.0,8.0,52.0,3:29,MISSED FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,100,1676773157.0,76757,2023-02-18 21:19:17.000000,EventFootballPass,1-10-HOU 30 (13:33) 12 B. Silvers pass incomplete to 13 J. Kirklin,,True,2,13,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,41,2302002-ORL-at-HOU,813,813,2613,13:33,2,3,Home,30,0,8,2,,,,1.0,6,6,1.0,10.0,,,,StatusOfficial,ResultPassIncomplete,,,,,1,,Home,30.0,1.0,,0:09, ,21984,20896,21517,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,102,1676773197.0,76797,2023-02-18 21:19:57.000000,EventFootballPass,2-10-HOU 30 (12:57) 12 B. Silvers pass to 6 T. Harris to HOU 49 for 19 yards (21 S. Wiggins),,True,2,12,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,42,2302002-ORL-at-HOU,777,777,2577,12:57,2,3,Home,30,0,8,2,,,,1.0,6,6,2.0,10.0,21664,,,StatusOfficial,ResultPassComplete,,,,,6,19.0,Home,30.0,2.0,19.0,1:01, ,21984,20642,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,130,1676773270.0,76870,2023-02-18 21:21:10.000000,EventFootballRush,"1-10-HOU 49 (12:22) 14 C. McDonald rush to ORL 46 for 5 yards (46 T. Scales) PENALTY on 2 C. Byrd, 15 yards",,True,2,12,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,43,2302002-ORL-at-HOU,742,742,2542,12:22,2,3,Home,49,0,8,2,,,,1.0,6,6,1.0,10.0,22319,,,StatusOfficial,,,,,21982,1,5.0,Home,30.0,6.0,70.0,2:54,TD,,,,,,,,,,,,2,20241,15.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,106,1676773315.0,76915,2023-02-18 21:21:55.000000,EventFootballPass,1-20-HOU 39 (11:53) 12 B. Silvers pass to 2 C. Byrd to ORL 49 for 12 yards (21 S. Wiggins),,True,2,11,53,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,44,2302002-ORL-at-HOU,713,713,2513,11:53,2,3,Home,39,0,8,2,,,,1.0,6,6,1.0,20.0,21664,,,StatusOfficial,ResultPassComplete,,,,,3,12.0,Home,30.0,4.0,21.0,2:05, ,21984,20241,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,110,1676773335.0,76935,2023-02-18 21:22:15.000000,EventFootballPass,2-8-ORL 49 (11:33) 12 B. Silvers pass to 22 M. Borghi to ORL 46 for 3 yards (46 T. Scales),,True,2,11,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,45,2302002-ORL-at-HOU,693,693,2493,11:33,2,3,Visitor,49,0,8,2,,,,1.0,6,6,2.0,8.0,22319,,,StatusOfficial,ResultPassComplete,,,,,3,3.0,Home,30.0,5.0,24.0,2:41, ,21984,20149,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,112,1676773380.0,76980,2023-02-18 21:23:00.000000,EventFootballPass,"3-5-ORL 46 (10:59) 12 B. Silvers pass to 1 D. Burnett for 46 yards, TOUCHDOWN",,True,2,10,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,46,2302002-ORL-at-HOU,659,659,2459,10:59,2,3,Visitor,46,0,8,2,,,,1.0,6,6,3.0,5.0,,,,StatusOfficial,ResultPassComplete,,,,,3,46.0,Home,30.0,6.0,70.0,2:41,TD,21984,20229,,ScoreTypeTd,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,201,1676773425.0,77025,2023-02-18 21:23:45.000000,EventFootballPat1PtRush,14 C. McDonald 1-pt conversion rush attempt NO GOOD,,True,2,10,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,47,2302002-ORL-at-HOU,659,659,2459,10:59,2,3,Visitor,2,0,8,2,,,,1.0,6,12,,,,,,StatusOfficial,,,,,21982,2,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,117,1676773661.0,77261,2023-02-18 21:27:41.000000,EventFootballKickoff,8 H. Duplessis kicks from HOU 30. 17 E. Rogers to ORL 21 for 6 yards (21 G. Owens),,True,2,10,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,48,2302002-ORL-at-HOU,659,659,2459,10:59,2,3,Home,30,0,10,4,,,,0.0,6,12,,,21173,21448,20801,StatusOfficial,ResultKickReturned,6.0,Visitor,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,143,1676773774.0,77374,2023-02-18 21:29:34.000000,EventFootballRush,1-10-ORL 21 (9:58) 6 P. Lynch rush to ORL 21 for 0 yards Team Gained -11 Extra Yards (11 T. Beckett),,True,2,9,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,49,2302002-ORL-at-HOU,598,598,2398,9:58,2,3,Visitor,21,0,10,4,,,,0.0,6,12,1.0,10.0,20107,,,StatusOfficial,,,,,22605,2,0.0,Visitor,21.0,3.0,1.0,2:22,PUNT,,,,,,,,,,,,,,,,,,Team,4,,-11.0,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,123,1676773792.0,77392,2023-02-18 21:29:52.000000,EventFootballRush,2-21-ORL 10 (9:40) 28 K. Taylor rush to ORL 12 for 2 yards (11 T. Beckett),,True,2,9,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,50,2302002-ORL-at-HOU,580,580,2380,9:40,2,3,Visitor,10,0,10,4,,,,0.0,6,12,2.0,21.0,20107,,,StatusOfficial,,,,,21528,2,2.0,Visitor,21.0,2.0,-9.0,1:28, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,125,1676773805.0,77405,2023-02-18 21:30:05.000000,EventFootballPass,3-19-ORL 12 (9:28) 6 P. Lynch pass to 17 E. Rogers to ORL 27 for 15 yards (23 S. Davis),,True,2,9,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,51,2302002-ORL-at-HOU,568,568,2368,9:28,2,3,Visitor,12,0,10,4,,,,0.0,6,12,3.0,19.0,20368,,,StatusOfficial,ResultPassComplete,,,,,3,15.0,Visitor,21.0,3.0,6.0,1:47, ,22605,22708,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,127,1676773848.0,77448,2023-02-18 21:30:48.000000,EventFootballPenalty,"4-4-ORL 27 (8:51) PENALTY on 48 J. Blakely, 5 yards",,True,2,8,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,52,2302002-ORL-at-HOU,531,531,2331,8:51,2,3,Visitor,27,0,10,4,,,,0.0,6,12,4.0,4.0,,,,StatusOfficial,,,,,,,,Visitor,21.0,3.0,1.0,2:08, ,,,,,,,,,,,,4,20134,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,129,1676773879.0,77479,2023-02-18 21:31:19.000000,EventFootballPunt,4-9-ORL 22 (8:37) 19 J. Townsend punts 35 yards from ORL 22 to HOU 43. 30 W. Likely to ORL 42 for 15 yards (40 E. Thompson),,True,2,8,37,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,53,2302002-ORL-at-HOU,517,517,2317,8:37,2,3,Visitor,22,0,10,4,,,,0.0,6,12,4.0,9.0,40,,,StatusOfficial,ResultKickReturned,,Visitor,42.0,,,,Visitor,21.0,3.0,1.0,2:22,PUNT,,,,,,,21895,22601,35.0,,,,,,,,15.0,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,132,1676774124.0,77724,2023-02-18 21:35:24.000000,EventFootballRush,1-10-ORL 42 (8:20) 12 B. Silvers rush to ORL 41 for 1 yard (34 N. Coe),,True,2,8,20,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,54,2302002-ORL-at-HOU,500,500,2300,8:20,2,3,Visitor,42,0,11,2,,,,1.0,6,12,1.0,10.0,20308,,,StatusOfficial,,,,,21984,2,1.0,Visitor,42.0,1.0,1.0,0:29, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,134,1676774154.0,77754,2023-02-18 21:35:54.000000,EventFootballPass,2-9-ORL 41 (7:50) 12 B. Silvers pass to 6 T. Harris to ORL 35 for 6 yards (46 T. Scales),,True,2,7,50,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,55,2302002-ORL-at-HOU,470,470,2270,7:50,2,3,Visitor,41,0,11,2,,,,1.0,6,12,2.0,9.0,22319,,,StatusOfficial,ResultPassComplete,,,,,1,6.0,Visitor,42.0,2.0,7.0,1:00, ,21984,20642,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,136,1676774194.0,77794,2023-02-18 21:36:34.000000,EventFootballPass,"3-3-ORL 35 (7:10) 12 B. Silvers pass to 2 C. Byrd to ORL 27 for 8 yards (29 T. Washington, 40 E. Thompson)",,True,2,7,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,56,2302002-ORL-at-HOU,430,430,2230,7:10,2,3,Visitor,35,0,11,2,,,,1.0,6,12,3.0,3.0,22888,,,StatusOfficial,ResultPassComplete,,,,,2,8.0,Visitor,42.0,3.0,15.0,1:41, ,21984,20241,,,,21550,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,138,1676774232.0,77832,2023-02-18 21:37:12.000000,EventFootballPass,1-10-ORL 27 (6:33) 12 B. Silvers pass incomplete to 21 G. Owens,,True,2,6,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,57,2302002-ORL-at-HOU,393,393,2193,6:33,2,3,Visitor,27,0,11,2,,,,1.0,6,12,1.0,10.0,,,,StatusOfficial,ResultPassIncomplete,,,,,1,,Visitor,42.0,4.0,15.0,2:01, ,21984,21173,21121,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,140,1676774267.0,77867,2023-02-18 21:37:47.000000,EventFootballRush,"2-10-ORL 27 (6:04) 22 M. Borghi rush for 27 yards, TOUCHDOWN",,True,2,6,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,58,2302002-ORL-at-HOU,364,364,2164,6:04,2,3,Visitor,27,0,11,2,,,,1.0,6,12,2.0,10.0,,,,StatusOfficial,,,,,20149,2,27.0,Visitor,42.0,5.0,42.0,2:28,TD,,,,ScoreTypeTd,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,142,1676774313.0,77913,2023-02-18 21:38:33.000000,EventFootballPat1PtPass,14 C. McDonald 1-pt conversion pass to 6 T. Harris NO GOOD,,True,2,6,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,59,2302002-ORL-at-HOU,364,364,2164,6:04,2,3,Visitor,2,0,11,2,,,,1.0,6,18,,,,,,StatusOfficial,ResultPassIncomplete,,,,,3,,,,,,,,21982,20642,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,145,1676774395.0,77995,2023-02-18 21:39:55.000000,EventFootballKickoff,8 H. Duplessis kicks from HOU 30. 17 E. Rogers to ORL 24 for 12 yards,,True,2,5,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,60,2302002-ORL-at-HOU,359,359,2159,5:59,2,3,Home,30,0,13,4,,,,0.0,6,18,1.0,10.0,,21448,20801,StatusOfficial,ResultKickReturned,12.0,Visitor,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,147,1676774436.0,78036,2023-02-18 21:40:36.000000,EventFootballRush,1-10-ORL 24 (5:52) 30 J. Martin rush to ORL 22 for -2 yards (89 T. Ward),,True,2,5,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,61,2302002-ORL-at-HOU,352,352,2152,5:52,2,3,Visitor,24,0,13,4,,,,0.0,6,18,1.0,10.0,21628,,,StatusOfficial,,,,,20997,1,-2.0,Visitor,24.0,1.0,-2.0,0:23, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,149,1676774466.0,78066,2023-02-18 21:41:06.000000,EventFootballPass,2-12-ORL 22 (5:23) 6 P. Lynch pass to 14 C. Rambo to ORL 25 for 3 yards (52 E. Ellerbee),,True,2,5,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,62,2302002-ORL-at-HOU,323,323,2123,5:23,2,3,Visitor,22,0,13,4,,,,0.0,6,18,2.0,12.0,21857,,,StatusOfficial,ResultPassComplete,,,,,3,3.0,Visitor,24.0,2.0,1.0,1:01, ,22605,22018,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,151,1676774500.0,78100,2023-02-18 21:41:40.000000,EventFootballSack,3-9-ORL 25 (4:49) 6 P. Lynch sacked at ORL 20 for -5 yards (89 T. Ward),,True,2,4,49,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,63,2302002-ORL-at-HOU,289,289,2089,4:49,2,3,Visitor,25,0,13,4,,,,0.0,6,18,3.0,9.0,,,,StatusOfficial,,,,,,,-5.0,Visitor,24.0,3.0,-4.0,1:41, ,22605,,,,,,,,,21628,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,153,1676774536.0,78136,2023-02-18 21:42:16.000000,EventFootballPunt,4-14-ORL 20 (4:13) 19 J. Townsend punts 48 yards from ORL 20 to HOU 32. 30 W. Likely to HOU 38 for 6 yards (29 T. Washington),,True,2,4,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,64,2302002-ORL-at-HOU,253,253,2053,4:13,2,3,Visitor,20,0,13,4,,,,0.0,6,18,4.0,14.0,20675,,,StatusOfficial,ResultKickReturned,,Home,38.0,,,,Visitor,24.0,3.0,-4.0,1:51,PUNT,,,,,,,21895,22601,48.0,,,,,,,,6.0,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,394,1676774579.0,78179,2023-02-18 21:42:59.000000,EventFootballPass,1-10-HOU 38 (4:07) 12 B. Silvers pass to 13 J. Kirklin to ORL 44 for 18 yards (20 B. Buchanan),,True,2,4,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,65,2302002-ORL-at-HOU,247,247,2047,4:07,2,3,Home,38,0,14,2,,,,1.0,6,18,1.0,10.0,20221,,,StatusOfficial,ResultPassComplete,,,,,4,18.0,Home,38.0,6.0,44.0,2:21,FG,21984,20896,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,406,1676774879.0,78479,2023-02-18 21:47:59.000000,EventFootballPass,1-10-ORL 44 (2:00) 12 B. Silvers pass to 13 J. Kirklin to ORL 10 for 34 yards,,True,2,2,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,66,2302002-ORL-at-HOU,120,120,1920,2:00,2,3,Visitor,44,0,14,2,,,,1.0,6,18,1.0,10.0,,,,StatusOfficial,ResultPassComplete,,,,,3,34.0,Home,38.0,6.0,47.0,2:21,FG,21984,20896,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,204,1676774921.0,78521,2023-02-18 21:48:41.000000,EventFootballRush,1-10-ORL 15 (2:00) 34 D. Lee rush to ORL 11 for 4 yards,,True,2,2,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,67,2302002-ORL-at-HOU,120,120,1920,2:00,2,3,Visitor,15,0,14,2,,,,1.0,6,18,1.0,10.0,,,,StatusOfficial,,,,,20940,2,4.0,Home,38.0,6.0,44.0,2:21,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,398,1676774940.0,78540,2023-02-18 21:49:00.000000,EventFootballPass,2-6-ORL 11 (1:56) 12 B. Silvers pass incomplete to 6 T. Harris,,True,2,1,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,68,2302002-ORL-at-HOU,116,116,1916,1:56,2,3,Visitor,11,0,14,2,,,,1.0,6,18,2.0,6.0,,,,StatusOfficial,ResultPassIncomplete,,,,,3,,Home,38.0,6.0,44.0,2:21,FG,21984,20642,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,408,1676774994.0,78594,2023-02-18 21:49:54.000000,EventFootballPass,3-6-ORL 11 (1:56) 12 B. Silvers pass to 1 D. Burnett to ORL 12 for -1 yards (21 S. Wiggins),,True,2,1,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,69,2302002-ORL-at-HOU,116,116,1916,1:56,2,3,Visitor,11,0,14,2,,,,1.0,6,18,3.0,6.0,21664,,,StatusOfficial,ResultPassComplete,,,,,3,-1.0,Home,38.0,6.0,47.0,2:21,FG,21984,20229,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,404,1676775002.0,78602,2023-02-18 21:50:02.000000,EventFootballFg,4-10-ORL 15 (1:52) 8 H. Duplessis 33 yard field goal is GOOD,,True,2,1,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,70,2302002-ORL-at-HOU,112,112,1912,1:52,2,3,Visitor,15,0,14,2,,,,1.0,6,18,4.0,10.0,,20424,,StatusOfficial,ResultKickMade,,,,,,33.0,Home,38.0,6.0,47.0,2:21,FG,,,,ScoreTypeFg,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,403,1676775088.0,78688,2023-02-18 21:51:28.000000,EventFootballKickoff,8 H. Duplessis kicks from HOU 30. 17 E. Rogers to ORL 23 for 15 yards,,True,2,1,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,71,2302002-ORL-at-HOU,112,112,1912,1:52,2,3,Home,30,0,16,4,,,,0.0,6,21,,,,21448,20801,StatusOfficial,ResultKickReturned,15.0,Visitor,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,182,1676775097.0,78697,2023-02-18 21:51:37.000000,EventFootballSack,1-10-ORL 23 (1:04) 6 P. Lynch sacked at ORL 15 for -8 yards (33 T. Harris),,True,2,1,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,72,2302002-ORL-at-HOU,64,64,1864,1:04,2,3,Visitor,23,0,16,4,,,,0.0,6,21,1.0,10.0,,,,StatusOfficial,,,,,,,-8.0,Visitor,23.0,1.0,-8.0,0:23, ,22605,,,,,,,,,22857,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,186,1676775113.0,78713,2023-02-18 21:51:53.000000,EventFootballRush,2-18-ORL 15 (0:47) 30 J. Martin rush to ORL 18 for 3 yards (52 E. Ellerbee),,True,2,0,47,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,73,2302002-ORL-at-HOU,47,47,1847,0:47,2,3,Visitor,15,0,16,4,,,,0.0,6,21,2.0,18.0,21857,,,StatusOfficial,,,,,20997,2,3.0,Visitor,23.0,2.0,-5.0,0:39, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,188,1676775147.0,78747,2023-02-18 21:52:27.000000,EventFootballRush,3-15-ORL 18 (0:37) 30 J. Martin rush to ORL 17 for -1 yards,,True,2,0,37,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,74,2302002-ORL-at-HOU,37,37,1837,0:37,2,3,Visitor,18,0,16,4,,,,0.0,6,21,3.0,15.0,,,,StatusOfficial,,,,,20997,2,-1.0,Visitor,23.0,3.0,-6.0,0:39, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,190,1676775163.0,78763,2023-02-18 21:52:43.000000,EventFootballTimeout,Timeout by Houston Roughnecks at 0:37,,True,2,0,37,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,75,2302002-ORL-at-HOU,37,37,1837,0:37,2,3,Visitor,17,0,16,4,,,,0.0,6,21,4.0,16.0,,,,StatusOfficial,,,,,,,,Visitor,23.0,3.0,-6.0,0:39, ,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
