season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,VisScore,HomeScore,MapRoleTackler1,MapRoleTackler2,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,down,ydstogo,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRoleRusher,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRolePassDefender,FootballMainScoringPlay,FootballConvAttPts,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballTimeoutTeamId,MapRoleSacker1,MapRoleSacker2,MapRoleQbHitter,FootballZone,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleInterceptor,FootballMiscScore_MiscScoreType,FootballMiscScore_TeamId,FootballMiscScore_PlayerId,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,77,1679959975.0,70375,2023-03-27 23:32:55.000000,EventFootballPass,3-16-HOU 16 (1:40) 10 J. Ta'amu pass incomplete to 8 J. Ferguson Pass Defended by 0 K. Vincent,,True,1,1,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,33,2302024-HOU-at-DC,100,1000,2800,1:40,8,,,,1.0,3,3,3,3,Visitor,16,4,16,8,0,,,,,StatusOfficial,ResultPassIncomplete,,,,22296,20474,3.0,16.0,,Home,32.0,7.0,52.0,3:30, ,,,,,,21609,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,79,1679960013.0,70413,2023-03-27 23:33:33.000000,EventFootballFg,4-16-HOU 16 (1:18) 34 M. McCrane 34 yard field goal is GOOD,,True,1,1,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,34,2302024-HOU-at-DC,78,978,2778,1:18,8,,,,1.0,3,3,3,3,Visitor,16,4,16,8,0,,,21028,,StatusOfficial,ResultKickMade,,,,,,4.0,16.0,34.0,Home,32.0,8.0,52.0,3:50,FG,,,,,,,ScoreTypeFg,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,81,1679960086.0,70486,2023-03-27 23:34:46.000000,EventFootballKickoff,FROM DC 30 (1:16) 34 M. McCrane kicks from DC 30. 20 D. Lee to HOU 26 for 25 yards (38 N. Rouse),,True,1,1,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,35,2302024-HOU-at-DC,76,976,2776,1:16,2,,,,0.0,3,3,3,3,Home,30,5,30,8,3,21350,,34,20189,StatusOfficial,ResultKickReturned,25.0,Visitor,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,86,1679960134.0,70534,2023-03-27 23:35:34.000000,EventFootballRush,"1-10-HOU 26 (1:05) 22 M. Borghi rush to HOU 28 for 2 yards (20 J. Brooks, 43 F. Bernard)",,True,1,1,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,36,2302024-HOU-at-DC,65,965,2765,1:05,2,,,,0.0,3,3,3,3,Visitor,26,5,74,8,3,20189,22329,,,StatusOfficial,,,,,,,1.0,10.0,2.0,Visitor,26.0,1.0,2.0,0:28, ,20149,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,85,1679960171.0,70571,2023-03-27 23:36:11.000000,EventFootballPass,2-8-HOU 28 (0:27) 12 B. Silvers pass to 22 M. Borghi to HOU 29 for 1 yard (43 F. Bernard),,True,1,0,27,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,37,2302024-HOU-at-DC,27,927,2727,0:27,2,,,,0.0,3,3,3,3,Visitor,28,5,72,8,3,22329,,,,StatusOfficial,ResultPassComplete,,,,21984,20149,2.0,8.0,1.0,Visitor,26.0,2.0,3.0,1:09, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,88,1679960445.0,70845,2023-03-27 23:40:45.000000,EventFootballPenalty,"3-7-HOU 29 (14:54) PENALTY on (DC) 15 M. Joseph, 5 yards",,True,2,14,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,38,2302024-HOU-at-DC,894,894,2694,14:54,2,,,,0.0,3,3,3,3,Visitor,29,5,71,8,3,,,,,StatusOfficial,,,,,,,3.0,7.0,,Visitor,26.0,2.0,8.0,1:39, ,,,,,,,,,8,22862,5.0,ResultPenaltyAuto1Stdown,NA,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,97,1679960472.0,70872,2023-03-27 23:41:12.000000,EventFootballRush,"1-10-HOU 34 (14:30) 22 M. Borghi rush to HOU 36 for 2 yards (48 A. Mintze, 15 M. Joseph)",,True,2,14,30,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,39,2302024-HOU-at-DC,870,870,2670,14:30,2,,,,0.0,3,3,3,3,Visitor,34,5,66,8,3,21080,22862,,,StatusOfficial,,,,,,,1.0,10.0,2.0,Visitor,26.0,3.0,10.0,2:09, ,20149,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,92,1679960507.0,70907,2023-03-27 23:41:47.000000,EventFootballPass,2-8-HOU 36 (13:56) 12 B. Silvers pass incomplete to 2 C. Byrd,,True,2,13,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,40,2302024-HOU-at-DC,836,836,2636,13:56,2,,,,0.0,3,3,3,3,Visitor,36,5,64,8,3,,,,,StatusOfficial,ResultPassIncomplete,,,,21984,20241,2.0,8.0,,Visitor,26.0,4.0,10.0,2:22, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,94,1679960545.0,70945,2023-03-27 23:42:25.000000,EventFootballPass,3-8-HOU 36 (13:26) 12 B. Silvers pass incomplete to 1 D. Burnett,,True,2,13,26,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,41,2302024-HOU-at-DC,806,806,2606,13:26,2,,,,0.0,3,3,3,3,Visitor,36,5,64,8,3,,,,,StatusOfficial,ResultPassIncomplete,,,,21984,20229,3.0,8.0,,Visitor,26.0,5.0,10.0,2:52, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,96,1679960585.0,70985,2023-03-27 23:43:05.000000,EventFootballPunt,4-8-HOU 36 (12:54) 46 R. Porter punts 49 yards from HOU 36 to DC 15. 12 J. Ezzard to DC 34 for 19 yards (21 G. Owens),,True,2,12,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,42,2302024-HOU-at-DC,774,774,2574,12:54,2,,,,0.0,3,3,3,3,Visitor,36,5,64,8,3,22892,,,,StatusOfficial,ResultKickReturned,,Home,34.0,,,4.0,8.0,,Visitor,26.0,5.0,10.0,3:24,PUNT,,21248,21933,49.0,19.0,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,99,1679960753.0,71153,2023-03-27 23:45:53.000000,EventFootballRush,1-10-DC 34 (12:50) 23 R. Armstead rush to DC 35 for 1 yard (97 G. Logan),,True,2,12,50,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,43,2302024-HOU-at-DC,770,770,2570,12:50,8,,,,1.0,3,3,3,3,Home,34,6,66,8,3,21946,,,,StatusOfficial,,,,,,,1.0,10.0,1.0,Home,34.0,1.0,1.0,0:16, ,20053,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,101,1679960785.0,71185,2023-03-27 23:46:25.000000,EventFootballPass,"2-9-DC 35 (12:18) 10 J. Ta'amu pass to 0 J. Hammond to Midfield for 15 yards (52 E. Ellerbee, 29 A. Hendy)",,True,2,12,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,44,2302024-HOU-at-DC,738,738,2538,12:18,8,,,,1.0,3,3,3,3,Home,35,6,65,8,3,21857,20675,,,StatusOfficial,ResultPassComplete,,,,22296,20618,2.0,9.0,15.0,Home,34.0,2.0,16.0,0:54, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,103,1679960817.0,71217,2023-03-27 23:46:57.000000,EventFootballPass,1-10-Midfield (11:46) 10 J. Ta'amu pass to 0 J. Hammond to HOU 36 for 14 yards (29 A. Hendy),,True,2,11,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,45,2302024-HOU-at-DC,706,706,2506,11:46,8,,,,1.0,3,3,3,3,Home,50,6,50,8,3,20675,,,,StatusOfficial,ResultPassComplete,,,,22296,20618,1.0,10.0,14.0,Home,34.0,3.0,30.0,1:23, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,105,1679960840.0,71240,2023-03-27 23:47:20.000000,EventFootballRush,"1-10-HOU 36 (11:23) 23 R. Armstead rush to HOU 34 for 2 yards (33 T. Harris, 52 E. Ellerbee)",,True,2,11,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,46,2302024-HOU-at-DC,683,683,2483,11:23,8,,,,1.0,3,3,3,3,Visitor,36,6,36,8,3,22857,21857,,,StatusOfficial,,,,,,,1.0,10.0,2.0,Home,34.0,4.0,32.0,1:45, ,20053,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,107,1679960861.0,71261,2023-03-27 23:47:41.000000,EventFootballPass,2-8-HOU 34 (11:02) 10 J. Ta'amu pass to 12 J. Ezzard to HOU 34 for 0 yards (4 W. Likely),,True,2,11,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,47,2302024-HOU-at-DC,662,662,2462,11:02,8,,,,1.0,3,3,3,3,Visitor,34,6,34,8,3,22601,,,,StatusOfficial,ResultPassComplete,,,,22296,21933,2.0,8.0,0.0,Home,34.0,5.0,32.0,2:12, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,109,1679960896.0,71296,2023-03-27 23:48:16.000000,EventFootballPass,3-8-HOU 34 (10:28) 10 J. Ta'amu pass incomplete to 1 C. Blair,,True,2,10,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,48,2302024-HOU-at-DC,628,628,2428,10:28,8,,,,1.0,3,3,3,3,Visitor,34,6,34,8,3,,,,,StatusOfficial,ResultPassIncomplete,,,,22296,20133,3.0,8.0,,Home,34.0,6.0,32.0,2:26, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,111,1679960950.0,71350,2023-03-27 23:49:10.000000,EventFootballPenalty,"4-8-HOU 34 (10:01) PENALTY on (HOU) 4 W. Likely, 5 yards",,True,2,10,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,49,2302024-HOU-at-DC,601,601,2401,10:01,8,,,,1.0,3,3,3,3,Visitor,34,6,34,8,3,,,,,StatusOfficial,,,,,,,4.0,8.0,,Home,34.0,6.0,37.0,2:53, ,,,,,,,,,2,22601,5.0,ResultPenaltyAuto1Stdown,NA,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,113,1679960998.0,71398,2023-03-27 23:49:58.000000,EventFootballTimeout,1-10-HOU 29 (9:46) Timeout by Houston Roughnecks at 9:46,,True,2,9,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,50,2302024-HOU-at-DC,586,586,2386,9:46,8,,,,1.0,3,3,3,3,Visitor,29,6,29,8,3,,,,,StatusOfficial,,,,,,,1.0,10.0,,Home,34.0,6.0,37.0,3:08, ,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,115,1679961091.0,71491,2023-03-27 23:51:31.000000,EventFootballTimeout,1-10-HOU 29 (9:46) Timeout by D.C. Defenders at 9:46,,True,2,9,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,51,2302024-HOU-at-DC,586,586,2386,9:46,8,,,,1.0,2,3,3,3,Visitor,29,6,29,8,3,,,,,StatusOfficial,,,,,,,1.0,10.0,,Home,34.0,6.0,37.0,3:08, ,,,,,,,,,,,,,,8,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,117,1679961167.0,71567,2023-03-27 23:52:47.000000,EventFootballRush,1-10-HOU 29 (9:40) 23 R. Armstead rush to HOU 23 for 6 yards (52 E. Ellerbee),,True,2,9,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,52,2302024-HOU-at-DC,580,580,2380,9:40,8,,,,1.0,2,2,2,2,Visitor,29,6,29,8,3,21857,,,,StatusOfficial,,,,,,,1.0,10.0,6.0,Home,34.0,7.0,43.0,3:23, ,20053,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,120,1679961201.0,71601,2023-03-27 23:53:21.000000,EventFootballPass,2-5-HOU 23 (9:17) 3 D. King pass to 23 R. Armstead to HOU 19 for 4 yards (52 E. Ellerbee),,True,2,9,17,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,53,2302024-HOU-at-DC,557,557,2357,9:17,8,,,,1.0,2,2,2,2,Visitor,23,6,23,8,3,21857,,,,StatusOfficial,ResultPassComplete,,,,21981,20053,2.0,5.0,4.0,Home,34.0,8.0,47.0,4:09, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,125,1679961250.0,71650,2023-03-27 23:54:10.000000,EventFootballRush,"3-1-HOU 19 (8:37) 23 R. Armstead rush to HOU 19 for 0 yards (99 T. Mason, 45 J. Daka)",,True,2,8,37,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,54,2302024-HOU-at-DC,517,517,2317,8:37,8,,,,1.0,2,2,2,2,Visitor,19,6,19,8,3,21004,20350,,,StatusOfficial,,,,,,,3.0,1.0,0.0,Home,34.0,9.0,47.0,4:26, ,20053,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,124,1679961275.0,71675,2023-03-27 23:54:35.000000,EventFootballFg,4-1-HOU 19 (8:15) 34 M. McCrane 37 yard field goal is NO GOOD,,True,2,8,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,55,2302024-HOU-at-DC,495,495,2295,8:15,8,,,,1.0,2,2,2,2,Visitor,19,6,19,8,3,,,21028,,StatusOfficial,ResultKickMissed,,,,,,4.0,1.0,37.0,Home,34.0,10.0,47.0,4:39,MISSED FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,127,1679961497.0,71897,2023-03-27 23:58:17.000000,EventFootballPass,1-10-HOU 27 (8:11) 12 B. Silvers pass incomplete to 10 J. Smith,,True,2,8,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,56,2302024-HOU-at-DC,491,491,2291,8:11,2,,,,0.0,2,2,2,2,Visitor,27,7,73,8,3,,,,,StatusOfficial,ResultPassIncomplete,,,,21984,21441,1.0,10.0,,Visitor,27.0,1.0,,0:04, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,129,1679961528.0,71928,2023-03-27 23:58:48.000000,EventFootballPass,2-10-HOU 27 (7:44) 12 B. Silvers pass to 6 T. Harris to HOU 35 for 8 yards (26 D. Neal),,True,2,7,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,57,2302024-HOU-at-DC,464,464,2264,7:44,2,,,,0.0,2,2,2,2,Visitor,27,7,73,8,3,21133,,,,StatusOfficial,ResultPassComplete,,,,21984,20642,2.0,10.0,8.0,Visitor,27.0,2.0,8.0,0:48, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,131,1679961566.0,71966,2023-03-27 23:59:26.000000,EventFootballPass,3-2-HOU 35 (7:08) 14 C. McDonald pass incomplete to 22 M. Borghi,,True,2,7,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,58,2302024-HOU-at-DC,428,428,2228,7:08,2,,,,0.0,2,2,2,2,Visitor,35,7,65,8,3,,,,,StatusOfficial,ResultPassIncomplete,,,,21982,20149,3.0,2.0,,Visitor,27.0,3.0,8.0,1:07, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,136,1679961601.0,72001,2023-03-28 00:00:01.000000,EventFootballPunt,4-2-HOU 35 (6:39) 46 R. Porter punts 37 yards from HOU 35 to DC 28. 12 J. Ezzard to DC 39 for 11 yards (26 B. Alleyne),,True,2,6,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,59,2302024-HOU-at-DC,399,399,2199,6:39,2,,,,0.0,2,2,2,2,Visitor,35,7,65,8,3,21133,,,,StatusOfficial,ResultKickReturned,,Home,39.0,,,4.0,2.0,,Visitor,27.0,3.0,8.0,1:36,PUNT,,21248,21933,37.0,11.0,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,135,1679961660.0,72060,2023-03-28 00:01:00.000000,EventFootballRush,1-10-DC 39 (6:24) 4 A. Smith rush to DC 44 for 5 yards (0 K. Vincent),,True,2,6,24,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,60,2302024-HOU-at-DC,384,384,2184,6:24,8,,,,1.0,2,2,2,2,Home,39,8,61,8,3,21609,,,,StatusOfficial,,,,,,,1.0,10.0,5.0,Home,39.0,1.0,5.0,0:18, ,21427,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,138,1679961681.0,72081,2023-03-28 00:01:21.000000,EventFootballPass,2-5-DC 44 (6:06) 10 J. Ta'amu pass dropped by 0 J. Hammond,,True,2,6,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,61,2302024-HOU-at-DC,366,366,2166,6:06,8,,,,1.0,2,2,2,2,Home,44,8,56,8,3,,,,,StatusOfficial,ResultPassDropped,,,,22296,20618,2.0,5.0,,Home,39.0,2.0,5.0,0:31, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,140,1679961711.0,72111,2023-03-28 00:01:51.000000,EventFootballPass,3-5-DC 44 (5:39) 10 J. Ta'amu pass to 82 E. Wolf to HOU 49 for 7 yards (25 J. Brannon),,True,2,5,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,62,2302024-HOU-at-DC,339,339,2139,5:39,8,,,,1.0,2,2,2,2,Home,44,8,56,8,3,21848,,,,StatusOfficial,ResultPassComplete,,,,22296,21711,3.0,5.0,7.0,Home,39.0,3.0,12.0,1:20, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,142,1679961744.0,72144,2023-03-28 00:02:24.000000,EventFootballPass,1-10-HOU 49 (5:05) 10 J. Ta'amu pass to 11 L. Jackson to HOU 32 for 17 yards (4 W. Likely),,True,2,5,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,63,2302024-HOU-at-DC,305,305,2105,5:05,8,,,,1.0,2,2,2,2,Visitor,49,8,49,8,3,22601,,,,StatusOfficial,ResultPassComplete,,,,22296,20766,1.0,10.0,17.0,Home,39.0,4.0,29.0,1:57, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,144,1679961778.0,72178,2023-03-28 00:02:58.000000,EventFootballRush,1-10-HOU 32 (4:31) 4 A. Smith rush to HOU 32 for 0 yards (96 J. Heflin),,True,2,4,31,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,64,2302024-HOU-at-DC,271,271,2071,4:31,8,,,,1.0,2,2,2,2,Visitor,32,8,32,8,3,22875,,,,StatusOfficial,,,,,,,1.0,10.0,0.0,Home,39.0,5.0,29.0,2:17, ,21427,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,147,1679961814.0,72214,2023-03-28 00:03:34.000000,EventFootballPass,2-10-HOU 32 (4:00) 10 J. Ta'amu pass to 11 L. Jackson to HOU 15 for 17 yards,,True,2,4,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,65,2302024-HOU-at-DC,240,240,2040,4:00,8,,,,1.0,2,2,2,2,Visitor,32,8,32,8,3,,,,,StatusOfficial,ResultPassComplete,,,,22296,20766,2.0,10.0,17.0,Home,39.0,6.0,46.0,2:45, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,149,1679961931.0,72331,2023-03-28 00:05:31.000000,EventFootballPass,1-10-HOU 15 (3:20) 10 J. Ta'amu pass to 82 E. Wolf to HOU 4 for 11 yards (29 A. Hendy),,True,2,3,20,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,66,2302024-HOU-at-DC,200,200,2000,3:20,8,,,,1.0,2,2,2,2,Visitor,15,8,15,8,3,20675,,,,StatusOfficial,ResultPassComplete,,,,22296,21711,1.0,10.0,11.0,Home,39.0,7.0,57.0,3:26, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,151,1679961966.0,72366,2023-03-28 00:06:06.000000,EventFootballPass,1-4-HOU 4 (2:46) 10 J. Ta'amu pass incomplete to 1 C. Blair Pass Defended by 3 A. Harris,,True,2,2,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,67,2302024-HOU-at-DC,166,166,1966,2:46,8,,,,1.0,2,2,2,2,Visitor,4,8,4,8,3,,,,,StatusOfficial,ResultPassIncomplete,,,,22296,20133,1.0,4.0,,Home,39.0,8.0,57.0,3:49, ,,,,,,20633,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,HOU,2,DC,8,outdoors,153,1679962005.0,72405,2023-03-28 00:06:45.000000,EventFootballPass,2-4-HOU 4 (2:12) 10 J. Ta'amu pass to 4 A. Smith to HOU 1 for 3 yards (29 A. Hendy),,True,2,2,12,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_27_HOU@DC,,QBStat,68,2302024-HOU-at-DC,132,132,1932,2:12,8,,,,1.0,2,2,2,2,Visitor,4,8,4,8,3,20675,,,,StatusOfficial,ResultPassComplete,,,,22296,21427,2.0,4.0,3.0,Home,39.0,9.0,60.0,4:33, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
