season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRolePasser,MapRoleReceiver,MapRoleTackler1,MapRoleTackler2,down,ydstogo,FootballStatus,FootballPlayResult,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRoleRusher,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePassDefender,FootballMainScoringPlay,FootballConvAttPts,MapRoleSacker1,FootballTimeoutTeamId,MapRoleKicker,MapRoleKickreturner,FootballKickRetYards,MapRoleSacker2,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,FootballMiscScore_MiscScoreType,FootballMiscScore_TeamId,FootballMiscScore_PlayerId,MapRoleInterceptor,FootballZone,MapRoleQbHitter,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,73,1681083046.0,70246,2023-04-09 23:30:46.000000,EventFootballPass,4-10-SEA 39 (2:23) 3 D. King pass incomplete to 16 B. Smith,,True,1,2,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,32,2302032-DC-at-SEA,143,1043,2843,2:23,8,,,0.0,DC,SEA,0.0,3,3,3.0,3.0,Home,39,5,39.0,0,8,0,21981,22889,,,4.0,10.0,StatusOfficial,ResultPassIncomplete,,Visitor,35.0,10.0,26.0,4:39,DOWNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,75,1681083100.0,70300,2023-04-09 23:31:40.000000,EventFootballPass,1-10-SEA 39 (2:17) 6 B. DiNucci pass incomplete to 4 J. Green,,True,1,2,17,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,33,2302032-DC-at-SEA,137,1037,2837,2:17,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Home,39,6,61.0,0,8,0,21979,22035,,,1.0,10.0,StatusOfficial,ResultPassIncomplete,,Home,39.0,1.0,,0:06, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,77,1681083135.0,70335,2023-04-09 23:32:15.000000,EventFootballPass,2-10-SEA 39 (1:48) 6 B. DiNucci pass to 3 J. Pearson to SEA 44 for 5 yards (15 M. Joseph),,True,1,1,48,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,34,2302032-DC-at-SEA,108,1008,2808,1:48,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Home,39,6,61.0,0,8,0,21979,21203,22862,,2.0,10.0,StatusOfficial,ResultPassComplete,5.0,Home,39.0,2.0,5.0,0:54, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,80,1681083197.0,70397,2023-04-09 23:33:17.000000,EventFootballPenalty,"3-5-SEA 44 (1:04) PENALTY on (DC) 22 T. Fuller, 16 yards",,True,1,1,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,35,2302032-DC-at-SEA,64,964,2764,1:04,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Home,44,6,56.0,0,8,0,,,,,3.0,5.0,StatusOfficial,,,Home,39.0,2.0,21.0,1:32, ,,8,21751,16.0,ResultPenaltyAuto1Stdown,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,82,1681083231.0,70431,2023-04-09 23:33:51.000000,EventFootballPass,1-10-DC 40 (0:38) 6 B. DiNucci pass to 15 D. Willis to DC 34 for 6 yards (26 D. Neal),,True,1,0,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,36,2302032-DC-at-SEA,38,938,2738,0:38,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,40,6,40.0,0,8,0,21979,21695,21133,,1.0,10.0,StatusOfficial,ResultPassComplete,6.0,Home,39.0,3.0,27.0,1:57, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,570,1681083266.0,70466,2023-04-09 23:34:26.000000,EventFootballRush,"2-4-DC 34 (0:03) 30 P. Lindsay rush to DC 27 for 7 yards (57 A. Hines, 43 F. Bernard)",,True,1,0,3,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,37,2302032-DC-at-SEA,3,903,2703,0:03,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,34,6,34.0,0,8,0,,,20699,22329,2.0,4.0,StatusOfficial,,7.0,Home,39.0,4.0,34.0,2:22, ,22901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,86,1681083495.0,70695,2023-04-09 23:38:15.000000,EventFootballRush,1-10-DC 27 (14:54) 19 T. Hammonds rush to DC 20 for 7 yards (43 F. Bernard),,True,2,14,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,38,2302032-DC-at-SEA,894,894,2694,14:54,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,27,6,27.0,0,8,0,,,22329,,1.0,10.0,StatusOfficial,,7.0,Home,39.0,5.0,41.0,2:39, ,20620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,88,1681083528.0,70728,2023-04-09 23:38:48.000000,EventFootballPass,2-3-DC 20 (14:21) 6 B. DiNucci pass to 19 T. Hammonds to DC 19 for 1 yard (38 N. Rouse),,True,2,14,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,39,2302032-DC-at-SEA,861,861,2661,14:21,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,20,6,20.0,0,8,0,21979,20620,21350,,2.0,3.0,StatusOfficial,ResultPassComplete,1.0,Home,39.0,6.0,42.0,3:19, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,91,1681083574.0,70774,2023-04-09 23:39:34.000000,EventFootballPass,3-2-DC 19 (13:35) 6 B. DiNucci pass incomplete to 3 J. Pearson Pass Defended by 15 M. Joseph,,True,2,13,35,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,40,2302032-DC-at-SEA,815,815,2615,13:35,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,19,6,19.0,0,8,0,21979,21203,,,3.0,2.0,StatusOfficial,ResultPassIncomplete,,Home,39.0,7.0,42.0,3:55, ,,,,,,,,,,,,,22862,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,93,1681083722.0,70922,2023-04-09 23:42:02.000000,EventFootballTimeout,4-2-DC 19 (13:18) Timeout by Seattle Sea Dragons at 13:18,,True,2,13,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,41,2302032-DC-at-SEA,798,798,2598,13:18,6,,,1.0,SEA,DC,0.0,3,3,3.0,3.0,Visitor,19,6,19.0,0,8,0,,,,,4.0,2.0,StatusOfficial,,,Home,39.0,7.0,42.0,4:04, ,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,95,1681083769.0,70969,2023-04-09 23:42:49.000000,EventFootballRush,4-2-DC 19 (13:12) 6 B. DiNucci rush to DC 14 for 5 yards (57 A. Hines),,True,2,13,12,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,42,2302032-DC-at-SEA,792,792,2592,13:12,6,,,1.0,SEA,DC,0.0,3,2,2.0,2.0,Visitor,19,6,19.0,0,8,0,,,20699,,4.0,2.0,StatusOfficial,,5.0,Home,39.0,8.0,47.0,4:24, ,21979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,97,1681083809.0,71009,2023-04-09 23:43:29.000000,EventFootballRush,1-10-DC 14 (12:32) 30 P. Lindsay rush to DC 6 for 8 yards (57 A. Hines),,True,2,12,32,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,43,2302032-DC-at-SEA,752,752,2552,12:32,6,,,1.0,SEA,DC,0.0,3,2,2.0,2.0,Visitor,14,6,14.0,0,8,0,,,20699,,1.0,10.0,StatusOfficial,,8.0,Home,39.0,9.0,55.0,5:07, ,22901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,99,1681083847.0,71047,2023-04-09 23:44:07.000000,EventFootballRush,"2-2-DC 6 (11:54) 6 B. DiNucci rush to DC 3 for 3 yards (99 J. Wallace, 95 J. Owens)",,True,2,11,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,44,2302032-DC-at-SEA,714,714,2514,11:54,6,,,1.0,SEA,DC,0.0,3,2,2.0,2.0,Visitor,6,6,6.0,0,8,0,,,21623,21174,2.0,2.0,StatusOfficial,,3.0,Home,39.0,10.0,58.0,5:43, ,21979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,101,1681083888.0,71088,2023-04-09 23:44:48.000000,EventFootballRush,"1-3-DC 3 (11:13) 30 P. Lindsay rush to DC 2 for 1 yard (39 S. Ramirez, 96 J. Panasiuk)",,True,2,11,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,45,2302032-DC-at-SEA,673,673,2473,11:13,6,,,1.0,SEA,DC,0.0,3,2,2.0,2.0,Visitor,3,6,3.0,0,8,0,,,21278,21182,1.0,3.0,StatusOfficial,,1.0,Home,39.0,11.0,59.0,6:21, ,22901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,103,1681083926.0,71126,2023-04-09 23:45:26.000000,EventFootballRush,"2-2-DC 2 (10:35) 30 P. Lindsay rush for 2 yards, TOUCHDOWN",,True,2,10,35,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,46,2302032-DC-at-SEA,635,635,2435,10:35,6,,,1.0,SEA,DC,0.0,3,2,2.0,2.0,Visitor,2,6,2.0,0,8,0,,,,,2.0,2.0,StatusOfficial,,2.0,Home,39.0,12.0,61.0,6:47,TD,22901,,,,,,,,,,,,,ScoreTypeTd,,,,,,,,,,,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,105,1681084023.0,71223,2023-04-09 23:47:03.000000,EventFootballPenalty,"FROM DC 10 (10:35) PENALTY on (DC) 39 S. Ramirez, 9 yards",,True,2,10,35,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,47,2302032-DC-at-SEA,635,635,2435,10:35,6,,,1.0,SEA,DC,0.0,3,2,2.0,2.0,Visitor,10,6,10.0,0,8,6,,,,,,,StatusOfficial,,,Home,39.0,12.0,60.0,6:47,TD,,8,21278,9.0,ResultPenaltyOnkickoffpat,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,107,1681084041.0,71241,2023-04-09 23:47:21.000000,EventFootballPat3PtRush,1-1-DC 1 (10:35) 23 D. Bradwell 3-pt conversion rush attempt NO GOOD,,True,2,10,35,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,48,2302032-DC-at-SEA,635,635,2435,10:35,6,,,1.0,SEA,DC,0.0,3,2,2.0,2.0,Visitor,1,6,1.0,0,8,6,,,,,1.0,1.0,StatusOfficial,,0.0,,,,,,,21917,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,109,1681084300.0,71500,2023-04-09 23:51:40.000000,EventFootballKickoff,FROM SEA 30 (10:35) 11 D. Eberle kicks from SEA 30. 16 B. Smith to DC 41 for 37 yards (22 S. Finch),,True,2,10,35,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,49,2302032-DC-at-SEA,635,635,2435,10:35,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,30,7,30.0,0,8,6,,,20478,,,,StatusOfficial,ResultKickReturned,,,,,,,,,,,,,,,,,,Visitor,41.0,,,,,,22874,22889,37.0,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,112,1681084372.0,71572,2023-04-09 23:52:52.000000,EventFootballPenalty,"1-10-DC 41 (10:20) PENALTY on (SEA) 48 S. Miller, 5 yards",,True,2,10,20,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,50,2302032-DC-at-SEA,620,620,2420,10:20,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Visitor,41,7,59.0,0,8,6,,,,,1.0,10.0,StatusOfficial,,,Visitor,41.0,,5.0,0:33, ,,6,22630,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,114,1681084418.0,71618,2023-04-09 23:53:38.000000,EventFootballPenalty,"1-5-DC 46 (10:02) PENALTY on (DC) 62 A. Garcia, 5 yards",,True,2,10,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,51,2302032-DC-at-SEA,602,602,2402,10:02,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Visitor,46,7,54.0,0,8,6,,,,,1.0,5.0,StatusOfficial,,,Visitor,41.0,,,0:33, ,,8,20537,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,116,1681084452.0,71652,2023-04-09 23:54:12.000000,EventFootballPass,1-10-DC 41 (9:42) 10 J. Ta'amu pass to 82 E. Wolf to SEA 49 for 10 yards (33 A. Holder),,True,2,9,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,52,2302032-DC-at-SEA,582,582,2382,9:42,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Visitor,41,7,59.0,0,8,6,22296,21711,22552,,1.0,10.0,StatusOfficial,ResultPassComplete,10.0,Visitor,41.0,1.0,10.0,1:08, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,118,1681084479.0,71679,2023-04-09 23:54:39.000000,EventFootballPass,"1-10-SEA 49 (9:15) 10 J. Ta'amu pass to 0 J. Hammond to SEA 43 for 6 yards (1 B. Thompson, 33 A. Holder)",,True,2,9,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,53,2302032-DC-at-SEA,555,555,2355,9:15,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,49,7,49.0,0,8,6,22296,20618,22377,22552,1.0,10.0,StatusOfficial,ResultPassComplete,6.0,Visitor,41.0,2.0,16.0,1:35, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,120,1681084509.0,71709,2023-04-09 23:55:09.000000,EventFootballRush,"2-4-SEA 43 (8:45) 4 A. Smith rush to SEA 43 for 0 yards (8 T. Walker, 53 T. Adams)",,True,2,8,45,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,54,2302032-DC-at-SEA,525,525,2325,8:45,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,43,7,43.0,0,8,6,,,21620,22899,2.0,4.0,StatusOfficial,,0.0,Visitor,41.0,3.0,16.0,2:08, ,21427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,122,1681084542.0,71742,2023-04-09 23:55:42.000000,EventFootballSack,"3-4-SEA 43 (8:13) 10 J. Ta'amu sacked at SEA 47 for -4 yards (1 B. Thompson, 8 T. Walker)",,True,2,8,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,55,2302032-DC-at-SEA,493,493,2293,8:13,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,43,7,43.0,0,8,6,22296,,,,3.0,4.0,StatusOfficial,,-4.0,Visitor,41.0,4.0,12.0,2:41, ,,,,,,,,,,,,,,,,22377,,,,,21620,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,124,1681084590.0,71790,2023-04-09 23:56:30.000000,EventFootballPunt,4-8-SEA 47 (7:25) 19 D. Whelan punts 36 yards from SEA 47 to SEA 11. 86 K. McKnight to SEA 16 for 5 yards (16 B. Smith),,True,2,7,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,56,2302032-DC-at-SEA,445,445,2245,7:25,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,47,7,47.0,0,8,6,,,22889,,4.0,8.0,StatusOfficial,ResultKickReturned,,Visitor,41.0,4.0,12.0,3:10,PUNT,,,,,,,21835,21875,36.0,5.0,Home,16.0,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,126,1681084836.0,72036,2023-04-10 00:00:36.000000,EventFootballPass,1-10-SEA 16 (7:06) 6 B. DiNucci pass incomplete,,True,2,7,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,57,2302032-DC-at-SEA,426,426,2226,7:06,6,,,1.0,SEA,DC,0.0,3,2,2.0,2.0,Home,16,8,84.0,0,8,6,21979,,,,1.0,10.0,StatusOfficial,ResultPassIncomplete,,Home,16.0,1.0,,0:18, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,128,1681084864.0,72064,2023-04-10 00:01:04.000000,EventFootballPass,"2-10-SEA 16 (6:38) 6 B. DiNucci pass to 89 C. Taumoepeau to SEA 22 for 6 yards (57 A. Hines, 27 F. Gardner)",,True,2,6,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,58,2302032-DC-at-SEA,398,398,2198,6:38,6,,,1.0,SEA,DC,0.0,3,2,2.0,2.0,Home,16,8,84.0,0,8,6,21979,21967,20699,21935,2.0,10.0,StatusOfficial,ResultPassComplete,6.0,Home,16.0,2.0,6.0,0:59, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,130,1681084907.0,72107,2023-04-10 00:01:47.000000,EventFootballPass,3-4-SEA 22 (5:58) 6 B. DiNucci pass incomplete to 4 J. Green,,True,2,5,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,59,2302032-DC-at-SEA,358,358,2158,5:58,6,,,1.0,SEA,DC,0.0,3,2,2.0,2.0,Home,22,8,78.0,0,8,6,21979,22035,,,3.0,4.0,StatusOfficial,ResultPassIncomplete,,Home,16.0,3.0,6.0,1:22, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,132,1681084940.0,72140,2023-04-10 00:02:20.000000,EventFootballPunt,4-4-SEA 22 (5:28) 10 C. Nizialek punts 41 yards from SEA 22 to DC 37. 13 P. Williams to DC 40 for 3 yards (89 C. Taumoepeau),,True,2,5,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,60,2302032-DC-at-SEA,328,328,2128,5:28,6,,,1.0,SEA,DC,0.0,3,2,2.0,2.0,Home,22,8,78.0,0,8,6,,,21967,,4.0,4.0,StatusOfficial,ResultKickReturned,,Home,16.0,3.0,6.0,1:57,PUNT,,,,,,,21997,21685,41.0,3.0,Visitor,40.0,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,134,1681084997.0,72197,2023-04-10 00:03:17.000000,EventFootballPass,1-10-DC 40 (5:17) 10 J. Ta'amu pass incomplete to 16 B. Smith,,True,2,5,17,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,61,2302032-DC-at-SEA,317,317,2117,5:17,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Visitor,40,9,60.0,0,8,6,22296,22889,,,1.0,10.0,StatusOfficial,ResultPassIncomplete,,Visitor,40.0,1.0,,0:06, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,136,1681085039.0,72239,2023-04-10 00:03:59.000000,EventFootballRush,2-10-DC 40 (4:42) 4 A. Smith rush to SEA 41 for 19 yards (2 A. Brooks),,True,2,4,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,62,2302032-DC-at-SEA,282,282,2082,4:42,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Visitor,40,9,60.0,0,8,6,,,21919,,2.0,10.0,StatusOfficial,,19.0,Visitor,40.0,2.0,19.0,0:49, ,21427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,138,1681085069.0,72269,2023-04-10 00:04:29.000000,EventFootballPenalty,"1-10-SEA 41 (4:23) PENALTY on (DC) 82 E. Wolf, 5 yards",,True,2,4,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,63,2302032-DC-at-SEA,263,263,2063,4:23,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,41,9,41.0,0,8,6,,,,,1.0,10.0,StatusOfficial,,,Visitor,40.0,2.0,14.0,1:00, ,,8,21711,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,140,1681085104.0,72304,2023-04-10 00:05:04.000000,EventFootballRush,1-15-SEA 46 (4:01) 10 J. Ta'amu rush to SEA 45 for 1 yard (42 C. Smith),,True,2,4,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,64,2302032-DC-at-SEA,241,241,2041,4:01,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,46,9,46.0,0,8,6,,,21433,,1.0,15.0,StatusOfficial,,1.0,Visitor,40.0,3.0,15.0,1:38, ,22296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_9_DC@SEA,DC,8,SEA,6,outdoors,142,1681085137.0,72337,2023-04-10 00:05:37.000000,EventFootballPass,2-14-SEA 45 (3:30) 10 J. Ta'amu pass incomplete to 0 J. Hammond,,True,2,3,30,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_9_DC@SEA,,QBStat,65,2302032-DC-at-SEA,210,210,2010,3:30,8,,,0.0,DC,SEA,0.0,3,2,3.0,3.0,Home,45,9,45.0,0,8,6,22296,20618,,,2.0,14.0,StatusOfficial,ResultPassIncomplete,,Visitor,40.0,4.0,15.0,1:53, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
