season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,MapRoleTackler2,down,ydstogo,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRoleRusher,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,FootballConvAttPts,MapRolePunter,FootballPuntYards,MapRoleSacker1,MapRolePuntreturner,FootballPuntRetYards,FootballKickYards,FootballPenalty_Yards,MapRolePassDefender,FootballTimeoutTeamId,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleQbHitter,FootballZone,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,77,1679193105.0,81105,2023-03-19 02:31:45.000000,EventFootballRush,1-10-ORL 45 (2:38) 10 D. Thomas rush to Midfield for 5 yards (90 J. Martin),,True,1,2,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,32,2302019-ORL-at-VGS,158,1058,2858,2:38,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,45,5,55.0,0,7,8,21948,,,StatusOfficial,,,,,,,,1.0,10.0,5.0,Visitor,35.0,2.0,15.0,0:33, ,21891,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,79,1679193136.0,81136,2023-03-19 02:32:16.000000,EventFootballRush,2-5-Midfield (2:06) 26 D. Darrington rush to VGS 47 for 3 yards (23 M. Roberts),,True,1,2,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,33,2302019-ORL-at-VGS,126,1026,2826,2:06,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,50,5,50.0,0,7,8,21960,,,StatusOfficial,,,,,,,,2.0,5.0,3.0,Visitor,35.0,3.0,18.0,1:06, ,20357,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,81,1679193167.0,81167,2023-03-19 02:32:47.000000,EventFootballRush,"3-2-VGS 47 (1:35) 6 P. Lynch rush to VGS 42 for 5 yards (23 M. Roberts, 22 A. Sparks)",,True,1,1,35,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,34,2302019-ORL-at-VGS,95,995,2795,1:35,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,47,5,47.0,0,7,8,21960,,,StatusOfficial,,,,,,,21462,3.0,2.0,5.0,Visitor,35.0,4.0,23.0,1:33, ,22605,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,85,1679193206.0,81206,2023-03-19 02:33:26.000000,EventFootballSack,1-10-VGS 42 (0:56) 6 P. Lynch sacked at VGS 46 for -4 yards (0 P. Taumoepenu),,True,1,0,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,35,2302019-ORL-at-VGS,56,956,2756,0:56,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,42,5,42.0,0,7,8,,,,StatusOfficial,,,,,22605,,,1.0,10.0,-4.0,Visitor,35.0,5.0,19.0,2:35, ,,,,,,,,,,21968,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,88,1679193243.0,81243,2023-03-19 02:34:03.000000,EventFootballRush,2-14-VGS 46 (0:19) 26 D. Darrington rush to VGS 45 for 1 yard (48 D. Calhoun),,True,1,0,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,36,2302019-ORL-at-VGS,19,919,2719,0:19,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,46,5,46.0,0,7,8,21744,,,StatusOfficial,,,,,,,,2.0,14.0,1.0,Visitor,35.0,6.0,20.0,2:59, ,20357,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,90,1679193483.0,81483,2023-03-19 02:38:03.000000,EventFootballPenalty,"3-13-VGS 45 (14:55) PENALTY on 90 J. Martin, 5 yards",,True,2,14,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,37,2302019-ORL-at-VGS,895,895,2695,14:55,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,45,5,45.0,0,7,8,,,,StatusOfficial,,,,,,,,3.0,13.0,,Visitor,35.0,6.0,25.0,3:04, ,,7,21948,ResultPenaltyRepeatdown,NA,,,,,,,,,5.0,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,92,1679193519.0,81519,2023-03-19 02:38:39.000000,EventFootballPenalty,"3-8-VGS 40 (14:38) PENALTY on 90 J. Martin, 5 yards",,True,2,14,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,38,2302019-ORL-at-VGS,878,878,2678,14:38,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,40,5,40.0,0,7,8,,,,StatusOfficial,,,,,,,,3.0,8.0,,Visitor,35.0,6.0,30.0,3:21, ,,7,21948,ResultPenaltyRepeatdown,NA,,,,,,,,,5.0,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,94,1679193547.0,81547,2023-03-19 02:39:07.000000,EventFootballRush,"3-3-VGS 35 (14:23) 26 D. Darrington rush to VGS 33 for 2 yards (9 D. Anderson, 28 C. Avery)",,True,2,14,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,39,2302019-ORL-at-VGS,863,863,2663,14:23,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,35,5,35.0,0,7,8,20039,,,StatusOfficial,,,,,,,20066,3.0,3.0,2.0,Visitor,35.0,7.0,32.0,3:54, ,20357,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,96,1679193579.0,81579,2023-03-19 02:39:39.000000,EventFootballPenalty,"4-1-VGS 33 (13:58) PENALTY on 65 J. Ighofose, 5 yards",,True,2,13,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,40,2302019-ORL-at-VGS,838,838,2638,13:58,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,33,5,33.0,0,7,8,,,,StatusOfficial,,,,,,,,4.0,1.0,,Visitor,35.0,7.0,27.0,4:01, ,,4,20750,ResultPenaltyRepeatdown,NA,,,,,,,,,5.0,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,98,1679193626.0,81626,2023-03-19 02:40:26.000000,EventFootballRush,4-6-VGS 38 (13:33) 6 P. Lynch rush to VGS 36 for 2 yards (30 S. Roberts),,True,2,13,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,41,2302019-ORL-at-VGS,813,813,2613,13:33,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,38,5,38.0,0,7,8,21312,,,StatusOfficial,,,,,,,,4.0,6.0,2.0,Visitor,35.0,8.0,29.0,4:26,DOWNS,22605,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,102,1679193670.0,81670,2023-03-19 02:41:10.000000,EventFootballRush,"1-10-VGS 37 (13:29) 8 J. Lovett rush to VGS 39 for 2 yards (34 N. Coe, 44 T. Plummer)",,True,2,13,29,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,42,2302019-ORL-at-VGS,809,809,2609,13:29,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Home,37,6,63.0,0,7,8,20308,,,StatusOfficial,,,,,,,21244,1.0,10.0,2.0,Home,37.0,1.0,2.0,0:28, ,21872,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,105,1679193706.0,81706,2023-03-19 02:41:46.000000,EventFootballPass,2-8-VGS 39 (12:53) 12 L. Perez pass to 8 J. Lovett to ORL 34 for 27 yards (44 T. Plummer),,True,2,12,53,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,43,2302019-ORL-at-VGS,773,773,2573,12:53,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Home,39,6,61.0,0,7,8,21244,,,StatusOfficial,ResultPassComplete,,,,21207,21872,,2.0,8.0,27.0,Home,37.0,2.0,29.0,0:57, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,107,1679193749.0,81749,2023-03-19 02:42:29.000000,EventFootballRush,1-10-ORL 34 (12:10) 8 J. Lovett rush to ORL 33 for 1 yard (8 T. Smith),,True,2,12,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,44,2302019-ORL-at-VGS,730,730,2530,12:10,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,34,6,34.0,0,7,8,21448,,,StatusOfficial,,,,,,,,1.0,10.0,1.0,Home,37.0,3.0,30.0,1:31, ,21872,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,109,1679193791.0,81791,2023-03-19 02:43:11.000000,EventFootballPass,2-9-ORL 33 (11:28) 12 L. Perez pass to 8 J. Lovett to ORL 3 for 30 yards (23 N. Hosein),,True,2,11,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,45,2302019-ORL-at-VGS,688,688,2488,11:28,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,33,6,33.0,0,7,8,20723,,,StatusOfficial,ResultPassComplete,,,,21207,21872,,2.0,9.0,30.0,Home,37.0,4.0,60.0,2:19, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,111,1679193839.0,81839,2023-03-19 02:43:59.000000,EventFootballPass,"1-3-ORL 3 (10:44) 12 L. Perez pass to 80 S. Price for 3 yards, TOUCHDOWN",,True,2,10,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,46,2302019-ORL-at-VGS,644,644,2444,10:44,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,3,6,3.0,0,7,8,,,,StatusOfficial,ResultPassComplete,,,,21207,21259,,1.0,3.0,3.0,Home,37.0,5.0,63.0,2:47,TD,,,,,,ScoreTypeTd,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,113,1679193860.0,81860,2023-03-19 02:44:20.000000,EventFootballPat2PtPass,12 L. Perez 2-pt conversion pass to 19 G. Allison NO GOOD,,True,2,10,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,47,2302019-ORL-at-VGS,644,644,2444,10:44,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,5,6,5.0,0,7,14,,,,StatusOfficial,ResultPassIncomplete,,,,21207,22325,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,115,1679193897.0,81897,2023-03-19 02:44:57.000000,EventFootballKickoff,47 B. Giffen kicks from VGS 30. 32 J. Rogers to ORL 30 for 19 yards (20 J. Johnson),,True,2,10,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,48,2302019-ORL-at-VGS,644,644,2444,10:44,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,30,7,30.0,0,7,14,20811,47,32,StatusOfficial,ResultKickReturned,19.0,Visitor,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,117,1679194116.0,82116,2023-03-19 02:48:36.000000,EventFootballPass,1-10-ORL 30 (10:33) 6 P. Lynch pass incomplete to 4 L. Lenoir,,True,2,10,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,49,2302019-ORL-at-VGS,633,633,2433,10:33,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,30,7,70.0,0,7,14,,,,StatusOfficial,ResultPassIncomplete,,,,22605,21799,,1.0,10.0,,Visitor,30.0,1.0,,0:12, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,119,1679194149.0,82149,2023-03-19 02:49:09.000000,EventFootballRush,2-10-ORL 30 (10:06) 26 D. Darrington rush to ORL 33 for 3 yards (22 A. Sparks),,True,2,10,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,50,2302019-ORL-at-VGS,606,606,2406,10:06,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,30,7,70.0,0,7,14,21462,,,StatusOfficial,,,,,,,,2.0,10.0,3.0,Visitor,30.0,2.0,3.0,0:42, ,20357,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,121,1679194189.0,82189,2023-03-19 02:49:49.000000,EventFootballPass,3-7-ORL 33 (9:33) 6 P. Lynch pass incomplete to 39 J. Smith,,True,2,9,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,51,2302019-ORL-at-VGS,573,573,2373,9:33,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,33,7,67.0,0,7,14,,,,StatusOfficial,ResultPassIncomplete,,,,22605,21439,,3.0,7.0,,Visitor,30.0,3.0,3.0,1:11, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,143,1679194195.0,82195,2023-03-19 02:49:55.000000,EventFootballPunt,"4-7-ORL 33 (9:33) 19 M. Brown punts 46 yards from ORL 33 to VGS 21. 10 M. Sexton to VGS 35 for 14 yards (23 N. Hosein, 40 E. Thompson)",,True,2,9,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,52,2302019-ORL-at-VGS,573,573,2373,9:33,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,33,7,67.0,0,7,14,21960,,,StatusOfficial,ResultKickReturned,,Home,35.0,,,21794,4.0,7.0,,Visitor,30.0,3.0,3.0,1:11,PUNT,,,,,,,,20208,46.0,,21882,14.0,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,125,1679194273.0,82273,2023-03-19 02:51:13.000000,EventFootballRush,1-10-VGS 35 (8:54) 5 D. Torrey rush to VGS 32 for -3 yards (8 T. Smith),,True,2,8,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,53,2302019-ORL-at-VGS,534,534,2334,8:54,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Home,35,8,65.0,0,7,14,21448,,,StatusOfficial,,,,,,,,1.0,10.0,-3.0,Home,35.0,1.0,-3.0,0:15, ,21570,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,127,1679194309.0,82309,2023-03-19 02:51:49.000000,EventFootballRush,2-13-VGS 32 (8:19) 5 D. Torrey rush to ORL 42 for 26 yards (23 N. Hosein),,True,2,8,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,54,2302019-ORL-at-VGS,499,499,2299,8:19,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Home,32,8,68.0,0,7,14,20723,,,StatusOfficial,,,,,,,,2.0,13.0,26.0,Home,35.0,2.0,23.0,0:58, ,21570,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,129,1679194349.0,82349,2023-03-19 02:52:29.000000,EventFootballRush,"1-10-ORL 42 (7:39) 15 R. Smith rush to ORL 37 for 5 yards (99 T. Sanders, 88 C. Patton)",,True,2,7,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,55,2302019-ORL-at-VGS,459,459,2259,7:39,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,42,8,42.0,0,7,14,21365,,,StatusOfficial,,,,,,,22001,1.0,10.0,5.0,Home,35.0,3.0,28.0,1:30, ,21447,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,131,1679194383.0,82383,2023-03-19 02:53:03.000000,EventFootballRush,"2-5-ORL 37 (7:04) 15 R. Smith rush to ORL 28 for 9 yards (27 T. Smith, 23 N. Hosein)",,True,2,7,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,56,2302019-ORL-at-VGS,424,424,2224,7:04,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,37,8,37.0,0,7,14,21825,,,StatusOfficial,,,,,,,20723,2.0,5.0,9.0,Home,35.0,4.0,37.0,2:01, ,21447,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,133,1679194425.0,82425,2023-03-19 02:53:45.000000,EventFootballPass,1-10-ORL 28 (6:23) 12 L. Perez pass to 5 D. Torrey to ORL 19 for 9 yards (27 T. Smith),,True,2,6,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,57,2302019-ORL-at-VGS,383,383,2183,6:23,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,28,8,28.0,0,7,14,21825,,,StatusOfficial,ResultPassComplete,,,,21207,21570,,1.0,10.0,9.0,Home,35.0,5.0,46.0,2:45, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,136,1679194465.0,82465,2023-03-19 02:54:25.000000,EventFootballPass,2-1-ORL 19 (5:45) 12 L. Perez pass incomplete to 14 C. Sweeting,,True,2,5,45,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,58,2302019-ORL-at-VGS,345,345,2145,5:45,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,19,8,19.0,0,7,14,,,,StatusOfficial,ResultPassIncomplete,,,,21207,21507,,2.0,1.0,,Home,35.0,6.0,46.0,3:25, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,144,1679194499.0,82499,2023-03-19 02:54:59.000000,EventFootballRush,"3-1-ORL 19 (5:14) 5 D. Torrey rush to ORL 20 for -1 yards (99 T. Sanders, 36 J. Jones)",,True,2,5,14,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,59,2302019-ORL-at-VGS,314,314,2114,5:14,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,19,8,19.0,0,7,14,21365,,,StatusOfficial,,,,,,,20841,3.0,1.0,-1.0,Home,35.0,7.0,45.0,4:12, ,21570,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,142,1679194530.0,82530,2023-03-19 02:55:30.000000,EventFootballFg,4-2-ORL 20 (4:43) 47 B. Giffen 39 yard field goal is GOOD,,True,2,4,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,60,2302019-ORL-at-VGS,283,283,2083,4:43,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,20,8,20.0,0,7,14,,20076,,StatusOfficial,ResultKickMade,,,,,,,4.0,2.0,39.0,Home,35.0,8.0,45.0,4:50,FG,,,,,,ScoreTypeFg,,,,,,,,,,,,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,146,1679194629.0,82629,2023-03-19 02:57:09.000000,EventFootballKickoff,"47 B. Giffen kicks from VGS 30. 32 J. Rogers to ORL 29 for 13 yards (8 J. Lovett, 16 T. Koontz)",,True,2,4,31,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,61,2302019-ORL-at-VGS,271,271,2071,4:31,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,30,9,30.0,0,7,17,21872,47,32,StatusOfficial,ResultKickReturned,13.0,Visitor,29.0,,,20903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,148,1679194778.0,82778,2023-03-19 02:59:38.000000,EventFootballPass,1-10-ORL 29 (4:23) 12 Q. Dormady pass to 4 L. Lenoir to ORL 36 for 7 yards (27 N. Hill),,True,2,4,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,62,2302019-ORL-at-VGS,263,263,2063,4:23,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,29,9,71.0,0,7,17,20690,,,StatusOfficial,ResultPassComplete,,,,20407,21799,,1.0,10.0,7.0,Visitor,29.0,1.0,7.0,0:21, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,150,1679194819.0,82819,2023-03-19 03:00:19.000000,EventFootballPenalty,"2-3-ORL 36 (3:50) PENALTY on 64 F. Lauina, 5 yards",,True,2,3,50,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,63,2302019-ORL-at-VGS,230,230,2030,3:50,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,36,9,64.0,0,7,17,,,,StatusOfficial,,,,,,,,2.0,3.0,,Visitor,29.0,1.0,2.0,0:42, ,,4,22590,ResultPenaltyRepeatdown,NA,,,,,,,,,5.0,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,152,1679194844.0,82844,2023-03-19 03:00:44.000000,EventFootballPass,"2-8-ORL 31 (3:33) 12 Q. Dormady pass to 4 L. Lenoir to ORL 37 for 6 yards (22 A. Sparks, 45 M. Spaight)",,True,2,3,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,64,2302019-ORL-at-VGS,213,213,2013,3:33,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,31,9,69.0,0,7,17,21462,,,StatusOfficial,ResultPassComplete,,,,20407,21799,22885,2.0,8.0,6.0,Visitor,29.0,2.0,8.0,1:08, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,154,1679194877.0,82877,2023-03-19 03:01:17.000000,EventFootballPass,3-2-ORL 37 (3:00) 12 Q. Dormady pass to 17 E. Rogers to ORL 43 for 6 yards (27 N. Hill),,True,2,3,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,65,2302019-ORL-at-VGS,180,180,1980,3:00,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,37,9,63.0,0,7,17,20690,,,StatusOfficial,ResultPassComplete,,,,20407,22708,,3.0,2.0,6.0,Visitor,29.0,3.0,14.0,1:41, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
