season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,down,ydstogo,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,MapRoleTackler2,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRoleQbHitter,MapRoleRusher,MapRoleSacker1,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,FootballMainScoringPlay,FootballConvAttPts,MapRolePassDefender,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,FootballTimeoutTeamId,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRoleInterceptor,FootballZone,MapRoleSacker2,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,456,1684021630.0,71230,2023-05-13 19:47:10.000000,EventFootballKickoff,FROM ARL 30 (0:27) 1 T. Russolino kicks from ARL 30. 13 P. Williams to DC 37 for 24 yards (22 J. Carter),,True,1,0,27,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,33,2303003-Champ,27,927,2727,0:27,8,,,1.0,DC,ARL,0.0,2,3,3.0,3.0,Visitor,30,4,30.0,0,14,0,,,20270,21359,21685,StatusOfficial,ResultKickReturned,24.0,Home,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,457,1684021664.0,71264,2023-05-13 19:47:44.000000,EventFootballRush,"1-10-DC 37 (0:24) 4 A. Smith rush to DC 37 for 0 yards (36 C. Schooler, 18 D. Payne) PENALTY on (ARL) 40 R. Mueller, 15 yards",,True,1,0,24,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,34,2303003-Champ,24,924,2724,0:24,8,,,1.0,DC,ARL,0.0,2,3,3.0,3.0,Home,37,4,63.0,0,14,0,1.0,10.0,21379,,,StatusOfficial,,,,,,,22675,0.0,Home,37.0,1.0,,0:13, ,,21427,,,,,,,,,,,,,,,1,21116,15.0,ResultPenaltyOnkickoffpat,NA,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,458,1684021994.0,71594,2023-05-13 19:53:14.000000,EventFootballPass,2-10-DC 37 (14:57) 10 J. Ta'amu pass to 11 L. Jackson to ARL 42 for 21 yards (24 D. Evans),,True,2,14,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,35,2303003-Champ,897,897,2697,14:57,8,,,1.0,DC,ARL,0.0,2,3,3.0,3.0,Home,37,4,63.0,0,14,0,2.0,10.0,22302,,,StatusOfficial,ResultPassComplete,,,,22296,20766,,21.0,Home,37.0,2.0,21.0,0:54, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,459,1684022025.0,71625,2023-05-13 19:53:45.000000,EventFootballPass,"1-10-ARL 42 (14:27) 10 J. Ta'amu pass to 88 B. Moore-Mckinney to ARL 31 for 11 yards (18 D. Payne, 5 W. Hill)",,True,2,14,27,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,36,2303003-Champ,867,867,2667,14:27,8,,,1.0,DC,ARL,0.0,2,3,3.0,3.0,Visitor,42,4,42.0,0,14,0,1.0,10.0,22675,,,StatusOfficial,ResultPassComplete,,,,22296,21983,20693,11.0,Home,37.0,3.0,32.0,1:13, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,460,1684022056.0,71656,2023-05-13 19:54:16.000000,EventFootballPass,1-10-ARL 31 (13:58) 10 J. Ta'amu pass incomplete to 1 C. Blair,,True,2,13,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,37,2303003-Champ,838,838,2638,13:58,8,,,1.0,DC,ARL,0.0,2,3,3.0,3.0,Visitor,31,4,31.0,0,14,0,1.0,10.0,,,,StatusOfficial,ResultPassIncomplete,,,,22296,20133,,,Home,37.0,4.0,32.0,1:34, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,461,1684022085.0,71685,2023-05-13 19:54:45.000000,EventFootballRush,2-10-ARL 31 (13:34) 4 A. Smith rush to ARL 31 for 0 yards (36 C. Schooler),,True,2,13,34,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,38,2303003-Champ,814,814,2614,13:34,8,,,1.0,DC,ARL,0.0,2,3,3.0,3.0,Visitor,31,4,31.0,0,14,0,2.0,10.0,21379,,,StatusOfficial,,,,,,,,0.0,Home,37.0,5.0,32.0,2:03, ,,21427,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,462,1684022121.0,71721,2023-05-13 19:55:21.000000,EventFootballRush,3-10-ARL 31 (12:58) 10 J. Ta'amu rush to ARL 18 for 13 yards (41 D. Bausby),,True,2,12,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,39,2303003-Champ,778,778,2578,12:58,8,,,1.0,DC,ARL,0.0,2,3,3.0,3.0,Visitor,31,4,31.0,0,14,0,3.0,10.0,20099,,,StatusOfficial,,,,,,,,13.0,Home,37.0,6.0,45.0,2:51, ,,22296,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,463,1684022157.0,71757,2023-05-13 19:55:57.000000,EventFootballRush,"1-10-ARL 18 (12:22) 4 A. Smith rush to ARL 16 for 2 yards (18 D. Payne, 53 D. Sankey)",,True,2,12,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,40,2303003-Champ,742,742,2542,12:22,8,,,1.0,DC,ARL,0.0,2,3,3.0,3.0,Visitor,18,4,18.0,0,14,0,1.0,10.0,22675,,,StatusOfficial,,,,,,,22886,2.0,Home,37.0,7.0,47.0,3:19, ,,21427,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,464,1684022194.0,71794,2023-05-13 19:56:34.000000,EventFootballTimeout,2-8-ARL 16 (11:50) Timeout by Arlington Renegades at 11:50,,True,2,11,50,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,41,2303003-Champ,710,710,2510,11:50,8,,,1.0,DC,ARL,0.0,2,3,3.0,3.0,Visitor,16,4,16.0,0,14,0,2.0,8.0,,,,StatusOfficial,,,,,,,,,Home,37.0,7.0,47.0,3:39, ,,,,,,,,,,,,,,,,1,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,465,1684022270.0,71870,2023-05-13 19:57:50.000000,EventFootballPass,2-8-ARL 16 (11:44) 10 J. Ta'amu pass intended for 1 C. Blair INTERCEPTED by 4 J. Powell returned 0 yards to ARL 35 Pass Defended by 5 W. Hill,,True,2,11,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,42,2303003-Champ,704,704,2504,11:44,8,,,1.0,DC,ARL,0.0,1,3,3.0,3.0,Visitor,16,4,16.0,0,14,0,2.0,8.0,,,,StatusOfficial,ResultPassInterception,,Visitor,35.0,22296,20133,,,Home,37.0,8.0,47.0,3:45,INT,,,,,,,,,,,20693,,,,,,,,,,,21251,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,466,1684022562.0,72162,2023-05-13 20:02:42.000000,EventFootballPenalty,"1-10-ARL 35 (11:44) PENALTY on (DC) 98 G. Wright, 5 yards",,True,2,11,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,43,2303003-Champ,704,704,2504,11:44,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Visitor,35,5,65.0,0,14,0,1.0,10.0,,,,StatusOfficial,,,,,,,,,Visitor,35.0,,5.0,0:00, ,,,,,,,,,,,,,,,,,8,21720,5.0,ResultPenaltyRepeatdown,NA,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,467,1684022596.0,72196,2023-05-13 20:03:16.000000,EventFootballRush,1-5-ARL 40 (11:43) 2 D. Smith rush to ARL 40 for 0 yards (92 M. Fisher),,True,2,11,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,44,2303003-Champ,703,703,2503,11:43,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Visitor,40,5,60.0,0,14,0,1.0,5.0,20480,,,StatusOfficial,,,,,,,,0.0,Visitor,35.0,1.0,5.0,0:16, ,,22305,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,468,1684022636.0,72236,2023-05-13 20:03:56.000000,EventFootballPass,2-5-ARL 40 (11:03) 12 L. Perez pass to 19 B. Arconado to ARL 41 for 1 yard (24 A. Kelly),,True,2,11,3,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,45,2303003-Champ,663,663,2463,11:03,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Visitor,40,5,60.0,0,14,0,2.0,5.0,20873,,,StatusOfficial,ResultPassComplete,,,,21207,20050,,1.0,Visitor,35.0,2.0,6.0,0:51, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,469,1684022685.0,72285,2023-05-13 20:04:45.000000,EventFootballPass,3-4-ARL 41 (10:18) 12 L. Perez pass to 11 L. Winningham to DC 48 for 11 yards (15 M. Joseph),,True,2,10,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,46,2303003-Champ,618,618,2418,10:18,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Visitor,41,5,59.0,0,14,0,3.0,4.0,22862,,,StatusOfficial,ResultPassComplete,,,,21207,21707,,11.0,Visitor,35.0,3.0,17.0,1:38, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,470,1684022720.0,72320,2023-05-13 20:05:20.000000,EventFootballRush,"1-10-DC 48 (9:44) 26 L. Brown rush to DC 41 for 7 yards (20 J. Brooks, 57 A. Hines)",,True,2,9,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,47,2303003-Champ,584,584,2384,9:44,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,48,5,48.0,0,14,0,1.0,10.0,20189,,,StatusOfficial,,,,,,,20699,7.0,Visitor,35.0,4.0,24.0,2:15, ,,20207,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,471,1684022747.0,72347,2023-05-13 20:05:47.000000,EventFootballPass,2-3-DC 41 (9:17) 12 L. Perez pass to 13 C. Vander Esch to DC 37 for 4 yards (39 S. Ramirez),,True,2,9,17,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,48,2303003-Champ,557,557,2357,9:17,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,41,5,41.0,0,14,0,2.0,3.0,21278,,,StatusOfficial,ResultPassComplete,,,,21207,21601,,4.0,Visitor,35.0,5.0,28.0,2:45, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,472,1684022781.0,72381,2023-05-13 20:06:21.000000,EventFootballPass,1-10-DC 37 (8:43) 12 L. Perez pass to 80 S. Cannella to DC 27 for 10 yards (39 S. Ramirez),,True,2,8,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,49,2303003-Champ,523,523,2323,8:43,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,37,5,37.0,0,14,0,1.0,10.0,21278,,,StatusOfficial,ResultPassComplete,,,,21207,22030,,10.0,Visitor,35.0,6.0,38.0,3:13, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,473,1684022812.0,72412,2023-05-13 20:06:52.000000,EventFootballRush,"1-10-DC 27 (8:11) 26 L. Brown rush to DC 20 for 7 yards (39 S. Ramirez, 26 D. Neal)",,True,2,8,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,50,2303003-Champ,491,491,2291,8:11,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,27,5,27.0,0,14,0,1.0,10.0,21278,,,StatusOfficial,,,,,,,21133,7.0,Visitor,35.0,7.0,45.0,3:44, ,,20207,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,474,1684022841.0,72441,2023-05-13 20:07:21.000000,EventFootballRush,"2-3-DC 20 (7:43) 26 L. Brown rush to DC 18 for 2 yards (99 J. Wallace, 20 J. Brooks)",,True,2,7,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,51,2303003-Champ,463,463,2263,7:43,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,20,5,20.0,0,14,0,2.0,3.0,21623,,,StatusOfficial,,,,,,,20189,2.0,Visitor,35.0,8.0,47.0,4:24, ,,20207,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,475,1684022876.0,72476,2023-05-13 20:07:56.000000,EventFootballRush,"3-1-DC 18 (7:07) 26 L. Brown rush to DC 16 for 2 yards (39 S. Ramirez, 20 J. Brooks)",,True,2,7,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,52,2303003-Champ,427,427,2227,7:07,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,18,5,18.0,0,14,0,3.0,1.0,21278,,,StatusOfficial,,,,,,,20189,2.0,Visitor,35.0,9.0,49.0,4:50, ,,20207,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,476,1684022925.0,72525,2023-05-13 20:08:45.000000,EventFootballPass,1-10-DC 16 (6:19) 12 L. Perez pass dropped by 2 D. Smith QB Hit by 99 J. Wallace,,True,2,6,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,53,2303003-Champ,379,379,2179,6:19,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,16,5,16.0,0,14,0,1.0,10.0,,,,StatusOfficial,ResultPassDropped,,,,21207,22305,,,Visitor,35.0,10.0,49.0,5:27, ,21623,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,477,1684022966.0,72566,2023-05-13 20:09:26.000000,EventFootballPass,2-10-DC 16 (6:09) 12 L. Perez pass incomplete to 11 L. Winningham,,True,2,6,9,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,54,2303003-Champ,369,369,2169,6:09,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,16,5,16.0,0,14,0,2.0,10.0,,,,StatusOfficial,ResultPassIncomplete,,,,21207,21707,,,Visitor,35.0,11.0,49.0,5:40, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,478,1684023009.0,72609,2023-05-13 20:10:09.000000,EventFootballPass,3-10-DC 16 (5:32) 12 L. Perez pass to 11 L. Winningham to DC 11 for 5 yards (26 D. Neal),,True,2,5,32,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,55,2303003-Champ,332,332,2132,5:32,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,16,5,16.0,0,14,0,3.0,10.0,21133,,,StatusOfficial,ResultPassComplete,,,,21207,21707,,5.0,Visitor,35.0,12.0,54.0,6:30, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,479,1684023049.0,72649,2023-05-13 20:10:49.000000,EventFootballFg,4-5-DC 11 (4:54) 1 T. Russolino 29 yard field goal is GOOD,,True,2,4,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,56,2303003-Champ,294,294,2094,4:54,1,,,0.0,ARL,DC,0.0,1,3,1.0,1.0,Home,11,5,11.0,0,14,0,4.0,5.0,,21359,,StatusOfficial,ResultKickMade,,,,,,,29.0,Visitor,35.0,13.0,54.0,6:50,FG,,,,,,,,,ScoreTypeFg,,,,,,,,,,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,480,1684023257.0,72857,2023-05-13 20:14:17.000000,EventFootballKickoff,FROM ARL 30 (4:54) 1 T. Russolino kicks the kickoff short of 20 yd line,,True,2,4,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,57,2303003-Champ,294,294,2094,4:54,8,,,1.0,DC,ARL,0.0,1,3,3.0,3.0,Visitor,30,6,30.0,0,17,0,,,,21359,,StatusOfficial,ResultKickShortof20,,Visitor,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,481,1684023304.0,72904,2023-05-13 20:15:04.000000,EventFootballRush,"1-10-ARL 45 (4:53) 4 A. Smith rush to ARL 41 for 4 yards (58 D. Costin, 18 D. Payne)",,True,2,4,53,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,58,2303003-Champ,293,293,2093,4:53,8,,,1.0,DC,ARL,0.0,1,3,3.0,3.0,Visitor,45,6,45.0,0,17,0,1.0,10.0,20331,,,StatusOfficial,,,,,,,22675,4.0,Visitor,45.0,1.0,4.0,0:14, ,,21427,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,2,1684023311.8946574,,2023-05-13 20:15:11.894657,EventStart,Game Start Marker,,True,1,15,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,10005,2303003-Champ,900,1800,3600,15:00,1,,,0.0,ARL,DC,0.0,3,3,3.0,3.0,Home,30,1,30.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,482,1684023333.0,72933,2023-05-13 20:15:33.000000,EventFootballRush,"2-6-ARL 41 (4:25) 4 A. Smith rush to ARL 30 for 11 yards (53 D. Sankey, 58 D. Costin)",,True,2,4,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,59,2303003-Champ,265,265,2065,4:25,8,,,1.0,DC,ARL,0.0,1,3,3.0,3.0,Visitor,41,6,41.0,0,17,0,2.0,6.0,22886,,,StatusOfficial,,,,,,,20331,11.0,Visitor,45.0,2.0,15.0,0:40, ,,21427,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,483,1684023366.0,72966,2023-05-13 20:16:06.000000,EventFootballPass,1-10-ARL 30 (3:52) 10 J. Ta'amu pass incomplete to 0 J. Hammond,,True,2,3,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,60,2303003-Champ,232,232,2032,3:52,8,,,1.0,DC,ARL,0.0,1,3,3.0,3.0,Visitor,30,6,30.0,0,17,0,1.0,10.0,,,,StatusOfficial,ResultPassIncomplete,,,,22296,20618,,,Visitor,45.0,3.0,15.0,1:05, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,484,1684023403.0,73003,2023-05-13 20:16:43.000000,EventFootballPass,"2-10-ARL 30 (3:21) 10 J. Ta'amu pass to 1 C. Blair to ARL 24 for 6 yards (41 D. Bausby, 22 J. Carter)",,True,2,3,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,61,2303003-Champ,201,201,2001,3:21,8,,,1.0,DC,ARL,0.0,1,3,3.0,3.0,Visitor,30,6,30.0,0,17,0,2.0,10.0,20099,,,StatusOfficial,ResultPassComplete,,,,22296,20133,20270,6.0,Visitor,45.0,4.0,21.0,1:42, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,485,1684023440.0,73040,2023-05-13 20:17:20.000000,EventFootballRush,3-4-ARL 24 (2:44) 10 J. Ta'amu rush to ARL 13 for 11 yards (4 J. Powell),,True,2,2,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,62,2303003-Champ,164,164,1964,2:44,8,,,1.0,DC,ARL,0.0,1,3,3.0,3.0,Visitor,24,6,24.0,0,17,0,3.0,4.0,21251,,,StatusOfficial,,,,,,,,11.0,Visitor,45.0,5.0,32.0,2:25, ,,22296,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,486,1684023480.0,73080,2023-05-13 20:18:00.000000,EventFootballPass,1-10-ARL 13 (2:04) 10 J. Ta'amu pass to 0 J. Hammond to ARL 9 for 4 yards (24 D. Evans),,True,2,2,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,63,2303003-Champ,124,124,1924,2:04,8,,,1.0,DC,ARL,0.0,1,3,3.0,3.0,Visitor,13,6,13.0,0,17,0,1.0,10.0,22302,,,StatusOfficial,ResultPassComplete,,,,22296,20618,,4.0,Visitor,45.0,6.0,36.0,2:54, ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,487,1684024344.0,73944,2023-05-13 20:32:24.000000,EventFootballRush,"2-6-ARL 9 (1:58) 4 A. Smith rush to ARL 4 for 5 yards (22 J. Carter, 71 J. Coatney)",,True,2,1,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,64,2303003-Champ,118,118,1918,1:58,8,,,1.0,DC,ARL,0.0,1,3,3.0,3.0,Visitor,9,6,9.0,0,17,0,2.0,6.0,20270,,,StatusOfficial,,,,,,,21922,5.0,Visitor,45.0,7.0,41.0,3:21, ,,21427,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,488,1684024376.0,73976,2023-05-13 20:32:56.000000,EventFootballRush,"3-1-ARL 4 (1:26) 4 A. Smith rush to ARL 1 for 3 yards (4 J. Powell, 72 T. Barnes)",,True,2,1,26,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,65,2303003-Champ,86,86,1886,1:26,8,,,1.0,DC,ARL,0.0,1,3,3.0,3.0,Visitor,4,6,4.0,0,17,0,3.0,1.0,21251,,,StatusOfficial,,,,,,,20089,3.0,Visitor,45.0,8.0,44.0,3:29, ,,21427,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_5_13_ARL@DC,ARL,1,DC,8,outdoors,489,1684024402.0,74002,2023-05-13 20:33:22.000000,EventFootballRush,1-1-ARL 1 (1:11) 4 A. Smith rush to ARL 2 for -1 yards (22 J. Carter),,True,2,1,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_5_13_ARL@DC,,QBStat,66,2303003-Champ,71,71,1871,1:11,8,,,1.0,DC,ARL,0.0,1,3,3.0,3.0,Visitor,1,6,1.0,0,17,0,1.0,1.0,20270,,,StatusOfficial,,,,,,,,-1.0,Visitor,45.0,9.0,43.0,4:03, ,,21427,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
