season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,Down,Distance,FootballZone,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRoleTackler2,FootballMainScoringPlay,FootballConvAttPts,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRolePassDefender,MapRoleSacker1,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRoleQbHitter,FootballTimeoutTeamId,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleInterceptor,FootballMiscScore_MiscScoreType,FootballMiscScore_TeamId,FootballMiscScore_PlayerId,FootballExtraYards_IndivOrTeam,FootballExtraYards_TeamId,FootballExtraYards_PlayerId,FootballExtraYards_Yards,MapRoleSacker2,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,71,1676752682.0,56282,2023-02-18 20:38:02.000000,EventFootballPunt,4-25-VGS 11 (14:13) 17 M. Carrizosa punts 49 yards from VGS 11 to ARL 40. 4 J. Powell to ARL 37 for -3 yards (6 K. Kennedy),,True,2,14,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,34,2302001-VGS-at-ARL,853,853,2653,14:13,3,3,Visitor,11,3,7,,,,0.0,89,6,3,20919,,,StatusOfficial,ResultKickReturned,,Home,37.0,,4.0,25.0,,,Visitor,26.0,3.0,-15.0,2:16,PUNT,,,,,,,,,,,,,21784,21251,49.0,-3.0,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,73,1676752891.0,56491,2023-02-18 20:41:31.000000,EventFootballPass,1-10-ARL 37 (14:09) 9 D. Plitt pass to 81 N. Becker to ARL 34 for -3 yards (20 J. Johnson),,True,2,14,9,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,35,2302001-VGS-at-ARL,849,849,2649,14:09,3,3,Home,37,4,1,,,,1.0,63,6,3,20811,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,3,-3.0,Home,37.0,1.0,-3.0,0:22, ,21243,22326,,,,,,,,,,,,,,,21739,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,75,1676752927.0,56527,2023-02-18 20:42:07.000000,EventFootballPass,2-13-ARL 34 (13:32) 9 D. Plitt pass to 80 S. Cannella to ARL 35 for 1 yard (20 J. Johnson),,True,2,13,32,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,36,2302001-VGS-at-ARL,812,812,2612,13:32,3,3,Home,34,4,1,,,,1.0,66,6,3,20811,,,StatusOfficial,ResultPassComplete,,,,,2.0,13.0,3,1.0,Home,37.0,2.0,-2.0,0:53, ,21243,22030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,77,1676752962.0,56562,2023-02-18 20:42:42.000000,EventFootballPass,3-12-ARL 35 (13:00) 9 D. Plitt pass to 2 D. Smith to ARL 44 for 9 yards (9 D. Anderson),,True,2,13,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,37,2302001-VGS-at-ARL,780,780,2580,13:00,3,3,Home,35,4,1,,,,1.0,65,6,3,20039,,,StatusOfficial,ResultPassComplete,,,,,3.0,12.0,3,9.0,Home,37.0,3.0,7.0,1:27, ,21243,22305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,79,1676753011.0,56611,2023-02-18 20:43:31.000000,EventFootballPunt,"4-3-ARL 44 (12:12) 0 M. King punts 30 yards, downed at VGS 26",,True,2,12,12,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,38,2302001-VGS-at-ARL,732,732,2532,12:12,3,3,Home,44,4,1,,,,1.0,56,6,3,,,,StatusOfficial,ResultKickDowned,,Visitor,26.0,,4.0,3.0,,,Home,37.0,3.0,7.0,2:01,PUNT,,,,,,,,,,,,,20891,,30.0,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,84,1676753220.0,56820,2023-02-18 20:47:00.000000,EventFootballRush,"1-10-VGS 26 (12:10) 5 D. Torrey rush to VGS 30 for 4 yards (18 D. Payne, 51 A. Adeoye)",,True,2,12,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,39,2302001-VGS-at-ARL,730,730,2530,12:10,3,3,Visitor,26,5,7,,,,0.0,74,6,3,22675,,,StatusOfficial,,,,,21570,1.0,10.0,1,4.0,Visitor,26.0,1.0,4.0,0:18, ,,,21913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,86,1676753251.0,56851,2023-02-18 20:47:31.000000,EventFootballPass,2-6-VGS 30 (11:38) 12 L. Perez pass to 19 G. Allison to VGS 37 for 7 yards (18 D. Payne),,True,2,11,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,40,2302001-VGS-at-ARL,698,698,2498,11:38,3,3,Visitor,30,5,7,,,,0.0,70,6,3,22675,,,StatusOfficial,ResultPassComplete,,,,,2.0,6.0,2,7.0,Visitor,26.0,2.0,11.0,0:50, ,21207,22325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,88,1676753271.0,56871,2023-02-18 20:47:51.000000,EventFootballRush,1-10-VGS 37 (11:19) 5 D. Torrey rush to VGS 43 for 6 yards (51 A. Adeoye),,True,2,11,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,41,2302001-VGS-at-ARL,679,679,2479,11:19,3,3,Visitor,37,5,7,,,,0.0,63,6,3,21913,,,StatusOfficial,,,,,21570,1.0,10.0,2,6.0,Visitor,26.0,3.0,17.0,1:11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,90,1676753309.0,56909,2023-02-18 20:48:29.000000,EventFootballPass,2-4-VGS 43 (10:41) 12 L. Perez pass incomplete to 4 M. Bryant,,True,2,10,41,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,42,2302001-VGS-at-ARL,641,641,2441,10:41,3,3,Visitor,43,5,7,,,,0.0,57,6,3,,,,StatusOfficial,ResultPassIncomplete,,,,,2.0,4.0,1,,Visitor,26.0,4.0,17.0,1:35, ,21207,20218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,92,1676753346.0,56946,2023-02-18 20:49:06.000000,EventFootballPass,"3-4-VGS 43 (10:06) 12 L. Perez pass to 5 D. Torrey to VGS 44 for 1 yard (28 J. Hawkins, 29 S. Brown)",,True,2,10,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,43,2302001-VGS-at-ARL,606,606,2406,10:06,3,3,Visitor,43,5,7,,,,0.0,57,6,3,20654,,,StatusOfficial,ResultPassComplete,,,,,3.0,4.0,3,1.0,Visitor,26.0,5.0,18.0,2:35, ,21207,21570,20212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,94,1676753399.0,56999,2023-02-18 20:49:59.000000,EventFootballPunt,"4-3-VGS 44 (9:13) 17 M. Carrizosa punts 56 yards from VGS 44 to end zone, Touchback",,True,2,9,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,44,2302001-VGS-at-ARL,553,553,2353,9:13,3,3,Visitor,44,5,7,,,,0.0,56,6,3,,,,StatusOfficial,ResultKickTouchback,,Home,35.0,,4.0,3.0,,,Visitor,26.0,5.0,18.0,2:59,PUNT,,,,,,,,,,,,,21784,,56.0,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,96,1676753452.0,57052,2023-02-18 20:50:52.000000,EventFootballRush,1-10-ARL 35 (9:11) 23 K. Ford rush to ARL 38 for 3 yards (97 L. Stokes),,True,2,9,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,45,2302001-VGS-at-ARL,551,551,2351,9:11,3,3,Home,35,6,1,,,,1.0,65,6,3,21966,,,StatusOfficial,,,,,20502,1.0,10.0,2,3.0,Home,35.0,1.0,3.0,0:28, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,101,1676753487.0,57087,2023-02-18 20:51:27.000000,EventFootballPass,"2-7-ARL 38 (8:36) 9 D. Plitt pass to 80 S. Cannella to ARL 43 for 5 yards (28 C. Avery, 48 D. Calhoun)",,True,2,8,36,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,46,2302001-VGS-at-ARL,516,516,2316,8:36,3,3,Home,38,6,1,,,,1.0,62,6,3,20066,,,StatusOfficial,ResultPassComplete,,,,,2.0,7.0,2,5.0,Home,35.0,2.0,8.0,2:13, ,21243,22030,21744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,100,1676753564.0,57164,2023-02-18 20:52:44.000000,EventFootballTimeout,Timeout by Arlington Renegades at 7:54,,True,2,7,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,47,2302001-VGS-at-ARL,474,474,2274,7:54,3,3,Home,43,6,1,,,,1.0,57,6,3,,,,StatusOfficial,,,,,,3.0,2.0,,,Home,35.0,2.0,8.0,1:18, ,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,106,1676753689.0,57289,2023-02-18 20:54:49.000000,EventFootballRush,"3-2-ARL 43 (6:59) 23 K. Ford rush to ARL 43 for 0 yards Fumbled by 23 K. Ford,  Recovered by 23 K. Ford (90 J. Martin)",,True,2,6,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,48,2302001-VGS-at-ARL,419,419,2219,6:59,3,2,Home,43,6,1,,,,1.0,57,6,3,21948,,,StatusOfficial,,,Home,43.0,20502,3.0,2.0,2,0.0,Home,35.0,3.0,8.0,2:14,PUNT,,,,,,,,,,,,,,,,,,,1,20502,1,20502,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,105,1676753724.0,57324,2023-02-18 20:55:24.000000,EventFootballPunt,4-2-ARL 43 (6:59) 0 M. King punts 37 yards out of bounds at VGS 35,,True,2,6,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,49,2302001-VGS-at-ARL,419,419,2219,6:59,3,2,Home,43,6,1,,,,1.0,57,6,3,,,,StatusOfficial,ResultKickOutofbounds,,Visitor,35.0,,4.0,2.0,,,Home,35.0,3.0,8.0,2:14,PUNT,,,,,,,,,,,,,20891,,37.0,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,108,1676753864.0,57464,2023-02-18 20:57:44.000000,EventFootballPass,1-10-VGS 35 (6:55) 12 L. Perez pass to 13 J. Badet to VGS 47 for 12 yards (18 D. Payne),,True,2,6,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,50,2302001-VGS-at-ARL,415,415,2215,6:55,3,2,Visitor,35,7,7,,,,0.0,65,6,3,22675,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,1,12.0,Visitor,35.0,1.0,12.0,0:19, ,21207,20072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,110,1676753886.0,57486,2023-02-18 20:58:06.000000,EventFootballRush,1-10-VGS 47 (6:33) 15 R. Smith rush to VGS 47 for 0 yards (48 T. Laulile),,True,2,6,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,51,2302001-VGS-at-ARL,393,393,2193,6:33,3,2,Visitor,47,7,7,,,,0.0,53,6,3,20931,,,StatusOfficial,,,,,21447,1.0,10.0,2,0.0,Visitor,35.0,2.0,12.0,0:51, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,112,1676753929.0,57529,2023-02-18 20:58:49.000000,EventFootballPass,2-10-VGS 47 (5:51) 12 L. Perez pass to 15 R. Smith to ARL 47 for 6 yards (28 J. Hawkins),,True,2,5,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,52,2302001-VGS-at-ARL,351,351,2151,5:51,3,2,Visitor,47,7,7,,,,0.0,53,6,3,20654,,,StatusOfficial,ResultPassComplete,,,,,2.0,10.0,3,6.0,Visitor,35.0,3.0,18.0,1:35, ,21207,21447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,114,1676753963.0,57563,2023-02-18 20:59:23.000000,EventFootballPass,3-4-ARL 47 (5:16) 12 L. Perez pass to 4 M. Bryant to ARL 39 for 8 yards (18 D. Payne),,True,2,5,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,53,2302001-VGS-at-ARL,316,316,2116,5:16,3,2,Home,47,7,7,,,,0.0,47,6,3,22675,,,StatusOfficial,ResultPassComplete,,,,,3.0,4.0,3,8.0,Visitor,35.0,4.0,26.0,2:00, ,21207,20218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,116,1676753996.0,57596,2023-02-18 20:59:56.000000,EventFootballPass,"1-10-ARL 39 (4:43) 12 L. Perez pass to 13 J. Badet for 39 yards, TOUCHDOWN",,True,2,4,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,54,2302001-VGS-at-ARL,283,283,2083,4:43,3,2,Home,39,7,7,,,,0.0,39,6,3,,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,6,39.0,Visitor,35.0,5.0,65.0,2:18,TD,21207,20072,,ScoreTypeTd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,118,1676754035.0,57635,2023-02-18 21:00:35.000000,EventFootballPat2PtPass,12 L. Perez 2-pt conversion pass to 86 B. Dillon GOOD,,True,2,4,41,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,55,2302001-VGS-at-ARL,281,281,2081,4:41,3,2,Home,5,7,7,,,,0.0,5,12,3,,,,StatusOfficial,ResultPassComplete,,,,,,,3,5.0,,,,,,,21207,20392,,ScoreTypeConv,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,120,1676754128.0,57728,2023-02-18 21:02:08.000000,EventFootballKickoff,47 B. Giffen kicks from VGS 30. 12 A. Killins to ARL 36 for 31 yards (1 M. Harriel),,True,2,4,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,56,2302001-VGS-at-ARL,280,280,2080,4:40,3,2,Visitor,30,8,1,,,,1.0,30,14,3,21753,47,21207,StatusOfficial,ResultKickReturned,31.0,Home,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,122,1676754172.0,57772,2023-02-18 21:02:52.000000,EventFootballPass,1-10-ARL 36 (4:32) 9 D. Plitt pass to 85 T. Vaughns to ARL 47 for 11 yards (22 A. Sparks),,True,2,4,32,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,57,2302001-VGS-at-ARL,272,272,2072,4:32,3,2,Home,36,8,1,,,,1.0,64,14,3,21462,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,1,11.0,Home,36.0,1.0,11.0,0:26, ,21243,22363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,124,1676754205.0,57805,2023-02-18 21:03:25.000000,EventFootballPass,1-10-ARL 47 (3:58) 9 D. Plitt pass incomplete to 85 T. Vaughns,,True,2,3,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,58,2302001-VGS-at-ARL,238,238,2038,3:58,3,2,Home,47,8,1,,,,1.0,53,14,3,,,,StatusOfficial,ResultPassIncomplete,,,,,1.0,10.0,4,,Home,36.0,2.0,11.0,0:45, ,21243,22363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,126,1676754240.0,57840,2023-02-18 21:04:00.000000,EventFootballRush,"2-10-ARL 47 (3:29) 2 D. Smith rush to VGS 45 for 8 yards (11 P. Dawson, 25 M. Evans)",,True,2,3,29,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,59,2302001-VGS-at-ARL,209,209,2009,3:29,3,2,Home,47,8,1,,,,1.0,53,14,3,20374,,,StatusOfficial,,,,,22305,2.0,10.0,2,8.0,Home,36.0,3.0,19.0,1:35, ,,,20461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,128,1676754277.0,57877,2023-02-18 21:04:37.000000,EventFootballRush,"3-2-VGS 45 (2:52) 2 D. Smith rush to VGS 44 for 1 yard (97 L. Stokes, 11 P. Dawson)",,True,2,2,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,60,2302001-VGS-at-ARL,172,172,1972,2:52,3,2,Visitor,45,8,1,,,,1.0,45,14,3,21966,,,StatusOfficial,,,,,22305,3.0,2.0,2,1.0,Home,36.0,4.0,20.0,2:10, ,,,20374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,130,1676754316.0,57916,2023-02-18 21:05:16.000000,EventFootballRush,4-1-VGS 44 (2:12) 2 D. Smith rush to VGS 44 for 0 yards (11 P. Dawson),,True,2,2,12,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,61,2302001-VGS-at-ARL,132,132,1932,2:12,3,2,Visitor,44,8,1,,,,1.0,44,14,3,20374,,,StatusOfficial,,,,,22305,4.0,1.0,2,0.0,Home,36.0,5.0,20.0,2:29,DOWNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,132,1676754388.0,57988,2023-02-18 21:06:28.000000,EventFootballRush,1-10-VGS 44 (2:07) 14 C. Sweeting rush to VGS 45 for 1 yard (6 D. Lambert),,True,2,2,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,62,2302001-VGS-at-ARL,127,127,1927,2:07,3,2,Visitor,44,9,7,,,,0.0,56,14,3,20919,,,StatusOfficial,,,,,21507,1.0,10.0,1,1.0,Visitor,44.0,1.0,1.0,0:09, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,137,1676754633.0,58233,2023-02-18 21:10:33.000000,EventFootballPenalty,"2-9-VGS 45 (2:00) PENALTY on 77 Q. Eatmon, 5 yards",,True,2,2,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,63,2302001-VGS-at-ARL,120,120,1920,2:00,3,2,Visitor,45,9,7,,,,0.0,55,14,3,,,,StatusOfficial,,,,,,2.0,9.0,,,Visitor,44.0,2.0,,0:27, ,,,,,,7,20434,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,136,1676754664.0,58264,2023-02-18 21:11:04.000000,EventFootballRush,"2-14-VGS 40 (1:59) 8 J. Lovett rush to VGS 44 for 4 yards (6 D. Lambert, 18 D. Payne)",,True,2,1,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,64,2302001-VGS-at-ARL,119,119,1919,1:59,3,2,Visitor,40,9,7,,,,0.0,60,14,3,20919,,,StatusOfficial,,,,,21872,2.0,14.0,1,4.0,Visitor,44.0,2.0,,0:23, ,,,22675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,139,1676754733.0,58333,2023-02-18 21:12:13.000000,EventFootballPenalty,"3-10-VGS 44 (1:18) PENALTY on 56 L. Williams, 5 yards",,True,2,1,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,65,2302001-VGS-at-ARL,78,78,1878,1:18,3,2,Visitor,44,9,7,,,,0.0,56,14,3,,,,StatusOfficial,,,,,,3.0,10.0,,,Visitor,44.0,2.0,-5.0,0:50, ,,,,,,7,22847,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,141,1676754761.0,58361,2023-02-18 21:12:41.000000,EventFootballRush,3-15-VGS 39 (1:17) 14 C. Sweeting rush to VGS 44 for 5 yards (36 C. Schooler),,True,2,1,17,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,66,2302001-VGS-at-ARL,77,77,1877,1:17,3,2,Visitor,39,9,7,,,,0.0,61,14,3,21379,,,StatusOfficial,,,,,21507,3.0,15.0,2,5.0,Visitor,44.0,3.0,,0:56, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,143,1676754784.0,58384,2023-02-18 21:13:04.000000,EventFootballTimeout,Timeout by Arlington Renegades at 1:12,,True,2,1,12,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,67,2302001-VGS-at-ARL,72,72,1872,1:12,3,2,Visitor,44,9,7,,,,0.0,56,14,3,,,,StatusOfficial,,,,,,4.0,10.0,,,Visitor,44.0,3.0,,0:56, ,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,145,1676754837.0,58437,2023-02-18 21:13:57.000000,EventFootballPunt,4-10-VGS 44 (1:06) 17 M. Carrizosa punts 44 yards from VGS 44 to ARL 12. 4 J. Powell to ARL 35 for 23 yards (24 W. Adams),,True,2,1,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,68,2302001-VGS-at-ARL,66,66,1866,1:06,3,1,Visitor,44,9,7,,,,0.0,56,14,3,22302,,,StatusOfficial,ResultKickReturned,,Home,35.0,,4.0,10.0,,,Visitor,44.0,3.0,,1:06,PUNT,,,,,,,,,,,,,21784,21251,44.0,23.0,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
