season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,MapRoleRusher,MapRoleTackler1,Down,Distance,FootballStatus,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRoleKicker,MapRoleKickreturner,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,FootballMainScoringPlay,FootballConvAttPts,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRolePassDefender,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,FootballTimeoutTeamId,MapRoleSacker1,MapRoleInterceptor,MapRoleQbHitter,MapRoleTackler2,MapRoleSacker2,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,84,1678066596.0,74196,2023-03-06 01:36:36.000000,EventFootballPunt,"4-1-SA 34 (0:07) 0 B. Wing punts 40 yards from SA 34 to 4 W. Likely, Fair Catch at HOU 16",,True,1,0,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,37,2302012-SA-at-HOU,7,907,2707,0:07,3,2,Visitor,34,5,3,,,,0.0,66,7,8,,,4.0,1.0,StatusOfficial,,Visitor,10.0,4.0,24.0,2:25,PUNT,,,ResultKickFaircatch,,Home,16.0,,,,,2,20368,10.0,ResultPenaltyRepeatdown,NA,,21706,22601,40.0,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,85,1678066665.0,74265,2023-03-06 01:37:45.000000,EventFootballRush,1-10-HOU 16 (0:02) 22 M. Borghi rush to HOU 24 for 8 yards (28 J. Koerner),,True,1,0,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,38,2302012-SA-at-HOU,2,902,2702,0:02,3,2,Home,16,6,2,,,,1.0,84,7,8,20149,20901,1.0,10.0,StatusOfficial,8.0,Home,16.0,1.0,8.0,0:07, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,87,1678066880.0,74480,2023-03-06 01:41:20.000000,EventFootballRush,2-2-HOU 24 (14:57) 14 C. McDonald rush to HOU 23 for -1 yards (28 J. Koerner),,True,2,14,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,39,2302012-SA-at-HOU,897,897,2697,14:57,3,2,Home,24,6,2,,,,1.0,76,7,8,21982,20901,2.0,2.0,StatusOfficial,-1.0,Home,16.0,2.0,7.0,0:28, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,89,1678066921.0,74521,2023-03-06 01:42:01.000000,EventFootballRush,3-3-HOU 23 (14:17) 22 M. Borghi rush to HOU 28 for 5 yards (42 M. Tverdov),,True,2,14,17,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,40,2302012-SA-at-HOU,857,857,2657,14:17,3,2,Home,23,6,2,,,,1.0,77,7,8,20149,21589,3.0,3.0,StatusOfficial,5.0,Home,16.0,3.0,12.0,1:23, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,92,1678066955.0,74555,2023-03-06 01:42:35.000000,EventFootballRush,1-10-HOU 28 (13:42) 22 M. Borghi rush to HOU 32 for 4 yards (50 K. Smith),,True,2,13,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,41,2302012-SA-at-HOU,822,822,2622,13:42,3,2,Home,28,6,2,,,,1.0,72,7,8,20149,22879,1.0,10.0,StatusOfficial,4.0,Home,16.0,4.0,16.0,1:32, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,95,1678067197.0,74797,2023-03-06 01:46:37.000000,EventFootballPass,2-6-HOU 32 (13:13) 12 B. Silvers pass to 1 D. Burnett to HOU 45 for 13 yards (1 L. Barcoo),,True,2,13,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,42,2302012-SA-at-HOU,793,793,2593,13:13,3,2,Home,32,6,2,,,,1.0,68,7,8,,20087,2.0,6.0,StatusOfficial,13.0,Home,16.0,5.0,29.0,2:08, ,,,ResultPassComplete,,,,21984,20229,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,97,1678067235.0,74835,2023-03-06 01:47:15.000000,EventFootballPass,1-10-HOU 45 (12:36) 12 B. Silvers pass to 13 J. Kirklin to SA 28 for 27 yards (8 K. Kelly),,True,2,12,36,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,43,2302012-SA-at-HOU,756,756,2556,12:36,3,2,Home,45,6,2,,,,1.0,55,7,8,,22884,1.0,10.0,StatusOfficial,27.0,Home,16.0,6.0,56.0,2:45, ,,,ResultPassComplete,,,,21984,20896,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,99,1678067366.0,74966,2023-03-06 01:49:26.000000,EventFootballPass,1-10-SA 28 (11:57) 12 B. Silvers pass to 10 J. Smith to SA 3 for 25 yards (22 R. Texada),,True,2,11,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,44,2302012-SA-at-HOU,717,717,2517,11:57,3,2,Visitor,28,6,2,,,,1.0,28,7,8,,22376,1.0,10.0,StatusOfficial,25.0,Home,16.0,7.0,81.0,3:28, ,,,ResultPassComplete,,,,21984,21441,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,101,1678067411.0,75011,2023-03-06 01:50:11.000000,EventFootballTimeout,Timeout by Houston Roughnecks at 11:21,,True,2,11,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,45,2302012-SA-at-HOU,681,681,2481,11:21,3,2,Visitor,3,6,2,,,,1.0,3,7,8,,,1.0,3.0,StatusOfficial,,Home,16.0,7.0,81.0,3:46, ,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,103,1678067473.0,75073,2023-03-06 01:51:13.000000,EventFootballPass,"1-3-SA 3 (11:16) 12 B. Silvers pass to 13 J. Kirklin for 3 yards, TOUCHDOWN",,True,2,11,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,46,2302012-SA-at-HOU,676,676,2476,11:16,3,1,Visitor,3,6,2,,,,1.0,3,7,8,,,1.0,3.0,StatusOfficial,3.0,Home,16.0,8.0,84.0,3:51,TD,,,ResultPassComplete,,,,21984,20896,ScoreTypeTd,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,106,1678067501.0,75101,2023-03-06 01:51:41.000000,EventFootballPat2PtPass,14 C. McDonald 2-pt conversion pass to 1 D. Burnett NO GOOD,,True,2,11,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,47,2302012-SA-at-HOU,676,676,2476,11:16,3,1,Visitor,5,6,2,,,,1.0,5,7,14,,,,,StatusOfficial,,,,,,,,,,ResultPassInterception,,,,21982,20229,,2.0,,,,,,,,,,,,,20087,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,108,1678067740.0,75340,2023-03-06 01:55:40.000000,EventFootballKickoff,8 H. Duplessis kicks from HOU 30. 10 T. Jonsen to SA 29 for 22 yards (33 T. Harris),,True,2,11,14,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,48,2302012-SA-at-HOU,674,674,2474,11:14,3,1,Home,30,7,3,,,,0.0,30,7,14,,22857,,,StatusOfficial,,,,,,,,22884,21441,ResultKickReturned,22.0,Visitor,29.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,111,1678067813.0,75413,2023-03-06 01:56:53.000000,EventFootballPenalty,"1-10-SA 29 (11:03) PENALTY on 59 L. Juriga, 10 yards",,True,2,11,3,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,49,2302012-SA-at-HOU,663,663,2463,11:03,3,1,Visitor,29,7,3,,,,0.0,71,7,14,,,1.0,10.0,StatusOfficial,,Visitor,29.0,,-10.0,0:25, ,,,,,,,,,,,3,20864,10.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,113,1678067843.0,75443,2023-03-06 01:57:23.000000,EventFootballPass,1-20-SA 19 (10:43) 16 J. Coan pass incomplete to 9 J. Patrick,,True,2,10,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,50,2302012-SA-at-HOU,643,643,2443,10:43,3,1,Visitor,19,7,3,,,,0.0,81,7,14,,,1.0,20.0,StatusOfficial,,Visitor,29.0,1.0,-10.0,0:33, ,,,ResultPassIncomplete,,,,20301,21196,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,115,1678067912.0,75512,2023-03-06 01:58:32.000000,EventFootballPenalty,"2-20-SA 19 (10:10) PENALTY on San Antonio Brahmas, 5 yards",,True,2,10,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,51,2302012-SA-at-HOU,610,610,2410,10:10,3,1,Visitor,19,7,3,,,,0.0,81,7,14,,,2.0,20.0,StatusOfficial,,Visitor,29.0,1.0,-15.0,1:12, ,,,,,,,,,,,3,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,117,1678067938.0,75538,2023-03-06 01:58:58.000000,EventFootballPass,2-25-SA 14 (9:46) 16 J. Coan pass dropped by 88 A. Mack,,True,2,9,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,52,2302012-SA-at-HOU,586,586,2386,9:46,3,1,Visitor,14,7,3,,,,0.0,86,7,14,,,2.0,25.0,StatusOfficial,,Visitor,29.0,2.0,-15.0,1:30, ,,,ResultPassDropped,,,,20301,21765,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,119,1678067978.0,75578,2023-03-06 01:59:38.000000,EventFootballPenalty,"3-25-SA 14 (9:22) PENALTY on 77 C. Okeke, 5 yards",,True,2,9,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,53,2302012-SA-at-HOU,562,562,2362,9:22,3,1,Visitor,14,7,3,,,,0.0,86,7,14,,,3.0,25.0,StatusOfficial,,Visitor,29.0,2.0,-20.0,1:54, ,,,,,,,,,,,3,21954,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,165,1678068017.0,75617,2023-03-06 02:00:17.000000,EventFootballPass,3-30-SA 9 (9:03) 16 J. Coan pass to 88 A. Mack to SA 21 for 12 yards (11 T. Beckett),,True,2,9,3,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,54,2302012-SA-at-HOU,543,543,2343,9:03,3,1,Visitor,9,7,3,,,,0.0,91,7,14,,20107,3.0,30.0,StatusOfficial,12.0,Visitor,29.0,3.0,-8.0,2:36, ,,,ResultPassComplete,,,,20301,21765,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,124,1678068048.0,75648,2023-03-06 02:00:48.000000,EventFootballPunt,"4-18-SA 21 (8:33) 0 B. Wing punts 51 yards from SA 21 to 4 W. Likely, Fair Catch at HOU 28",,True,2,8,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,55,2302012-SA-at-HOU,513,513,2313,8:33,3,1,Visitor,21,7,3,,,,0.0,79,7,14,,,4.0,18.0,StatusOfficial,,Visitor,29.0,3.0,-8.0,2:43,PUNT,,,ResultKickFaircatch,,Home,28.0,,,,,,,,,,,21706,22601,51.0,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,126,1678068098.0,75698,2023-03-06 02:01:38.000000,EventFootballRush,1-10-HOU 28 (8:27) 22 M. Borghi rush to HOU 24 for -4 yards (21 S. Williams),,True,2,8,27,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,56,2302012-SA-at-HOU,507,507,2307,8:27,3,1,Home,28,8,2,,,,1.0,72,7,14,20149,22819,1.0,10.0,StatusOfficial,-4.0,Home,28.0,1.0,-4.0,0:17, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,128,1678068131.0,75731,2023-03-06 02:02:11.000000,EventFootballPass,2-14-HOU 24 (7:54) 12 B. Silvers pass to 22 M. Borghi to HOU 36 for 12 yards (5 T. Adewusi),,True,2,7,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,57,2302012-SA-at-HOU,474,474,2274,7:54,3,1,Home,24,8,2,,,,1.0,76,7,14,,20008,2.0,14.0,StatusOfficial,12.0,Home,28.0,2.0,8.0,1:02, ,,,ResultPassComplete,,,,21984,20149,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,130,1678068178.0,75778,2023-03-06 02:02:58.000000,EventFootballRush,3-2-HOU 36 (7:08) 22 M. Borghi rush to HOU 43 for 7 yards (5 T. Adewusi),,True,2,7,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,58,2302012-SA-at-HOU,428,428,2228,7:08,3,1,Home,36,8,2,,,,1.0,64,7,14,20149,20008,3.0,2.0,StatusOfficial,7.0,Home,28.0,3.0,15.0,1:36, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,135,1678068214.0,75814,2023-03-06 02:03:34.000000,EventFootballPass,"1-10-HOU 43 (6:31) 12 B. Silvers pass to 26 B. Alleyne to SA 32 for 25 yards (5 T. Adewusi) PENALTY on 21 S. Williams, 15 yards",,True,2,6,31,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,59,2302012-SA-at-HOU,391,391,2191,6:31,3,1,Home,43,8,2,,,,1.0,57,7,14,,20008,1.0,10.0,StatusOfficial,25.0,Home,28.0,4.0,55.0,2:17, ,,,ResultPassComplete,,,,21984,20033,,,3,22819,15.0,ResultPenaltyOnkickoffpat,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,134,1678068293.0,75893,2023-03-06 02:04:53.000000,EventFootballPass,1-10-SA 17 (6:05) 12 B. Silvers pass incomplete to 6 T. Harris,,True,2,6,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,60,2302012-SA-at-HOU,365,365,2165,6:05,3,1,Visitor,17,8,2,,,,1.0,17,7,14,,,1.0,10.0,StatusOfficial,,Home,28.0,5.0,55.0,2:29, ,,,ResultPassIncomplete,,,,21984,20642,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,138,1678068329.0,75929,2023-03-06 02:05:29.000000,EventFootballRush,2-10-SA 17 (5:38) 14 C. McDonald rush to SA 18 for -1 yards (15 J. Williams),,True,2,5,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,61,2302012-SA-at-HOU,338,338,2138,5:38,3,1,Visitor,17,8,2,,,,1.0,17,7,14,21982,21974,2.0,10.0,StatusOfficial,-1.0,Home,28.0,6.0,54.0,3:32, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,140,1678068381.0,75981,2023-03-06 02:06:21.000000,EventFootballTimeout,Timeout by San Antonio Brahmas at 5:01,,True,2,5,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,62,2302012-SA-at-HOU,301,301,2101,5:01,3,1,Visitor,18,8,2,,,,1.0,18,7,14,,,3.0,11.0,StatusOfficial,,Home,28.0,6.0,54.0,3:32, ,,,,,,,,,,,,,,,,,,,,,3,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,145,1678068453.0,76053,2023-03-06 02:07:33.000000,EventFootballPass,"3-11-SA 18 (4:54) 12 B. Silvers pass to 1 D. Burnett for 18 yards, TOUCHDOWN",,True,2,4,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,63,2302012-SA-at-HOU,294,294,2094,4:54,2,1,Visitor,18,8,2,,,,1.0,18,7,14,,,3.0,11.0,StatusOfficial,18.0,Home,28.0,7.0,72.0,3:39,TD,,,ResultPassComplete,,,,21984,20229,ScoreTypeTd,,,,,,,,,,,,,,,21740,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,144,1678068503.0,76103,2023-03-06 02:08:23.000000,EventFootballPat2PtRush,14 C. McDonald 2-pt conversion rush attempt GOOD,,True,2,4,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,64,2302012-SA-at-HOU,294,294,2094,4:54,2,1,Visitor,5,8,2,,,,1.0,5,7,20,21982,,,,StatusOfficial,5.0,,,,,,,,,,,,,,,ScoreTypeConv,2.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,148,1678068593.0,76193,2023-03-06 02:09:53.000000,EventFootballKickoff,8 H. Duplessis kicks from HOU 30. 10 T. Jonsen to SA 23 for 8 yards (24 A. Myres),,True,2,4,50,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,65,2302012-SA-at-HOU,290,290,2090,4:50,2,1,Home,30,9,3,,,,0.0,30,7,22,,22032,,,StatusOfficial,,,,,,,,22884,21441,ResultKickReturned,8.0,Visitor,23.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,150,1678068633.0,76233,2023-03-06 02:10:33.000000,EventFootballRush,1-10-SA 23 (4:45) 11 K. Ballage rush to SA 25 for 2 yards (97 G. Logan),,True,2,4,45,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,66,2302012-SA-at-HOU,285,285,2085,4:45,2,1,Visitor,23,9,3,,,,0.0,77,7,22,22034,21946,1.0,10.0,StatusOfficial,2.0,Visitor,23.0,1.0,2.0,0:26, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,152,1678068674.0,76274,2023-03-06 02:11:14.000000,EventFootballPass,2-8-SA 25 (4:05) 16 J. Coan pass to 6 F. Brown to SA 31 for 6 yards (4 W. Likely),,True,2,4,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,67,2302012-SA-at-HOU,245,245,2045,4:05,2,1,Visitor,25,9,3,,,,0.0,75,7,22,,22601,2.0,8.0,StatusOfficial,6.0,Visitor,23.0,2.0,8.0,1:02, ,,,ResultPassComplete,,,,20301,20203,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,155,1678068712.0,76312,2023-03-06 02:11:52.000000,EventFootballPass,3-2-SA 31 (3:28) 16 J. Coan pass incomplete to 18 T. Vasher,,True,2,3,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,68,2302012-SA-at-HOU,208,208,2008,3:28,2,1,Visitor,31,9,3,,,,0.0,69,7,22,,,3.0,2.0,StatusOfficial,,Visitor,23.0,3.0,8.0,1:48, ,,,ResultPassIncomplete,,,,20301,21898,,,,,,,,20633,,,,,,,,21946,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,157,1678068880.0,76480,2023-03-06 02:14:40.000000,EventFootballPunt,4-2-SA 31 (2:58) 0 B. Wing punts 60 yards from SA 31 to HOU 9. 4 W. Likely to HOU 13 for 4 yards (10 T. Jonsen),,True,2,2,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,69,2302012-SA-at-HOU,178,178,1978,2:58,1,1,Visitor,31,9,3,,,,0.0,69,7,22,,21441,4.0,2.0,StatusOfficial,,Visitor,23.0,3.0,8.0,1:56,PUNT,,,ResultKickReturned,,Home,13.0,,,,,,,,,,,21706,22601,60.0,4.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,159,1678068942.0,76542,2023-03-06 02:15:42.000000,EventFootballRush,1-10-HOU 13 (2:45) 22 M. Borghi rush to HOU 24 for 11 yards (5 T. Adewusi),,True,2,2,45,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,70,2302012-SA-at-HOU,165,165,1965,2:45,1,1,Home,13,10,2,,,,1.0,87,7,22,20149,20008,1.0,10.0,StatusOfficial,11.0,Home,13.0,1.0,11.0,0:15, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,164,1678068985.0,76585,2023-03-06 02:16:25.000000,EventFootballPass,1-10-HOU 24 (2:02) 12 B. Silvers pass to 6 T. Harris to SA 34 for 42 yards (5 T. Adewusi),,True,2,2,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,71,2302012-SA-at-HOU,122,122,1922,2:02,1,1,Home,24,10,2,,,,1.0,76,7,22,,20008,1.0,10.0,StatusOfficial,42.0,Home,13.0,2.0,53.0,0:52, ,,,ResultPassComplete,,,,21984,20642,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,167,1678069208.0,76808,2023-03-06 02:20:08.000000,EventFootballPass,1-10-SA 34 (1:55) 12 B. Silvers pass incomplete to 1 D. Burnett,,True,2,1,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,72,2302012-SA-at-HOU,115,115,1915,1:55,1,1,Visitor,34,10,2,,,,1.0,34,7,22,,,1.0,10.0,StatusOfficial,,Home,13.0,3.0,53.0,0:57, ,,,ResultPassIncomplete,,,,21984,20229,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,169,1678069243.0,76843,2023-03-06 02:20:43.000000,EventFootballRush,"2-10-SA 34 (1:52) 26 B. Alleyne rush to SA 31 for 3 yards (45 D. Scott) PENALTY on 77 R. Pope, 10 yards",,True,2,1,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,73,2302012-SA-at-HOU,112,112,1912,1:52,1,1,Visitor,34,10,2,,,,1.0,34,7,22,20033,22844,2.0,10.0,StatusOfficial,3.0,Home,13.0,4.0,46.0,1:04, ,,,,,,,,,,,2,22682,10.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_5_SA@HOU,SA,3,HOU,2,172,1678069305.0,76905,2023-03-06 02:21:45.000000,EventFootballPass,2-17-SA 41 (1:45) 12 B. Silvers pass incomplete to 1 D. Burnett,,True,2,1,45,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_SA@HOU,,QBStat,74,2302012-SA-at-HOU,105,105,1905,1:45,1,1,Visitor,41,10,2,,,,1.0,41,7,22,,,2.0,17.0,StatusOfficial,,Home,13.0,5.0,46.0,1:07, ,,,ResultPassIncomplete,,,,21984,20229,,,,,,,,20087,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
