season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,MapRoleTackler2,down,ydstogo,FootballYards,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRolePassDefender,MapRoleSacker1,FootballTimeoutTeamId,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,FootballConvAttPts,MapRoleQbHitter,MapRoleInterceptor,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,65,1682292982.0,70582,2023-04-23 23:36:22.000000,EventFootballPunt,4-7-VGS 33 (14:53) 17 M. Carrizosa punts 48 yards from VGS 33 to SEA 19. 86 K. McKnight to SEA 21 for 2 yards (9 D. Anderson),,True,2,14,53,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,31,2302040-VGS-at-SEA,893,893,2693,14:53,7,,,0.0,VGS,SEA,0.0,3,3,3.0,3.0,Visitor,33,5,67.0,0,0,0,20039,,,StatusOfficial,ResultKickReturned,,Home,21.0,,,4.0,7.0,,,,,,,Visitor,30.0,3.0,3.0,1:29,PUNT,,,21784,21875,48.0,2.0,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,67,1682293037.0,70637,2023-04-23 23:37:17.000000,EventFootballPass,1-10-SEA 21 (14:39) 6 B. DiNucci pass incomplete to 0 J. Gordon,,True,2,14,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,32,2302040-VGS-at-SEA,879,879,2679,14:39,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Home,21,6,79.0,0,0,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,1.0,10.0,,,,,,,Home,21.0,1.0,,0:14, ,21979,22840,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,69,1682293076.0,70676,2023-04-23 23:37:56.000000,EventFootballTimeout,2-10-SEA 21 (14:08) Timeout by Seattle Sea Dragons at 14:08,,True,2,14,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,33,2302040-VGS-at-SEA,848,848,2648,14:08,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Home,21,6,79.0,0,0,0,,,,StatusOfficial,,,,,,,2.0,10.0,,,,,,,Home,21.0,1.0,,0:40, ,,,,,,,,,6,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,72,1682293132.0,70732,2023-04-23 23:38:52.000000,EventFootballPass,2-10-SEA 21 (14:02) 6 B. DiNucci pass incomplete to 0 J. Gordon Pass Defended by 9 D. Anderson,,True,2,14,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,34,2302040-VGS-at-SEA,842,842,2642,14:02,6,,,1.0,SEA,VGS,0.0,3,2,2.0,2.0,Home,21,6,79.0,0,0,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,2.0,10.0,,,,,,,Home,21.0,2.0,,0:57, ,21979,22840,,,,,20039,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,74,1682293169.0,70769,2023-04-23 23:39:29.000000,EventFootballPass,3-10-SEA 21 (13:29) 6 B. DiNucci pass to 80 B. Jackson to SEA 27 for 6 yards (31 J. Summers),,True,2,13,29,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,35,2302040-VGS-at-SEA,809,809,2609,13:29,6,,,1.0,SEA,VGS,0.0,3,2,2.0,2.0,Home,21,6,79.0,0,0,0,22754,,,StatusOfficial,ResultPassComplete,,,,,,3.0,10.0,6.0,,,,,,Home,21.0,3.0,6.0,1:30, ,21979,20761,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,76,1682293214.0,70814,2023-04-23 23:40:14.000000,EventFootballPunt,4-4-SEA 27 (12:46) 10 C. Nizialek punts 41 yards from SEA 27 to VGS 32. 10 M. Sexton to VGS 35 for 3 yards (32 Q. Cole),,True,2,12,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,36,2302040-VGS-at-SEA,766,766,2566,12:46,6,,,1.0,SEA,VGS,0.0,3,2,2.0,2.0,Home,27,6,73.0,0,0,0,20311,,,StatusOfficial,ResultKickReturned,,Visitor,35.0,,,4.0,4.0,,,,,,,Home,21.0,3.0,6.0,2:07,PUNT,,,21997,21882,41.0,3.0,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,78,1682293257.0,70857,2023-04-23 23:40:57.000000,EventFootballRush,1-10-VGS 35 (12:42) 8 J. Lovett rush to VGS 36 for 1 yard (97 N. Lalos),,True,2,12,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,37,2302040-VGS-at-SEA,762,762,2562,12:42,7,,,0.0,VGS,SEA,0.0,3,2,3.0,3.0,Visitor,35,7,65.0,0,0,0,20918,,,StatusOfficial,,,,,21872,,1.0,10.0,1.0,,,,,,Visitor,35.0,1.0,1.0,0:11, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,80,1682293301.0,70901,2023-04-23 23:41:41.000000,EventFootballPenalty,"2-9-VGS 36 (12:09) PENALTY on (VGS) 56 L. Williams, 5 yards",,True,2,12,9,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,38,2302040-VGS-at-SEA,729,729,2529,12:09,7,,,0.0,VGS,SEA,0.0,3,2,3.0,3.0,Visitor,36,7,64.0,0,0,0,,,,StatusOfficial,,,,,,,2.0,9.0,,,,,,,Visitor,35.0,1.0,-4.0,0:35, ,,,,,,,,,,7,22847,5.0,ResultPenaltyRepeatdown,NA,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,82,1682293341.0,70941,2023-04-23 23:42:21.000000,EventFootballPass,2-14-VGS 31 (11:43) 3 J. McClendon pass incomplete to 13 J. Badet,,True,2,11,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,39,2302040-VGS-at-SEA,703,703,2503,11:43,7,,,0.0,VGS,SEA,0.0,3,2,3.0,3.0,Visitor,31,7,69.0,0,0,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,2.0,14.0,,,,,,,Visitor,35.0,2.0,-4.0,1:01, ,21022,20072,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,84,1682293380.0,70980,2023-04-23 23:43:00.000000,EventFootballPass,3-14-VGS 31 (11:08) 3 J. McClendon pass to 19 G. Allison to VGS 35 for 4 yards (1 B. Thompson),,True,2,11,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,40,2302040-VGS-at-SEA,668,668,2468,11:08,7,,,0.0,VGS,SEA,0.0,3,2,3.0,3.0,Visitor,31,7,69.0,0,0,0,22377,,,StatusOfficial,ResultPassComplete,,,,,,3.0,14.0,4.0,,,,,,Visitor,35.0,3.0,,1:52, ,21022,22325,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,86,1682293416.0,71016,2023-04-23 23:43:36.000000,EventFootballPunt,4-10-VGS 35 (10:31) 17 M. Carrizosa punts 49 yards from VGS 35 to SEA 16. 86 K. McKnight to SEA 26 for 10 yards (45 M. Spaight),,True,2,10,31,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,41,2302040-VGS-at-SEA,631,631,2431,10:31,7,,,0.0,VGS,SEA,0.0,3,2,3.0,3.0,Visitor,35,7,65.0,0,0,0,22885,,,StatusOfficial,ResultKickReturned,,Home,26.0,,,4.0,10.0,,,,,,,Visitor,35.0,3.0,,2:15,PUNT,,,21784,21875,49.0,10.0,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,88,1682293639.0,71239,2023-04-23 23:47:19.000000,EventFootballPass,1-10-SEA 26 (10:23) 6 B. DiNucci pass incomplete to 88 J. Veasy Pass Defended by 26 M. Smith,,True,2,10,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,42,2302040-VGS-at-SEA,623,623,2423,10:23,6,,,1.0,SEA,VGS,0.0,3,2,2.0,2.0,Home,26,8,74.0,0,0,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,1.0,10.0,,,,,,,Home,26.0,1.0,,0:05, ,21979,22306,,,,,21444,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,90,1682293675.0,71275,2023-04-23 23:47:55.000000,EventFootballPass,2-10-SEA 26 (9:54) 6 B. DiNucci pass to 4 J. Green to SEA 31 for 5 yards (6 K. Kennedy),,True,2,9,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,43,2302040-VGS-at-SEA,594,594,2394,9:54,6,,,1.0,SEA,VGS,0.0,3,2,2.0,2.0,Home,26,8,74.0,0,0,0,21943,,,StatusOfficial,ResultPassComplete,,,,,,2.0,10.0,5.0,,,,,,Home,26.0,2.0,5.0,0:43, ,21979,22035,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,92,1682293709.0,71309,2023-04-23 23:48:29.000000,EventFootballPass,3-5-SEA 31 (9:21) 6 B. DiNucci pass incomplete to 88 J. Veasy,,True,2,9,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,44,2302040-VGS-at-SEA,561,561,2361,9:21,6,,,1.0,SEA,VGS,0.0,3,2,2.0,2.0,Home,31,8,69.0,0,0,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,3.0,5.0,,,,,,,Home,26.0,3.0,5.0,1:11, ,21979,22306,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,95,1682293750.0,71350,2023-04-23 23:49:10.000000,EventFootballPunt,"4-5-SEA 31 (8:42) 10 C. Nizialek punts 50 yards from SEA 31 to VGS 19. 10 M. Sexton to VGS 20 for 1 yards (33 A. Holder, 19 T. Hammonds)",,True,2,8,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,45,2302040-VGS-at-SEA,522,522,2322,8:42,6,,,1.0,SEA,VGS,0.0,3,2,2.0,2.0,Home,31,8,69.0,0,0,0,22552,,,StatusOfficial,ResultKickReturned,,Visitor,20.0,,20620,4.0,5.0,,,,,,,Home,26.0,3.0,5.0,1:49,PUNT,,,21997,21882,50.0,1.0,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,97,1682293973.0,71573,2023-04-23 23:52:53.000000,EventFootballRush,1-10-VGS 20 (8:31) 8 J. Lovett rush to VGS 28 for 8 yards (51 T. Skipper),,True,2,8,31,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,46,2302040-VGS-at-SEA,511,511,2311,8:31,7,,,0.0,VGS,SEA,0.0,3,2,3.0,3.0,Visitor,20,9,80.0,0,0,0,21422,,,StatusOfficial,,,,,21872,,1.0,10.0,8.0,,,,,,Visitor,20.0,1.0,8.0,0:16, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,99,1682294018.0,71618,2023-04-23 23:53:38.000000,EventFootballPenalty,"2-2-VGS 28 (8:05) PENALTY on (SEA) 48 S. Miller, 5 yards",,True,2,8,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,47,2302040-VGS-at-SEA,485,485,2285,8:05,7,,,0.0,VGS,SEA,0.0,3,2,3.0,3.0,Visitor,28,9,72.0,0,0,0,,,,StatusOfficial,,,,,,,2.0,2.0,,,,,,,Visitor,20.0,1.0,13.0,0:34, ,,,,,,,,,,6,22630,5.0,ResultPenaltyRepeatdown,NA,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,101,1682294045.0,71645,2023-04-23 23:54:05.000000,EventFootballRush,1-10-VGS 33 (7:44) 8 J. Lovett rush to VGS 35 for 2 yards (96 D. Joseph),,True,2,7,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,48,2302040-VGS-at-SEA,464,464,2264,7:44,7,,,0.0,VGS,SEA,0.0,3,2,3.0,3.0,Visitor,33,9,67.0,0,0,0,21869,,,StatusOfficial,,,,,21872,,1.0,10.0,2.0,,,,,,Visitor,20.0,2.0,15.0,1:11, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,103,1682294081.0,71681,2023-04-23 23:54:41.000000,EventFootballPass,2-8-VGS 35 (7:08) 3 J. McClendon pass incomplete to 86 B. Dillon Pass Defended by 32 Q. Cole,,True,2,7,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,49,2302040-VGS-at-SEA,428,428,2228,7:08,7,,,0.0,VGS,SEA,0.0,3,2,3.0,3.0,Visitor,35,9,65.0,0,0,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,2.0,8.0,,,,,,,Visitor,20.0,3.0,15.0,1:30, ,21022,20392,,,,,20311,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,105,1682294118.0,71718,2023-04-23 23:55:18.000000,EventFootballSack,3-8-VGS 35 (6:38) 3 J. McClendon sacked at VGS 29 for -6 yards (51 T. Skipper),,True,2,6,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,50,2302040-VGS-at-SEA,398,398,2198,6:38,7,,,0.0,VGS,SEA,0.0,3,2,3.0,3.0,Visitor,35,9,65.0,0,0,0,,,,StatusOfficial,,,,,,,3.0,8.0,-6.0,,,,,,Visitor,20.0,4.0,9.0,2:10, ,21022,,,,,,,21422,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,107,1682294156.0,71756,2023-04-23 23:55:56.000000,EventFootballPunt,"4-14-VGS 29 (6:00) 17 M. Carrizosa punts 47 yards from VGS 29 to SEA 24. 86 K. McKnight to SEA 34 for 10 yards (16 T. Koontz, 45 M. Spaight)",,True,2,6,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,51,2302040-VGS-at-SEA,360,360,2160,6:00,7,,,0.0,VGS,SEA,0.0,3,2,3.0,3.0,Visitor,29,9,71.0,0,0,0,20903,,,StatusOfficial,ResultKickReturned,,Home,34.0,,22885,4.0,14.0,,,,,,,Visitor,20.0,4.0,9.0,2:42,PUNT,,,21784,21875,47.0,10.0,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,109,1682294205.0,71805,2023-04-23 23:56:45.000000,EventFootballPass,"1-10-SEA 34 (5:50) 6 B. DiNucci pass to 0 J. Gordon to SEA 43 for 9 yards (26 M. Smith, 6 K. Kennedy)",,True,2,5,50,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,52,2302040-VGS-at-SEA,350,350,2150,5:50,6,,,1.0,SEA,VGS,0.0,3,2,2.0,2.0,Home,34,10,66.0,0,0,0,21444,,,StatusOfficial,ResultPassComplete,,,,,21943,1.0,10.0,9.0,,,,,,Home,34.0,1.0,9.0,0:17, ,21979,22840,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,128,1682294239.0,71839,2023-04-23 23:57:19.000000,EventFootballPass,"2-1-SEA 43 (5:16) 6 B. DiNucci pass to 0 J. Gordon to VGS 41 for 16 yards Fumbled by 0 J. Gordon,  Forced by 6 K. Kennedy Recovered by 4 J. Green (6 K. Kennedy)",,True,2,5,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,53,2302040-VGS-at-SEA,316,316,2116,5:16,6,,,1.0,SEA,VGS,0.0,3,2,2.0,2.0,Home,43,10,57.0,0,0,0,21943,,,StatusOfficial,ResultPassComplete,,Visitor,41.0,,,2.0,1.0,16.0,6,22840,6,22035,21943,Home,34.0,2.0,9.0,1:38, ,21979,22840,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,132,1682294309.0,71909,2023-04-23 23:58:29.000000,EventFootballPass,"1-10-VGS 41 (4:40) 6 B. DiNucci pass to 80 B. Jackson to VGS 37 for 4 yards (26 M. Smith, 99 D. Vaeao)",,True,2,4,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,54,2302040-VGS-at-SEA,280,280,2080,4:40,6,,,1.0,SEA,VGS,0.0,3,2,2.0,2.0,Visitor,41,10,41.0,0,0,0,21444,,,StatusOfficial,ResultPassComplete,,,,,22785,1.0,10.0,4.0,,,,,,Home,34.0,3.0,13.0,2:03, ,21979,20761,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,130,1682294324.0,71924,2023-04-23 23:58:44.000000,EventFootballRush,"2-6-VGS 37 (3:51) 19 T. Hammonds rush to VGS 34 for 3 yards (28 C. Avery, 25 M. Evans)",,True,2,3,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,55,2302040-VGS-at-SEA,231,231,2031,3:51,6,,,1.0,SEA,VGS,0.0,3,2,2.0,2.0,Visitor,37,10,37.0,0,0,0,20066,,,StatusOfficial,,,,,20620,20461,2.0,6.0,3.0,,,,,,Home,34.0,4.0,16.0,2:11, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,122,1682294367.0,71967,2023-04-23 23:59:27.000000,EventFootballRush,3-3-VGS 34 (3:10) 6 B. DiNucci rush to VGS 26 for 8 yards (6 K. Kennedy),,True,2,3,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,56,2302040-VGS-at-SEA,190,190,1990,3:10,6,,,1.0,SEA,VGS,0.0,3,2,2.0,2.0,Visitor,34,10,34.0,0,0,0,21943,,,StatusOfficial,,,,,21979,,3.0,3.0,8.0,,,,,,Home,34.0,5.0,40.0,2:59, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,125,1682294505.0,72105,2023-04-24 00:01:45.000000,EventFootballRush,1-10-VGS 26 (2:51) 89 C. Taumoepeau rush to VGS 17 for 9 yards (0 P. Taumoepenu),,True,2,2,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,57,2302040-VGS-at-SEA,171,171,1971,2:51,6,,,1.0,SEA,VGS,0.0,2,2,2.0,2.0,Visitor,26,10,26.0,0,0,0,21968,,,StatusOfficial,,,,,21967,,1.0,10.0,9.0,,,,,,Home,34.0,6.0,49.0,3:15, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,127,1682294548.0,72148,2023-04-24 00:02:28.000000,EventFootballRush,2-1-VGS 17 (2:09) 19 T. Hammonds rush to VGS 16 for 1 yard (26 M. Smith),,True,2,2,9,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,58,2302040-VGS-at-SEA,129,129,1929,2:09,6,,,1.0,SEA,VGS,0.0,2,2,2.0,2.0,Visitor,17,10,17.0,0,0,0,21444,,,StatusOfficial,,,,,20620,,2.0,1.0,1.0,,,,,,Home,34.0,7.0,50.0,3:54, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,134,1682294809.0,72409,2023-04-24 00:06:49.000000,EventFootballPass,1-10-VGS 16 (1:55) 6 B. DiNucci pass to 0 J. Gordon to VGS 14 for 2 yards (28 C. Avery),,True,2,1,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,59,2302040-VGS-at-SEA,115,115,1915,1:55,6,,,1.0,SEA,VGS,0.0,2,2,2.0,2.0,Visitor,16,10,16.0,0,0,0,20066,,,StatusOfficial,ResultPassComplete,,,,,,1.0,10.0,2.0,,,,,,Home,34.0,8.0,52.0,4:08, ,21979,22840,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,136,1682294847.0,72447,2023-04-24 00:07:27.000000,EventFootballRush,"2-8-VGS 14 (1:16) 6 B. DiNucci rush for 14 yards, TOUCHDOWN",,True,2,1,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,60,2302040-VGS-at-SEA,76,76,1876,1:16,6,,,1.0,SEA,VGS,0.0,2,2,2.0,2.0,Visitor,14,10,14.0,0,0,0,,,,StatusOfficial,,,,,21979,,2.0,8.0,14.0,,,,,,Home,34.0,9.0,66.0,4:38,TD,,,,,,,,,,,,,,,ScoreTypeTd,,,,0,0.0,1.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,138,1682294885.0,72485,2023-04-24 00:08:05.000000,EventFootballPat2PtPass,FROM VGS 5 (1:16) 6 B. DiNucci 2-pt conversion pass to 88 J. Veasy NO GOOD,,True,2,1,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,61,2302040-VGS-at-SEA,76,76,1876,1:16,6,,,1.0,SEA,VGS,0.0,2,2,2.0,2.0,Visitor,5,10,5.0,0,0,6,,,,StatusOfficial,ResultPassIncomplete,,,,,,,,,,,,,,,,,,,,21979,22306,,,,,,,,,,,,,,2.0,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,140,1682294973.0,72573,2023-04-24 00:09:33.000000,EventFootballKickoff,FROM SEA 30 (1:16) 11 D. Eberle kicks from SEA 30. 14 C. Sweeting to VGS 33 for 22 yards (1 B. Thompson),,True,2,1,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,62,2302040-VGS-at-SEA,76,76,1876,1:16,7,,,0.0,VGS,SEA,0.0,2,2,2.0,2.0,Home,30,11,30.0,0,0,6,22377,22874,21507,StatusOfficial,ResultKickReturned,22.0,Visitor,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,142,1682295018.0,72618,2023-04-24 00:10:18.000000,EventFootballPass,1-10-VGS 33 (1:05) 3 J. McClendon pass to 19 G. Allison to VGS 39 for 6 yards (16 M. Wright),,True,2,1,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,63,2302040-VGS-at-SEA,65,65,1865,1:05,7,,,0.0,VGS,SEA,0.0,2,2,2.0,2.0,Visitor,33,11,67.0,0,0,6,21721,,,StatusOfficial,ResultPassComplete,,,,,,1.0,10.0,6.0,,,,,,Visitor,33.0,1.0,6.0,0:23, ,21022,22325,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
